index_pt,pt
1047,Laparoscopy
193,Bladder injury
1262,Osteoporotic fracture
1573,Stenotrophomonas infection
755,Genito-pelvic pain/penetration disorder
1266,Ovarian failure
83,Amputation stump pain
258,Bone marrow toxicity
1629,Thoracic vertebral fracture
822,Heat exhaustion
198,Blast cells present
1551,Spinal cord haemorrhage
164,Bacterial diarrhoea
1751,Xeroderma
483,Decidual cast
1440,Rectal cancer metastatic
747,Gastrointestinal tract irritation
1085,Lower extremity mass
1223,Oesophageal motility disorder
1725,Vulvovaginal pain
827,Hepatic adenoma
1054,Left ventricular failure
817,Heart injury
1098,Lymphocele
213,Blood chromogranin A increased
526,Diabetic ulcer
1558,Spleen disorder
907,Impetigo
960,Infusion site reaction
268,Brain abscess
350,Cerebellar stroke
422,Concomitant disease progression
1391,Product contamination microbial
782,Graves' disease
943,Infection susceptibility increased
1653,Tooth socket haemorrhage
62,Alanine aminotransferase decreased
78,Altered visual depth perception
778,Glycosuria
1077,Lithiasis
1113,Mean cell volume increased
834,Hepatic vascular thrombosis
616,Enterovirus test positive
327,Cardiac perforation
579,Ear inflammation
688,Female orgasmic disorder
759,Gingival disorder
781,Granulocytopenia
1369,Posterior reversible encephalopathy syndrome
614,Enterococcal infection
401,Coital bleeding
845,Hiccups
921,Inappropriate schedule of product discontinuation
1111,Maternal exposure during pregnancy
339,Castleman's disease
1492,Scrotal abscess
315,CSF pressure increased
1149,Multiple use of single-use product
1648,Tonsillar disorder
1537,Small intestinal stenosis
904,Immunoglobulins decreased
802,Haemorrhagic ovarian cyst
516,Device physical property issue
1174,Narrow anterior chamber angle
443,Coronary artery dissection
1431,Pustular psoriasis
348,Central venous catheter removal
896,Idiopathic pancreatitis
1510,Shoplifting
360,Cervical polyp
539,Dopamine agonist withdrawal syndrome
1136,Mitral valve repair
540,Double inlet left ventricle
1417,Proteus infection
703,Food aversion
1203,Non-alcoholic steatohepatitis
1456,Renal hypertension
19,Achlorhydria
1570,Squamous cell carcinoma of the oral cavity
752,Genital discomfort
1227,Oesophageal rupture
1540,Soft tissue disorder
911,Implant site haemorrhage
1416,Protein total decreased
1617,Testicular pain
733,Gastroduodenal ulcer
466,Cystic fibrosis
1267,Oxygen saturation abnormal
1337,Physical product label issue
830,Hepatic fibrosis
492,Dehydration
567,Dyskinesia
428,Congenital nose malformation
1029,Juvenile idiopathic arthritis
303,Brucellosis
438,Convulsions local
1084,Loss of personal independence in daily activities
1658,Transcription medication error
1607,Systemic viral infection
1709,Violence-related symptom
220,Blood gases abnormal
699,Focal segmental glomerulosclerosis
345,Central nervous system infection
309,Bursitis infective
750,General physical health deterioration
1577,Stoma creation
474,Cytoreductive surgery
1654,Total lung capacity abnormal
1667,Trigger finger
1346,Pneumocystis jirovecii pneumonia
1389,Product complaint
21,Acinetobacter bacteraemia
640,Extradural haematoma
705,Food refusal
1219,Ocular vascular disorder
1120,Meningitis cryptococcal
1326,Pharyngeal disorder
863,Hypercapnic coma
1350,Pneumonia pneumococcal
14,Accelerated hypertension
155,Autoimmune arthritis
323,Carcinoid tumour
382,Choroidal effusion
993,Intercepted drug dispensing error
347,Central sleep apnoea syndrome
1082,Localised oedema
7,Abdominal wall haemorrhage
298,Bronchiectasis
1578,Stoma site erythema
1646,Tongue discomfort
179,Benign lung neoplasm
1287,Parainfluenzae virus infection
1394,Product delivery mechanism issue
410,Colon dysplasia
291,Breast operation
468,Cystic fibrosis respiratory infection suppression
976,Injection site necrosis
792,Haemochromatosis
881,Hypervigilance
569,Dyspareunia
1439,Rebound effect
891,Hypoparathyroidism
730,Gastric polyps
671,Failure to thrive
1182,Neonatal respiratory distress syndrome
1353,Pneumonia streptococcal
271,Brain neoplasm malignant
871,Hyperreflexia
946,Infective pulmonary exacerbation of cystic fibrosis
207,Blood blister
352,Cerebral arteriosclerosis
1009,Intra-abdominal fluid collection
20,Acidosis hyperchloraemic
1490,Scleral haemorrhage
1324,Personality disorder
189,Binge eating
302,Bronchoscopy
1036,Kyphoscoliosis
1396,Product dispensing issue
1680,Upper respiratory tract congestion
102,Anorectal infection
529,Diffuse large B-cell lymphoma recurrent
439,Cor pulmonale acute
283,Breast discomfort
557,Drug withdrawal convulsions
420,Computerised tomogram thorax abnormal
769,Glioma
825,Hemiplegia
1248,Oral mucosal exfoliation
1436,Rapid eye movement sleep behaviour disorder
115,Aortic surgery
1606,Systemic mycosis
482,Debridement
655,Eye ulcer
1252,Organic brain syndrome
1194,Neutrophilic dermatosis
1720,Vulval disorder
149,Atheroembolism
615,Enterococcal sepsis
131,Application site laceration
892,Hypoperfusion
1291,Paraneoplastic neurological syndrome
395,Clinical death
1701,Vascular occlusion
715,Frustration
373,Cholangitis acute
1698,Varices oesophageal
1240,Opiates positive
988,Insulin resistance
1312,Periarthritis
1151,Muscle contractions involuntary
1444,Rectal prolapse
284,Breast disorder female
254,Bone fissure
785,Gun shot wound
831,Hepatic haematoma
644,Extrasystoles
793,Haemodialysis
595,Emotional poverty
108,Anticoagulation drug level increased
1673,Tumour pain
790,Haematological infection
1188,Neuropathy peripheral
162,B-lymphocyte count decreased
216,Blood creatine increased
1687,Urine abnormality
151,Atrophic vulvovaginitis
361,Cervical radiculopathy
1534,Slow speech
69,Alcoholic pancreatitis
143,Arthritis bacterial
236,Blood sodium decreased
1372,Postoperative wound complication
1241,Optic atrophy
52,Administration site discomfort
1303,Pathological fracture
1281,Pancreatitis chronic
1322,Peroneal nerve palsy
93,Androgen deficiency
668,Faecal calprotectin increased
1289,Paranasal sinus discomfort
939,Infected cyst
534,Disruptive mood dysregulation disorder
619,Eosinophilic oesophagitis
957,Infusion site discolouration
645,Eye abscess
1273,Palmoplantar pustulosis
512,Device dislocation
1328,Pharyngeal haemorrhage
223,Blood homocysteine increased
1739,White blood cells urine positive
314,COVID-19 treatment
1695,Vaginal lesion
875,Hypertensive encephalopathy
1730,Weight bearing difficulty
61,Agnosia
1697,Varicella zoster virus infection
383,Choroidal haemorrhage
432,Congenital tricuspid valve incompetence
1356,Polyhydramnios
324,Carcinoid tumour of the gastrointestinal tract
426,Congenital diaphragmatic hernia
122,Apnoea
992,Intentional underdose
24,Acquired cardiac septal defect
917,Impulse-control disorder
440,Corneal operation
1228,Oesophageal squamous cell carcinoma
218,Blood culture negative
457,Craniotomy
137,Arrhythmia supraventricular
397,Clostridium difficile colitis
811,"Hallucination, visual"
572,Dysphoria
1288,Paralysis
175,Behcet's syndrome
1452,Renal aplasia
1568,Squamous cell carcinoma of lung
141,Arteriovenous malformation
1747,Wrong patient
1729,Walking disability
400,Coagulation test abnormal
357,Cervical cord compression
1300,Parosmia
1716,Vitamin D abnormal
1655,Toxic leukoencephalopathy
455,Craniofacial fracture
546,Drug delivery system removal
1455,Renal failure chronic
1295,Parapsoriasis
964,Injection related reaction
542,Drowning
1130,Metastatic malignant melanoma
256,Bone lesion
1171,Nail disorder
1038,Labyrinthitis
600,Endometrial ablation
1471,Retinal vasculitis
1592,Superficial vein thrombosis
1691,Uterine polyp
643,Extraocular muscle paresis
380,Chorioretinal atrophy
647,Eye burns
1119,Meningism
1690,Uterine mass
973,Injection site indentation
1004,Intestinal fistula
550,Drug effective for unapproved indication
491,Degenerative bone disease
1567,Sputum increased
1642,Tinea versicolour
1571,Staphylococcal abscess
566,Dyshidrotic eczema
1129,Metapneumovirus infection
723,Gangrene
1726,Vulvovaginal pruritus
1210,Obesity surgery
1494,Scrotal pain
1699,Varicophlebitis
1165,Myeloproliferative neoplasm
1277,Pancreatic carcinoma stage IV
1565,Spontaneous bacterial peritonitis
1221,Oedema genital
1559,Splenic infarction
127,Application site erythema
433,Conjunctival oedema
805,Haemorrhoids thrombosed
849,Histamine intolerance
447,Coronavirus pneumonia
1362,Portal hypertension
214,Blood corticotrophin decreased
856,Huerthle cell carcinoma
1615,Tenoplasty
412,Colour blindness acquired
780,Granulocyte count increased
118,Aortitis
195,Bladder operation
613,Enterococcal bacteraemia
1727,Waist circumference increased
487,Decreased vibratory sense
1080,Lobular breast carcinoma in situ
1553,Spinal cord injury
1104,Magnetic resonance imaging head abnormal
651,Eye haemorrhage
930,Incorrect dose administered by product
41,Acute psychosis
653,Eye movement disorder
221,Blood glucose increased
823,Hemianaesthesia
1552,Spinal cord infection
1002,Intervertebral disc injury
1307,Penile cancer
451,Corynebacterium infection
986,Instillation site lacrimation
1707,Vestibular migraine
525,Diabetic neuropathy
1122,Meningitis viral
576,Ear haemorrhage
1542,Somatic symptom disorder
112,Aorta hypoplasia
1640,Tinea cruris
1599,Sweat discolouration
912,Implant site hypoaesthesia
1200,Nodular melanoma
1199,Nodal rhythm
402,Cold urticaria
1543,Somatic symptom disorder of pregnancy
1361,Poor school attendance
561,Ductus arteriosus premature closure
702,Follicular thyroid cancer
73,Allergic respiratory symptom
415,Complication of pregnancy
1670,Trisomy 21
1112,Maternal exposure timing unspecified
305,Burning mouth syndrome
1555,Spinal epidural haematoma
885,Hypoaesthesia eye
1587,Substance use disorder
1323,Persistent genital arousal disorder
630,Exercise lack of
1376,Pregnancy test false positive
461,Crystal arthropathy
620,Eosinophilic pneumonia chronic
1066,Limb reduction defect
12,Abscess bacterial
424,Confusion postoperative
1242,Optic disc haemorrhage
1696,Vanishing bile duct syndrome
1694,Vaginal flatulence
1681,Ureteral stent insertion
1581,Stoma site ulcer
1476,Rheumatoid arthritis-associated interstitial lung disease
1327,Pharyngeal dystonia
1304,Patient restraint
1231,Oesophagitis ulcerative
1035,Knuckle pads
938,Infantile spasms
851,Hodgkin's disease nodular sclerosis
795,Haemoglobinaemia
787,HLA-B*5701 assay positive
611,Enteric neuropathy
609,Enlarged clitoris
458,Creatine urine abnormal
356,Cerebrovascular insufficiency
285,Breast dysplasia
190,Biopsy kidney abnormal
273,Brain stem thrombosis
1561,Splenic vein thrombosis
1500,Self-consciousness
1114,Measles
130,Application site hypoaesthesia
835,Hepatitis D
701,Foetal heart rate deceleration abnormality
1649,Tonsillar haemorrhage
430,Congenital pulmonary hypertension
267,Bradycardia neonatal
1748,Wrong schedule
1626,Thinking abnormal
1643,Tinnitus
222,Blood growth hormone increased
1733,Wernicke's encephalopathy
889,Hypomenorrhoea
1421,Psychogenic seizure
589,Electrocardiogram QT interval
416,Compulsive cheek biting
1310,Perforation
47,Adenovirus test positive
903,Immunisation reaction
1438,Rash morbilliform
82,Amniotic fluid volume increased
638,Exposure via father
11,Abnormal weight gain
975,Injection site inflammation
564,Dysentery
1067,Linear IgA disease
243,Blood urea decreased
1529,Skin tightness
250,Body fat disorder
1259,Osteomalacia
183,Bile acid malabsorption
1014,Intrusive thoughts
1619,Therapeutic drug monitoring analysis not performed
1096,Lung transplant rejection
1116,Medical device implantation
754,Genital hypoaesthesia
1474,Retroperitoneal haematoma
325,Carcinoid tumour pulmonary
1580,Stoma site infection
679,Fear of falling
731,Gastritis erosive
188,Bilirubin conjugated increased
1033,Klebsiella bacteraemia
878,Hyperthyroidism
1325,Petit mal epilepsy
3,Abdominal infection
310,Butterfly rash
342,Catheter site haemorrhage
997,Intermenstrual bleeding
832,Hepatic lesion
36,Acute left ventricular failure
106,Anticoagulation drug level above therapeutic
1408,Product substitution issue
1011,Intraocular pressure increased
279,Breast cancer stage I
166,Bacterial sepsis
1610,Telangiectasia
558,Drug withdrawal headache
646,Eye allergy
1060,Ligament injury
601,Endometrial adenocarcinoma
1423,Pulmonary function test decreased
1741,Withdrawal catatonia
210,Blood cholesterol abnormal
1099,Lymphocyte count decreased
1650,Tooth abscess
270,Brain neoplasm
1584,Stroke in evolution
745,Gastrointestinal stromal tumour
1425,Pulmonary mass
1184,Nephropathy toxic
1204,Non-cardiac chest pain
46,Adenoma benign
1202,Non-Hodgkin's lymphoma
1453,Renal colic
497,Dementia Alzheimer's type
374,Cholecystitis acute
519,Device related infection
842,Hernia repair
388,Chronic hepatitis C
1341,Pilonidal cyst
829,Hepatic cyst
1314,Periodic limb movement disorder
926,Incisional hernia
1467,Retinal artery occlusion
31,Acute disseminated encephalomyelitis
898,Immune effector cell-associated neurotoxicity syndrome
1251,Organ failure
530,Diplegia
574,Dyspnoea at rest
109,Antisocial personality disorder
368,Cheilitis
1311,Performance status decreased
622,Epigastric discomfort
1286,Paraesthesia oral
627,Erythema of eyelid
706,Foot amputation
764,Gingival swelling
182,Bicytopenia
1237,Onychoclasis
1050,Large intestine perforation
1550,Spinal cord disorder
1041,Lack of spontaneous speech
1672,Tumour lysis syndrome
263,Bowen's disease
1392,Product contamination physical
1464,Respiratory rate decreased
209,Blood chloride increased
58,Adrenal neoplasm
1575,Sternal fracture
1502,Senile dementia
452,Cotard's syndrome
1579,Stoma site hypergranulation
514,Device kink
1021,Jejunostomy
90,Anal skin tags
467,Cystic fibrosis related diabetes
1536,Small for dates baby
656,Eyelid cyst
712,Foreign body aspiration
445,Coronary artery stenosis
1645,Tongue coated
588,Electrocardiogram PR prolongation
473,Cytomegalovirus test positive
1019,Jaundice cholestatic
177,Benign bone neoplasm
289,Breast inflammation
1679,Upper gastrointestinal haemorrhage
292,Breast pain
261,Bone pain
927,Incontinence
320,Carbohydrate antigen 125 increased
1354,Pneumonitis
1505,Sepsis
101,Anorectal disorder
1260,Osteomyelitis
1381,Presyncope
398,Clostridium difficile infection
1213,Obstruction
552,Drug level abnormal
1216,Obstructive pancreatitis
431,Congenital skin dimples
841,Herbal interaction
1126,Mesenteric vein thrombosis
114,Aortic rupture
1166,Myocardial injury
1366,Post procedural fistula
376,Cholelithotomy
449,Corpora cavernosa surgery
77,Alpha haemolytic streptococcal infection
421,Concomitant disease aggravated
1449,Reflexes abnormal
1562,Splenomegaly
942,Infection
1507,Septic shock
446,Coronavirus infection
1588,Substance-induced psychotic disorder
1527,Skin papilloma
391,Chronic obstructive pulmonary disease
692,Flank pain
571,Dysphonia
1243,Optic ischaemic neuropathy
1335,Photosensitivity reaction
1379,Premature labour
1616,Terminal state
436,Conversion disorder
740,Gastrointestinal oedema
1614,Tendonitis
797,Haemophagocytic lymphohistiocytosis
1048,Large intestinal haemorrhage
879,Hypertransaminasaemia
910,Implant site erythema
1039,Laceration
1062,Light chain analysis increased
1145,Mucosal inflammation
1298,Paresis
1143,Mouth ulceration
1419,Pseudodementia
714,Fracture pain
1229,Oesophageal ulcer
1230,Oesophageal varices haemorrhage
1142,Mouth swelling
1572,Staphylococcal bacteraemia
154,Atypical femur fracture
1235,On and off phenomenon
801,Haemorrhagic disorder
494,Delirium tremens
372,Chillblains
544,Drug administered in wrong device
1722,Vulvovaginal candidiasis
493,Delirium febrile
1424,Pulmonary granuloma
890,Hyponatraemic encephalopathy
1593,Superior vena cava syndrome
1708,Vibratory sense increased
1018,Ischaemic hepatitis
1089,Lung carcinoma cell type unspecified stage I
317,Cancer fatigue
1083,Logorrhoea
1092,Lung neoplasm
312,CNS ventriculitis
1044,Lacunar stroke
1254,Orgasm abnormal
663,Eyelids pruritus
1013,Intraventricular haemorrhage
425,Congenital anomaly in offspring
1516,Skin atrophy
1154,Muscle haemorrhage
562,Duodenal stenosis
1000,International normalised ratio increased
868,Hyperparathyroidism
887,Hypoglycaemia neonatal
40,Acute phosphate nephropathy
800,Haemorrhagic arteriovenous malformation
836,Hepatitis E
509,Device colour issue
1008,Intestinal ulcer
167,Balance disorder
379,Chordee
1024,Joint effusion
508,Detoxification
1393,Product counterfeit
1102,Macular hole
448,Coronavirus test positive
1131,Microembolism
1745,Wound secretion
1491,Screaming
399,Cluster headache
1068,Lip blister
1728,Waldenstrom's macroglobulinaemia
55,Administration site reaction
798,Haemorrhage in pregnancy
1297,Parathyroidectomy
1290,Paranasal sinus hypersecretion
1296,Parathyroid tumour benign
1625,Thermal burn
1743,Wound complication
681,Feeling cold
1641,Tinea infection
1152,Muscle discomfort
1023,Joint crepitation
1059,Libido disorder
626,Erythema nodosum
667,Facial spasm
1563,Spondylitis
1056,Lentigo maligna
1547,Sperm concentration decreased
158,Autoinflammatory disease
1030,Keratosis follicular
1597,Suspected product quality issue
71,Allergic cough
1061,Ligament operation
858,Human papilloma virus test positive
1713,Visual acuity reduced
586,Ehlers-Danlos syndrome
1633,Thrombophlebitis superficial
607,Endovenous ablation
1705,Vein rupture
176,Bell's palsy
240,Blood thyroid stimulating hormone decreased
409,Colon cancer stage IV
479,Deafness unilateral
231,Blood pressure diastolic increased
318,Cancer pain
821,Heart sounds abnormal
1088,Lower respiratory tract infection fungal
1318,Peripheral motor neuropathy
204,Blood albumin decreased
334,Carotid artery aneurysm
407,Coloboma
1600,Sweat gland infection
559,Drug withdrawal syndrome neonatal
140,Arteriosclerosis
739,Gastrointestinal malformation
585,Eczema nummular
581,Ear pruritus
669,Faeces hard
538,Dizziness postural
886,Hypoaesthesia oral
1191,Neutropenia
478,Deafness bilateral
212,Blood cholesterol increased
1731,Weight decreased
861,Hyperbilirubinaemia neonatal
504,Derealisation
427,Congenital jaw malformation
1163,Myelodysplastic syndrome transformation
1206,Non-infectious endophthalmitis
1137,Monocyte count decreased
555,Drug tolerance decreased
916,Imprisonment
96,Angioimmunoblastic T-cell lymphoma
1656,Toxicologic test abnormal
981,Injection site ulcer
915,Implantable defibrillator insertion
716,Frustration tolerance decreased
1380,Premenstrual syndrome
1554,Spinal cord neoplasm
1714,Visual perseveration
1752,pH body fluid decreased
522,Diabetic gangrene
1445,Rectal ulcer
32,Acute endocarditis
1264,Ovarian abscess
185,Biliary adenoma
1138,Monocyte percentage decreased
359,Cervical dilatation
876,Hypertensive nephropathy
219,Blood culture positive
1333,Phospholipidosis
698,Foaming at mouth
1403,Product preparation issue
215,Blood count abnormal
234,Blood pressure systolic abnormal
1342,Plasmacytoma
489,Defaecation disorder
952,Infrequent bowel movements
556,Drug use disorder
756,Gestational diabetes
880,Hypertrichosis
1621,Therapeutic product effect increased
947,Infertility male
392,Chronic respiratory disease
465,Cyanosis central
237,Blood test
369,Chemical burn of skin
95,Angina bullosa haemorrhagica
1664,Treatment failure
28,Actinic keratosis
321,Carbon dioxide decreased
1657,Tracheal stenosis
1338,Physiotherapy
1480,Right ventricular systolic pressure increased
838,Hepatitis toxic
1220,Oedema due to cardiac disease
23,Acne cystic
685,Feelings of worthlessness
1400,Product leakage
713,Foreign body in reproductive tract
67,Alcohol use disorder
1040,Lack of injection site rotation
224,Blood immunoglobulin A increased
604,Endophthalmitis
1509,Sexually inappropriate behaviour
594,Emergency care
850,Hodgkin's disease
1566,Spontaneous ejaculation
260,Bone neoplasm
846,Hidradenitis
951,Influenza like illness
506,Dermatitis atopic
1193,Neutrophil count decreased
30,Activated partial thromboplastin time prolonged
48,Adjustment disorder with depressed mood
796,Haemoperitoneum
1460,Renal vascular thrombosis
1343,Platelet count decreased
791,Haematuria
865,Hyperkalaemia
864,Hyperglycaemia
1306,Pemphigoid
1317,Peripheral artery thrombosis
1169,NSAID exacerbated respiratory disease
1526,Skin operation
105,Anti-interferon antibody positive
959,Infusion site oedema
476,Dandy-Walker syndrome
1627,Thirst decreased
1167,Myoclonic dystonia
293,Breast prosthesis implantation
768,Glioblastoma multiforme
549,Drug effect decreased
950,Influenza
1178,Nasopharyngitis
247,Blood viscosity decreased
648,Eye complication associated with device
718,Fumbling
1446,Recurrent cancer
502,Dependence on respirator
1185,Nephrostomy
119,Apallic syndrome
693,Flat affect
1508,Serum sickness
687,Female genital tract fistula
924,Incision site infection
326,Cardiac disorder
1589,Suicidal ideation
418,Compulsive shopping
217,Blood creatinine decreased
1015,Iritis
1532,Sleep paralysis
147,Asthmatic crisis
869,Hyperphagia
1017,Irritability
375,Cholelithiasis
242,Blood triglycerides increased
1222,Oedema peripheral
123,Apnoeic attack
543,Drug administered at inappropriate site
1374,Pre-eclampsia
948,Inflammatory bowel disease
1601,Swelling
818,Heart rate abnormal
1270,Pain in extremity
1631,Thrombocytopenia
1133,Migraine
1274,Palpitations
1624,Therapy cessation
1538,Sneezing
1410,Product use in unapproved indication
1472,Retinal vein occlusion
200,Blindness congenital
899,Immune thrombocytopenic purpura
767,Glioblastoma
1742,Wound
1405,Product quality issue
404,Colitis ischaemic
1620,Therapeutic product effect decreased
527,Diarrhoea
1545,Somnolence
735,Gastrointestinal disorder
1717,Vomiting
725,Gastric disorder
453,Cough
573,Dyspnoea
405,Colitis microscopic
72,Allergic reaction to excipient
1276,Pancreatic carcinoma metastatic
901,Immune-mediated hepatitis
1196,Nipple pain
726,Gastric haemorrhage
862,Hypercapnia
1647,Tongue ulceration
642,Extranodal marginal zone B-cell lymphoma (MALT type)
1590,Suicide threat
1359,Poor quality product administered
1147,Multiple fractures
1100,Lymphoma
1737,White blood cell count increased
935,Increased tendency to bruise
1488,Salmonella sepsis
824,Hemiparesis
1217,Ocular discomfort
934,Incorrect route of drug administration
1186,Nerve compression
331,Cardiomyopathy
888,Hypokinesia
1520,Skin exfoliation
297,Bronchial secretion retention
728,Gastric operation
680,Fear of injection
1370,Postmenopausal haemorrhage
277,Breast cancer female
1334,Photophobia
941,Infected skin ulcer
274,Breakthrough pain
423,Concussion
464,Cutis laxa
470,Cystitis interstitial
1026,Joint range of motion decreased
961,Infusion site swelling
280,Breast cancer stage II
1484,SARS-CoV-2 test positive
1651,Tooth disorder
1609,Taste disorder
967,Injection site discomfort
1305,Pelvic pain
308,Bursitis
707,Foot deformity
999,International normalised ratio fluctuation
897,Ill-defined disorder
1557,Spinal operation
1225,Oesophageal pain
1211,Obsessive thoughts
1669,Trismus
1078,Liver function test increased
66,Alcohol rehabilitation
486,Decreased appetite
1057,Leukocytosis
1674,Tunnel vision
1524,Skin lesion
629,Escherichia infection
775,Glucose tolerance impaired
146,Asthenia
1005,Intestinal ischaemia
1105,Malignant neoplasm progression
593,Embolism
677,Fanconi syndrome acquired
570,Dysphagia
1499,Seizure
746,Gastrointestinal surgery
1347,Pneumonia
469,Cystitis escherichia
553,Drug screen
244,Blood urea increased
809,Hallucination
460,Crying
500,Dependence
1404,Product prescribing error
1368,Post procedural inflammation
665,Facial nerve disorder
521,Diabetic coma
1477,Rhinalgia
1249,Oral neoplasm
962,Infusion site urticaria
196,Bladder repair
1605,Systemic lupus erythematosus rash
1097,Lymph node tuberculosis
1630,Throat clearing
1663,Treatment delayed
523,Diabetic hyperosmolar coma
1659,Transformation to acute myeloid leukaemia
860,Hyperammonaemia
596,Emphysematous cystitis
129,Application site hypersensitivity
893,Hypopnoea
328,Cardiac stress test abnormal
1106,Malnutrition
249,Bloody discharge
1427,Pulse absent
905,Immunosuppressant drug level increased
806,Hair disorder
1634,Thrombosis in device
1284,Papule
721,Furuncle
128,Application site haemorrhage
370,Chest X-ray abnormal
26,Acquired oesophageal web
27,Acrochordon
228,Blood osmolarity decreased
1189,Neurosurgery
1441,Rectal discharge
866,Hyperkeratosis
100,Anogenital warts
1660,Transfusion
1108,Mass
1749,Wrong technique in device usage process
377,Chondropathy
804,Haemorrhoids
587,Electric shock sensation
295,Breast tenderness
1448,Red blood cell count decreased
623,Epistaxis
1176,Nasal obstruction
1292,Paranoia
22,Acne
1638,Thyroid mass
79,Amenorrhoea
535,Distractibility
1700,Vascular device infection
