pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Postoperative wound infection,0.3368305615169307,0.29969221360904763,"[-1.03853682  1.68786543 -1.01452218  0.00471687  0.37873086 -0.01266966
 -1.10972376 -0.57123305 -0.67420941  1.33765604  1.8087252   2.84036543
 -0.45960434 -1.11398989 -0.70340262 -0.89668694  0.1449202   0.64394449
  1.06614635 -0.93682828 -0.67548407 -0.99771889  0.29119652 -0.07342378
 -0.05711765  0.8231732  -0.56455589 -0.12773334]"
Gastric infection,0.337099662127556,0.41643247095433944,"[-0.70418967  1.1854956  -0.77829447 -0.47234795  0.25669906 -0.79003756
  0.19548515 -0.57648252 -0.68093506 -0.6599044  -0.47634845 -0.59716537
  0.70269423 -0.68781165 -0.59958275 -0.54800241  0.070878    0.298644
 -0.44489284  0.93340222 -0.18394496 -0.310981   -0.59217515  3.47168147
 -0.67941084  0.85613825 -0.60553414  2.41692322]"
Blood viscosity decreased,0.3374071131151177,0.39982833821514313,"[-0.78085675  1.60204737 -0.80557923  0.2361168   0.70979292 -0.80353668
 -0.65978606 -0.46346617 -0.35907002 -0.04798594 -0.39932351  0.79184821
  1.16189469 -0.72448344 -0.620915   -0.82678236 -0.77016239  0.14248965
 -0.74261864 -0.40736958 -0.46519    -0.12216081 -0.37004441  3.66634411
 -0.27932964  0.38136054 -0.66951069  1.62627707]"
Carotid artery stenosis,0.33910810401459024,0.41143790790229795,"[-0.0831897   4.08173292 -0.40055896 -0.8062043   0.76143147 -0.59497336
 -0.01739232 -0.755374   -0.60451266 -0.18959244 -0.07469274 -0.08493731
  0.79363424 -0.72898907 -0.58843533  1.06938107 -0.64793124 -0.7078839
 -0.40110287 -0.17371276 -0.36753209 -0.24946253 -0.48659031 -0.80461378
  0.24109959  1.63003831 -0.6208629   0.81122696]"
Eczema nummular,0.34227563215926626,0.6241459884793404,"[-0.44073803 -0.34383255 -0.38478186 -0.51829174 -0.16045646  0.66423243
 -0.53812832 -0.1534011   0.04200923 -0.04234853 -0.07665816 -0.1512449
  1.58329517 -0.41288489 -0.15065071 -0.40143868 -0.15281159 -0.33871236
 -0.36199402 -0.30858157 -0.41345143  0.33379788 -0.42399174 -0.45538524
 -0.49525623 -0.26575768 -0.33720127  4.70466437]"
Performance status decreased,0.3423449861139736,0.5422577942967867,"[-0.52669505  1.12724729 -0.57752724 -0.54631807 -0.28865141 -0.32875375
 -0.15669298 -0.44157259  0.43672492 -0.39406543  0.02084489 -0.32588687
 -0.12949542 -0.6065614  -0.53493447 -0.42141127 -0.36007572  4.10723936
 -0.40617015 -0.51141909 -0.62208705 -0.31367693 -0.55257333  1.29297318
 -0.05800762  1.94966922 -0.60180435 -0.23031864]"
Persistent genital arousal disorder,0.34357409276694517,0.35419505649123184,"[-0.69536064  0.77448399 -0.66492472  0.3570413   0.39715165 -0.53191056
 -0.63169065 -0.69835242 -0.95615615 -0.69330532 -0.3167907   1.19970077
  0.89690647  0.61388512 -0.72364452 -0.5770657   0.02190892 -0.34075246
 -0.56019476 -0.57088626 -0.83157001 -0.38469648 -0.14041007  1.74226768
 -0.95683869  3.45904022 -0.63933942  1.45150339]"
Biliary cirrhosis primary,0.34485156557527086,0.5128110658430479,"[-0.25419234 -0.53138141 -0.48636427 -0.51942484 -0.25904262 -0.01140998
 -0.54553622 -0.6125148  -0.34373162 -0.43295082  3.90357872  2.25928214
  1.08140412 -0.43037393 -0.67247294 -0.66564927 -0.47061089  0.9818578
 -0.64941757 -0.57857296 -0.59594572  0.70004526 -0.490735    0.03288514
 -0.25218659 -0.03651115 -0.51142511  0.39139688]"
Stoma site hypergranulation,0.34624759411812367,0.48918226492510863,"[-0.26398525  1.10780011 -0.10645465 -0.62754153 -0.70011841 -0.22680383
 -0.51601487 -0.6721225  -0.59604313 -0.1962876   2.2098747   1.27108034
  0.32126939 -0.5339964  -0.39968403 -0.31720427 -0.26728662  3.85126149
 -0.70780897  0.57190163 -0.03583423 -0.27328705 -0.47847427 -0.02891579
 -0.6670953  -0.62419215 -0.66114128 -0.43289558]"
Ventricular tachycardia,0.3465577863236965,0.32426236849055656,"[ 0.01083709  1.13280083 -0.85482561 -0.81428129  0.38685988 -0.34788633
 -0.48087994 -0.82085217 -0.76186278  0.21050386  1.18960153 -0.31019719
  0.00727357  0.10572232 -1.02156166 -0.97170451 -0.72387665  1.80878873
 -0.50189072  3.58412588 -0.78121787  0.25230712  0.45168399  0.80064161
 -0.93140813 -0.34517314 -0.67311253  0.39958411]"
Ear inflammation,0.3468671974543734,0.6903010358429221,"[-0.05286823  4.96518335 -0.48963445 -0.08278746  0.16668699 -0.44380945
 -0.09213851 -0.38510938 -0.39810081 -0.4668363  -0.46275437 -0.11687556
  0.05918393 -0.47578008 -0.28446433  0.17772494 -0.30616015 -0.40499313
 -0.25977701 -0.33601672 -0.13319562 -0.03120858 -0.25575471  0.92396097
  0.19549738 -0.25361081 -0.42748894 -0.32887296]"
Oropharyngeal candidiasis,0.3511612161903315,0.5412045938073654,"[-0.59989801  3.70955258 -0.43796342 -0.61961791 -0.64885114 -0.64087014
 -0.38455879 -0.32488948 -0.46027969 -0.40953851 -0.42938105 -0.51520887
 -0.1076891  -0.64796608 -0.36123014 -0.37739663  0.15184517  0.24046708
  0.12948673 -0.43644063 -0.24426679 -0.35153841 -0.49767428  0.70882918
  0.50730539  0.76665208 -0.59384438  2.87496521]"
Arm amputation,0.35208898103928743,0.8465463161690073,"[-0.13554611 -0.21787964 -0.38553696 -0.30026969 -0.28597839 -0.40568693
 -0.38455578 -0.38757382 -0.19224859  0.07394135  5.07746734  0.07040276
  0.51904857 -0.25448336 -0.38388042 -0.35016448 -0.19368227  0.11919088
 -0.36855377 -0.35208416 -0.30541423 -0.26481651  0.12215961 -0.09197183
  0.03354316 -0.125563   -0.36555403 -0.26430969]"
Central venous catheter removal,0.3524054292532631,0.47770441996968455,"[-0.63945653  0.39685292 -0.66492223 -0.42823601 -0.0878418  -0.62911969
 -0.72572682 -0.56289659  0.22465509 -0.40804532 -0.37286105  0.90997084
  0.50870316 -0.52534991 -0.50214044  3.85447082 -0.41969127  1.3812501
 -0.5772636   0.0361019  -0.73770603 -0.32077954 -0.51541582 -0.72834148
 -0.22026769  0.25652415 -0.59951993  2.0970528 ]"
Fungal foot infection,0.35372610453194675,0.5264015258950905,"[-0.39611098  0.24354136 -0.56110408 -0.54086991  0.19446437 -0.1329655
 -0.67197014 -0.29108932  0.58885626 -0.55192474  0.14010148 -0.57952162
 -0.02163779 -0.59523151 -0.18224489 -0.58332154  0.21948183  0.21138382
 -0.67197014 -0.67197014 -0.20323192 -0.40321387 -0.01059267  4.5618796
 -0.35128454  1.42838412  0.49101083 -0.65884839]"
Cranial nerve disorder,0.35381358151667763,0.43250779321272703,"[-0.38444288 -0.63918837 -0.58737943 -0.19747771 -0.3759964   0.52549417
 -0.52794809 -0.38954418 -0.59694763 -0.73321911  1.47887031 -0.06882766
  0.85297149 -0.80453813  0.89065597 -0.66897797 -0.77323855  0.56209476
 -0.73227762 -0.60886257  1.09021961  0.34962326  0.02442198 -0.5485667
 -0.25505579  4.0664417  -0.58920399 -0.35910049]"
Vein rupture,0.3538318581103502,0.4907330235743521,"[-0.23365471 -0.52064498 -0.34911548 -0.14603    -0.40506724 -0.47464245
 -0.46465274 -0.36990829 -0.14877458 -0.50375708  1.0668829   0.20563891
 -0.44576979 -0.33105386 -0.71525485 -0.17585309 -0.1036301  -0.17382196
 -0.64889719 -0.66584975  2.95580942 -0.69701024 -0.33493018 -0.49538736
  0.87223353  0.44394118 -0.68591322  3.54511322]"
Scrotal pain,0.35467857846312106,0.4921276498521553,"[-0.05830894  3.33746418 -0.59829701 -0.30738967  0.31093381 -0.21804253
  0.19696186 -0.21642421 -0.36902869 -0.21549122  1.37113556 -0.45014356
 -0.35838463 -0.42724027 -0.50792968 -0.70320405 -0.24119039 -0.05349421
 -0.40336659 -0.27925419 -0.64735264 -0.6296389  -0.66843054  0.64565749
 -0.47021314  3.15157936 -0.63618558 -0.55472164]"
Concomitant disease progression,0.35608053697199765,0.31971420915897897,"[-0.52829858  2.2996473  -0.99107767 -0.92943786  1.18795607 -0.89413948
 -0.83604874 -0.75533224 -1.07588592 -0.88460624  0.70131133 -0.72714989
  0.57037188 -0.14745054 -0.73658791  2.33981177 -0.76216974  0.2845512
 -0.39182786  0.16352683 -0.88538263 -0.22694137  0.94321564  2.1072232
 -0.62665632  0.31589373 -0.04299157  0.52847561]"
Cardiac stress test abnormal,0.3570841882688038,0.4685249852975741,"[-0.22856298  0.76873551  0.430078   -0.72909262 -0.33003313 -0.23465018
 -0.72077748 -0.68629225 -0.7548716  -0.50970279  0.89268019 -0.52799231
 -0.37737533 -0.52701365 -0.40976737 -0.5146319  -0.36738275  0.80071322
 -0.16766198 -0.13554112  3.49675304 -0.51942741 -0.44458659 -0.6669188
 -0.65141713  1.43349005 -0.72029061  2.40153997]"
Stroke in evolution,0.3577664713733202,0.38031233531466,"[-0.707451   -0.75846025 -0.41379517 -0.65563721 -0.49099072 -0.64879277
 -0.22176861 -0.66967811 -0.63884415 -0.78910319  2.72305456 -0.17163986
  0.30619231  1.30545809 -0.30092569 -0.41369938 -0.26458038  0.89427194
  0.0340966   1.08104502 -0.43644181 -0.90885065 -0.65090704  1.30531244
 -0.30993714  2.94791976 -0.53970022 -0.60614737]"
Dysgeusia,0.35777684862881287,0.4084979385989298,"[-2.56876081e-01 -4.18619280e-01 -1.82005484e-01 -8.02164137e-01
  2.16828464e+00 -8.62647901e-01 -4.69526755e-01 -4.91848005e-01
 -7.51783905e-01 -1.46364891e-01 -1.53481810e-03 -6.52759466e-01
 -5.94730540e-02  2.01482794e-01 -5.82366851e-01 -6.62021438e-01
 -6.55354755e-01  4.80958633e-01  1.95513880e+00  2.96576417e+00
  7.25710892e-01 -1.74909067e-01 -4.89415583e-01  1.84376977e+00
 -6.73649929e-01 -4.58381191e-01 -7.62740390e-01 -7.86666709e-01]"
Inappropriate schedule of drug administration,0.35992775264632526,0.33329143767802766,"[ 0.67757743 -0.5294223  -1.01280236 -0.62945792 -0.53739387 -0.13638442
  2.19593332 -0.96616195 -0.95309154 -0.7916301  -0.77840826 -0.75298206
  0.95746294 -0.03931286 -1.07189298  1.55617139  0.66774446 -0.09281091
  3.12374215  0.7543813  -0.00886069 -0.80270856  0.48336824  0.00960067
 -0.09776667 -0.08753524 -0.92591846 -0.21144075]"
Nodule,0.3600155770914399,0.4531592237841102,"[-0.68423943  0.58157791 -0.76369817 -0.58529478  1.87781862 -0.50962724
 -0.79018122 -0.62791475 -0.43902595 -0.77347377 -0.68142019 -0.71426924
 -0.68397216  3.46896955 -0.58514491  0.67731581 -0.50357131 -0.6382015
  0.4312613   0.40545297 -0.00543489  0.06438195 -0.33118086 -0.1623802
 -0.04042381  0.33832     2.2020296  -0.52767331]"
Congenital nystagmus,0.36067819265952383,0.686933697038805,"[ 0.6957422   2.66919197 -0.50505426 -0.40788987 -0.48513815 -0.13849655
 -0.48236371 -0.46863231 -0.35443933  0.22512383 -0.35542437 -0.50361454
  4.12421245 -0.45539775 -0.07980253 -0.32568902  0.00613688  0.20925966
 -0.5093249  -0.45492449 -0.21929025 -0.13163763 -0.48838938 -0.23911897
 -0.11046644 -0.37687216 -0.44560703 -0.39209336]"
Body temperature decreased,0.36254198769919993,0.3228005942564914,"[-0.08839303 -0.77041905 -0.86171117 -0.39220947 -0.53732028 -1.09143325
 -0.25612662 -0.96733492 -0.65634508  2.71024321  1.43793426  2.06914949
  0.22856016 -0.95446073 -0.7144884  -0.83257689 -0.52822612  1.27484921
  1.22937359  0.70426182 -0.17901857 -0.36381418 -0.85441365  0.33772346
 -1.0901571   0.87752873 -0.50359498  0.77241958]"
Eyelid rash,0.36328809407696566,0.522658379845603,"[-0.62728892 -0.40225577 -0.57678795 -0.4612935   1.81288035 -0.48403998
 -0.33891997 -0.38884933 -0.56557597 -0.69507753 -0.26298992 -0.6839448
  1.09229142 -0.48277727 -0.54579617 -0.36969912  0.05747524 -0.57617869
 -0.42047966 -0.54035766  1.03585638 -0.38186901 -0.2172891   3.34908585
 -0.30384539  2.5054366  -0.50506308 -0.02264704]"
Lacrimal disorder,0.3637953093746208,0.6337616066983187,"[-0.53257121 -0.02069858 -0.47604505 -0.48167784  1.95205465 -0.06108506
 -0.49996144 -0.36767741 -0.55105322 -0.39983375  0.29046647 -0.57402548
 -0.22800247 -0.5571508  -0.42048978 -0.34049326 -0.22663434  0.30651335
 -0.29164477 -0.50204907  0.15708252 -0.57402548 -0.43504015  1.20916146
 -0.33125052  4.31682498 -0.51773997  0.15704622]"
Subdural haematoma,0.3653706764916556,0.45017897612357066,"[-0.6298141   0.38482984 -0.58477875 -0.45366417 -0.52273244 -0.31128195
 -0.61381304 -0.69642616 -0.57323002 -0.13792175 -0.18359429 -0.27997564
 -0.73596856 -0.4822433  -0.01253064  0.02724574  0.30065407  0.96428407
 -0.75864586 -0.80043377  3.89527588  0.02312101 -0.19367611  1.8690827
 -0.20954954 -0.26023186 -0.718561    1.69457963]"
Pregnancy with contraceptive device,0.36692296945400615,0.429582322468582,"[ 0.41938034 -0.81833408 -0.85413889 -0.66599201  1.86119892 -0.62964264
 -0.71187612  0.21767761  0.23683076  0.48320919  1.73277379 -0.31620501
 -0.77752073 -0.73254404  0.88837956 -0.49969651 -0.48595289  0.63927254
 -0.10782612 -0.70412435 -0.85413889 -0.59675386 -0.6134524  -0.49092417
 -0.06378666  0.62294445 -0.68311666  3.50435885]"
Product preparation issue,0.3686869701627885,0.38153297056762725,"[-0.45038829  1.64576667  1.95904944 -0.06679485 -0.60667351 -0.40460799
 -0.70446685 -0.84447316 -0.83943403  0.41702853 -0.90377606  2.18870275
  1.9343709  -0.87516603 -0.88092329 -0.69128905 -0.10332223  0.43569371
 -0.49437342 -0.87597831 -0.74721736 -0.47003546 -0.5684172  -0.52489955
  0.55746868  1.08355468 -0.77586431  1.60646557]"
Enteric neuropathy,0.36977518393015213,0.9716972812761099,"[-0.248546   -0.2259816  -0.32621878 -0.35966078 -0.35469486 -0.35071556
 -0.36497381 -0.32066217  0.76011291 -0.04279939 -0.09558841 -0.23669934
 -0.23250389 -0.36711794  0.04158866  0.08045262 -0.23076999  0.12698848
 -0.31799638 -0.29450651 -0.35826312 -0.06534806 -0.27284232  5.05792795
 -0.14281533 -0.29213866 -0.35977521 -0.20645253]"
Gingival swelling,0.37060674132722177,0.3887636794579045,"[-0.74340026  0.77337965 -0.33251603 -0.56591976  0.26785004 -0.615154
 -0.89219919 -0.83695283 -0.06934254 -0.94786819  0.67749649 -0.83133208
  0.82976942 -0.63192179 -0.65725923 -0.45133032 -0.68919811 -0.3590537
 -0.42186305  2.36735084 -0.36113457  0.17526869 -0.58238003  2.23917878
 -0.92912804  2.1052081  -0.35430213  1.83675385]"
Impulse-control disorder,0.3780481876636793,0.4353618259399689,"[-0.50781718 -0.11557696 -0.43832304 -0.76270389 -0.26596815 -0.43033163
 -0.68080885 -0.64761981 -0.49558066 -0.50308395  2.32266367  1.37058344
  0.65964713 -0.83045012  0.23811616 -0.78405857 -0.34809414  1.80420264
 -0.62670149 -0.74947965  0.08441124 -0.79185179 -0.20824588  0.29175106
 -0.57903663  0.70558343 -0.8180212   3.10679481]"
Haemorrhage urinary tract,0.378258244500488,0.47287530933978833,"[-0.74000146  0.03760844 -0.77994775 -0.58908171  2.50284975 -0.05586734
 -0.68202198 -0.51335208 -0.47989907 -0.62318426 -0.43517738  2.93090523
  2.67605293 -0.67607642  0.43207591 -0.03901034 -0.22840406  0.20220947
 -0.33758108 -0.35280573 -0.61506823 -0.70513806  0.1437226  -0.26090445
 -0.7104285   0.27595678 -0.60522188  0.22779068]"
Autoimmune arthritis,0.37848229627300567,0.4662318133217957,"[ 0.30079087  0.9665561  -0.74551592 -0.6135005   1.4321734  -0.62923452
 -0.46868637 -0.43581896 -0.63257756 -0.41816648  1.41790091  4.04179278
 -0.24272052 -0.75207573 -0.57045099  0.2934276  -0.74167779 -0.28429255
  0.78988597 -0.17654009  0.18232379 -0.42228454 -0.76656867 -0.2289238
 -0.60919499 -0.3069687  -0.71606306  0.33641033]"
Lipoprotein (a) increased,0.3790119029396387,0.6258784012966354,"[-0.17032742 -0.12917375 -0.55634303 -0.50273997  0.10104097 -0.49620677
 -0.12387105 -0.43767844 -0.59039971 -0.31137793 -0.51437448 -0.59603897
  0.07379869  0.66106341 -0.29150082 -0.36827133 -0.60556795 -0.14105566
 -0.10427816 -0.60556795  0.11236563  0.04951494 -0.3696916   4.2831235
  0.25584612 -0.37073555 -0.57625097  2.32469826]"
Orgasm abnormal,0.37965598935388384,0.5077185347244595,"[-0.74776862  0.37881986 -0.59212343 -0.38136509  2.26101871 -0.4475746
 -0.28338565 -0.66199117 -0.39237279 -0.61530532  1.16388699 -0.07167095
  1.49485714 -0.65104237 -0.47394071  0.53619041 -0.60925158 -0.23550405
 -0.54324775 -0.73530887  3.6284561   0.18456514 -0.53992391 -0.30841095
  0.26815798 -0.28866851 -0.73684141 -0.6002546 ]"
Hypertensive urgency,0.38186414965927223,0.5444044987913219,"[-0.32073325  0.05095652  0.37538197 -0.4708499   0.03784489 -0.65094307
 -0.53976325 -0.59930356 -0.35932387 -0.45545226  2.43106645  3.670504
 -0.52918509 -0.66938406 -0.52134782 -0.27326903 -0.35964932 -0.54849615
 -0.62405621 -0.14594683  0.72870835 -0.32724884 -0.7014346  -0.53580767
  0.45480111  1.65721277 -0.66220822 -0.11207309]"
Carnitine deficiency,0.38301547459380947,0.6047864753927022,"[-0.62669631 -0.51666647 -0.41238475 -0.25059059  0.09066945 -0.56888888
 -0.12912976  0.00881461  0.28707873  3.45748087 -0.29871485 -0.62001311
  0.69272392 -0.30321871 -0.09210443 -0.47207568 -0.08854024  3.39373034
 -0.41052657 -0.37750569 -0.63313831 -0.60386885 -0.21062635  0.18712389
 -0.01884293 -0.58767696 -0.35661938 -0.53979299]"
Metabolic surgery,0.3834955702093041,0.4919550503181962,"[-0.50865948 -0.42574107 -0.61559447 -0.33084149  3.3639697   0.07112417
 -0.59913412 -0.40444102 -0.53913805 -0.59156503  0.58677153  0.22644491
  0.1516221  -0.56419441 -0.61692625 -0.75681913 -0.64617938  0.02726186
 -0.51576398  3.06578299  0.2405839  -0.47464205 -0.49438074  1.12636586
 -0.2588341   0.57771756 -0.4546707  -0.64011911]"
Dyspnoea at rest,0.38390253903571814,0.39837157293678105,"[-0.62021926 -0.05640802 -0.75971897 -0.37070627  0.03904157  0.53753479
 -0.62967978 -0.60878427 -0.28980679  0.54578727  2.87481247 -0.2551528
 -0.06393696 -0.95798535 -0.57348687 -0.8263312   1.30088538  0.47083574
 -0.54592602  0.07694727 -0.93914174 -0.55690631  0.1714178   1.86145682
 -0.88221163  2.53144861 -0.6422591  -0.83150636]"
Blood testosterone abnormal,0.38406866311910204,0.4728960410692133,"[-7.74453080e-01  2.76347420e+00 -6.33406248e-01 -7.22830751e-01
  1.31512009e+00 -2.87253109e-01 -6.59139294e-01 -6.93931748e-01
 -7.21935996e-01  3.44692148e-02 -3.31335528e-01  3.12842093e+00
  2.56108595e-01  9.47119695e-01  3.84466800e-01  1.25311717e-03
 -5.57088378e-01 -5.46586367e-01 -7.78203783e-01  5.22567091e-01
 -5.01683244e-01 -3.98536852e-01 -7.07163785e-01 -4.58315741e-01
 -3.44581656e-01  1.02385176e+00 -5.51761491e-01 -7.08644440e-01]"
Diplopia,0.38527380996317223,0.36620003740375623,"[-0.56367139  1.32094357 -0.89499007 -1.04466014  0.30226302  0.97851396
 -0.78096785 -1.02087769  2.33793483 -1.00627404  0.08550158  0.75028077
 -0.61853628 -1.02588924  1.50500933 -0.7892947   0.02578552 -0.22624113
 -0.25131151  2.43082069 -0.8000986  -0.46298284 -0.47822512 -0.54913372
  0.77735974 -0.00939937 -0.98567919  0.99381988]"
Carbohydrate antigen 125 increased,0.38607312881273603,0.42282856198424623,"[-0.78888115  0.50979475 -0.51866973 -0.24301804 -0.59790755 -0.53579173
 -0.78826526 -0.32735563 -0.86302569 -0.64634861  0.72364238  2.35940044
  1.01666494 -0.79414751 -0.56944825 -0.65269625 -0.57388129 -0.05570893
 -0.6687538   1.76410839  1.97472521 -0.86811743 -0.87305655  1.64982047
 -0.38802773 -0.36970292 -0.62096021  1.74560767]"
Food aversion,0.3861928441049276,0.5308015330656466,"[-0.62001078  0.1276288  -0.39609112 -0.38736352  3.71856371 -0.56794236
 -0.63132169 -0.72179531  0.29301406 -0.50948606  1.11208054 -0.40280968
  0.854184   -0.70234334 -0.61482469 -0.24589908 -0.67067722  0.74690793
 -0.46718874 -0.58695961  1.77011193 -0.51195245 -0.6365901  -0.72014736
 -0.67207204  0.41438002 -0.42766462  1.45626879]"
Oesophagitis ulcerative,0.3869820996509172,0.7507490120455563,"[ 0.03387499 -0.38094558 -0.16465784 -0.38150244 -0.40839871 -0.38190223
 -0.10395042 -0.28197502 -0.42604336  0.6457198  -0.31986112  0.01770955
  2.30578918 -0.2412177  -0.32345086 -0.36948913 -0.14941217 -0.35324324
 -0.34212129 -0.35034435 -0.33436726 -0.07909761 -0.40140115  4.42588677
 -0.24854159 -0.50136325 -0.41912287 -0.46657111]"
Bowen's disease,0.3870202688670332,0.33139288318333876,"[-0.84078389  2.2219003  -0.21633419 -1.01559766 -0.94415776 -1.05213628
 -1.01015046 -0.69699055  0.14485424 -0.2868316  -1.02217814  2.72263282
 -0.30720576 -0.78421237 -0.43229092  0.41849823  1.1134855  -0.1407636
 -0.75729726  1.06440126  0.21078183 -0.78747788 -0.25983941  0.54974844
  0.15300545  0.70770262 -0.56774772  1.81498476]"
