pt,unique_drugs,std_column,mean_column
Chronic kidney disease,16,0.051983643937772064,0.0448000866050808
Back pain,16,0.06086454168007058,0.04647692307692303
COVID-19,16,0.05497169135326564,0.04337546816479395
Atrial fibrillation,16,0.05422068595512309,0.045675182481751786
Disorientation,16,0.05680897706924406,0.04543602281988584
Abnormal dreams,16,0.056731676709005044,0.043188124306326264
Anaemia,16,0.05391720801417741,0.04865264983849738
Adverse event,16,0.056054323088158546,0.04535650850038057
Cardiac arrest,16,0.03998649113794407,0.03842797300442165
Product use in unapproved indication,16,0.05838595952799925,0.04749702911467615
Loss of consciousness,15,0.054141490047455616,0.049462365591397814
Circulatory collapse,15,0.08014386756382358,0.05343320848938823
Neutropenia,15,0.05532567458834296,0.052793834296724414
Disease progression,15,0.058933876051567954,0.05169916434540387
Drug withdrawal syndrome,15,0.13607953833233943,0.05416122004357295
Cardiac disorder,15,0.054881752905491916,0.048697621744054315
Tachycardia,15,0.05215606900551794,0.048196248196248154
Pain in extremity,15,0.057999379856934645,0.05106874638937028
Delirium,15,0.05080127250139966,0.05064196326994959
Urinary tract infection,15,0.059402016094876886,0.04975167981302948
Weight increased,15,0.04825816502906795,0.043023563674874206
Dementia,15,0.06230867084744289,0.051964512040557624
Chills,15,0.05766964225905723,0.04777777777777773
Overdose,15,0.04886836386477522,0.04167433302667888
Seizure,15,0.04795858359331963,0.040805185943364
Bradycardia,15,0.044377183632105036,0.044678229551701205
Malaise,15,0.052660817213618275,0.045185185185185134
Asthma,15,0.044734946929363834,0.04286995515695063
Hepatic enzyme increased,15,0.048565786288698676,0.046021505376344043
Apathy,15,0.05875294144738117,0.04171855541718552
Hypotension,15,0.07494885839130536,0.054455899198167186
Blister,15,0.05739833077927708,0.049811035525321186
No adverse event,15,0.0533259918890023,0.044961240310077484
Affective disorder,15,0.05428638546645139,0.04975715056664864
Affect lability,15,0.2116718379299675,0.061594202898550665
Neuroleptic malignant syndrome,15,0.05538924909420424,0.05251141552511412
Cough,15,0.05517566378149166,0.048186302054067515
Deep vein thrombosis,15,0.06392965696789109,0.05135580524344563
Somnolence,15,0.05681865480836142,0.048973607038123125
Drug dependence,15,0.04629887865996109,0.04155575273587692
Bronchitis,15,0.057194138596264155,0.04656172328086159
Hospitalisation,15,0.05357603684852267,0.04776702824196224
Bipolar disorder,15,0.04641980103821358,0.04009433962264145
Cerebral haemorrhage,15,0.05674436094370204,0.05282549166044307
Anger,15,0.06355528251426147,0.044865718799368036
Altered state of consciousness,15,0.04479795703523492,0.04827171626089565
Diverticulitis,15,0.05621939210858936,0.04936594202898547
Psoriasis,15,0.05000845166664569,0.043166666666666666
Suicidal ideation,15,0.05493396642800533,0.0416299096828397
Erythema,15,0.05311718885600625,0.0478419654714475
Hot flush,14,0.05418987380443436,0.04608294930875569
Migraine,14,0.05739754203869814,0.050545230093957845
Pruritus,14,0.054392854612764205,0.050018821757952144
Oedema,14,0.062003897680331314,0.055151283033320495
Arthropathy,14,0.057260225613108194,0.04922506738544468
Arthritis,14,0.06054479193485456,0.047278819859030104
Multiple sclerosis relapse,14,0.057468375152090634,0.050653244806168285
Disturbance in attention,14,0.04950724826274626,0.046678635547576244
Cerebrovascular accident,14,0.05392006257192203,0.052254470592984256
Incorrect dose administered,14,0.055356916314179085,0.04921031498170781
Burning sensation,14,0.056210334704395966,0.051908229754147675
Myalgia,14,0.0562456246423238,0.05244496971487662
Ataxia,14,0.03892108229852612,0.04620462046204619
Muscular weakness,14,0.05988393591618819,0.054945054945054875
Pyrexia,14,0.052396959335714303,0.05330018083182636
Intentional product use issue,14,0.04611718505076968,0.04210275927687911
Adverse drug reaction,14,0.05136547408429342,0.05035051155740807
Epistaxis,14,0.05984507724719414,0.051878459545400955
Suicide attempt,14,0.05739974587443785,0.04849588560636714
Acute respiratory failure,14,0.04833794349844629,0.055412672433948984
Chest discomfort,14,0.05877080013081578,0.050339592489013145
Aspiration,14,0.04814910162123597,0.05573172665292527
Bundle branch block right,14,0.04547025189780193,0.051235684147076514
Renal failure,14,0.05382132556974231,0.053357753357753314
Depressed mood,14,0.06539571362044513,0.04709101382488475
Pain,14,0.07028482612346326,0.05414503079338239
Surgery,14,0.055046063275276606,0.04593587606628097
Weight decreased,14,0.052425624687429874,0.049458196639824994
Back disorder,14,0.058827089283811064,0.04922139471902499
Activities of daily living impaired,14,0.0603645944056123,0.047296703296703255
Cardio-respiratory arrest,14,0.039827023600750286,0.0433206705468232
Dysphagia,14,0.05514358376942458,0.05297146347848848
Acne,14,0.0558245654313844,0.04898790661579249
Abdominal pain lower,14,0.050492951026488486,0.04729483282674768
Therapeutic product effect incomplete,14,0.048649002056925066,0.04682074003113396
Drug reaction with eosinophilia and systemic symptoms,14,0.05066259486208916,0.05206839492553772
Blood cholesterol increased,14,0.055214679505069496,0.047205642973412884
Gait disturbance,14,0.057479055781125894,0.05198271479410265
Hyponatraemia,14,0.061536248732803195,0.05772686433063788
Blood glucose decreased,14,0.05503742297010662,0.04674199040396217
Feeling abnormal,14,0.059545275572607304,0.045460388879961386
Abortion spontaneous,14,0.0594324906018251,0.0424720062762998
Chronic obstructive pulmonary disease,14,0.05459381111338697,0.051415448068991336
Liver disorder,14,0.0722297942381058,0.05777522276516234
Angina pectoris,14,0.044405739852859144,0.05325814536340847
Sleep disorder,14,0.045039492223211096,0.04999999999999993
Hypoaesthesia,14,0.05465717003916679,0.050904104893307024
Blood creatine phosphokinase increased,14,0.06431917803196234,0.053927553927553884
Accidental exposure to product,14,0.05007422666554577,0.05026455026455023
Drug effect incomplete,14,0.058437881884286544,0.0490700435298773
Blood creatinine increased,14,0.05351062276195405,0.055351545006717386
Withdrawal syndrome,14,0.04370940153387935,0.045074722802506795
Accident,14,0.05363849994604449,0.04942999643747769
Nephrolithiasis,14,0.07283843898948794,0.051194901752522524
Abasia,14,0.05326371599304356,0.05071902178592952
Poisoning,13,0.05484221370891041,0.05885225885225882
Device issue,13,0.06184847242784922,0.05581761006289302
Vertigo,13,0.06175258970416111,0.055467260012714514
Inappropriate schedule of product administration,13,0.052237956830815405,0.053384523972759265
Hypoglycaemia,13,0.05419263698673856,0.05818039828192107
Hepatic steatosis,13,0.05465970219818085,0.052954292084726844
Memory impairment,13,0.05724365165214049,0.053893770832431444
Urticaria,13,0.04745640125924199,0.04915944982170143
Fear,13,0.049017292597444036,0.04983277591973241
Jaundice,13,0.07123426409551363,0.06418422341989216
Inappropriate antidiuretic hormone secretion,13,0.0728419639951698,0.06518737672583821
Body height decreased,13,0.06019606382232113,0.052740308664479214
Joint injury,13,0.05174145211228475,0.047634373994206586
Cerebral infarction,13,0.05857336466081659,0.06201550387596895
Nasopharyngitis,13,0.05384862056174599,0.05001281441072013
Drug eruption,13,0.06022838217443593,0.06202356202356199
Flushing,13,0.05550432874908364,0.051772453411797634
COVID-19 pneumonia,13,0.06425617542874398,0.06023222060957905
Discomfort,13,0.06384906670521943,0.05850815850815848
Immune system disorder,13,0.0525266129237031,0.05148883374689823
Therapy non-responder,13,0.04228528611687313,0.05217454229683763
Drug-induced liver injury,13,0.05922003948354465,0.05415144387167804
Hepatitis,13,0.05826584382122065,0.06302729528535977
Cardiac failure congestive,13,0.054405603501448976,0.05430179576521035
Alcoholism,13,0.057681895536960195,0.05370879120879114
Dyskinesia,13,0.05993767800804874,0.05610705383303446
Adrenal insufficiency,13,0.07920897839650658,0.05920205920205916
Colitis,13,0.054323648823063383,0.05566031601534556
Ageusia,13,0.05326448184463212,0.053239381483656256
Drug resistance,13,0.043945066861388965,0.05055567661799953
Akinesia,13,0.06729853634915944,0.059748427672955955
Drug tolerance,13,0.04126736807082212,0.048126232741617314
Pulmonary embolism,13,0.05514269953572593,0.059039686428221404
Lower respiratory tract infection,13,0.05930362933700864,0.05545029682960714
Ankle fracture,13,0.05376458577004941,0.05038048959383878
Maternal exposure during pregnancy,13,0.06123546401125314,0.04832881662149951
Syncope,13,0.05087525306080529,0.05886670581327065
Breast cancer,13,0.05004700353673962,0.05007470457735315
Anhedonia,13,0.05382935026308835,0.055207949944792015
Therapeutic response decreased,13,0.04846520901930694,0.052524567943070095
Drug level increased,13,0.05907268558645991,0.050032594524119914
Treatment failure,13,0.04282199013480787,0.050691754288876546
Hepatic failure,13,0.05228572159137661,0.05750560119492154
Blood alkaline phosphatase increased,13,0.06536509611752235,0.06616300366300362
Blood pressure fluctuation,13,0.06272380374591915,0.05706110082477693
Arterial occlusive disease,13,0.05982299526737726,0.05701990317374927
Generalised tonic-clonic seizure,13,0.038197168102948195,0.043613933236574684
Tremor,13,0.050912065543751765,0.04729853479853474
Tardive dyskinesia,13,0.054348734803075144,0.05037440435670521
Intentional self-injury,13,0.07133166772051652,0.051866700075169095
Myocardial infarction,13,0.059934938186351795,0.056348221670802265
Gastrooesophageal reflux disease,13,0.05942928067688382,0.05280665280665276
Drug intolerance,13,0.06292110676740534,0.05180603492464883
Dysarthria,13,0.057083120275028564,0.05777449046679812
"Hallucination, auditory",13,0.06362345352280675,0.052262443438913994
Herpes zoster,13,0.06076817253870287,0.056532133314583004
Long QT syndrome,13,0.05037888034766568,0.057218643425539936
Intestinal obstruction,13,0.05233843513500868,0.05931702705896251
Vitamin B12 decreased,13,0.05424170785308324,0.06366047745358085
Dystonia,13,0.05574175183296656,0.05619818777713512
Appendicitis,13,0.053723068060912,0.05248868778280539
Gastrointestinal haemorrhage,13,0.05998399179877935,0.06057463551515886
Palpitations,13,0.05452436177828998,0.055100927441352934
Anaphylactic shock,13,0.04919481690493427,0.05004633920296565
Cellulitis,13,0.05711331625168493,0.05705236669703669
Product use issue,13,0.049981435898322664,0.05051075117105927
Acute myocardial infarction,13,0.060693978820282816,0.057325247366741085
Oedema peripheral,13,0.06349801834608801,0.06268449383573534
Peripheral swelling,13,0.055655043027528266,0.056437806245941274
Anaphylactic reaction,13,0.06181677684016382,0.05636087891933829
Underdose,13,0.09551060486158404,0.06326923076923077
Basal cell carcinoma,13,0.04912424972004407,0.050329315272772415
Lymphadenopathy,13,0.04805382882987601,0.05199148677409542
Vision blurred,13,0.05383057470345596,0.05263633080534485
Drug effect decreased,13,0.06362452316089859,0.05186522941475248
Hyperhidrosis,13,0.0586298632446951,0.05020948550360311
Drug dose omission,13,0.05886765015551555,0.05254695137638277
Influenza,13,0.056982208264055305,0.054105050682346716
Thrombosis,13,0.05699845527178221,0.05780885780885777
Product dose omission issue,13,0.05986694787713183,0.05504644609122218
Sleep apnoea syndrome,13,0.04653927467708635,0.04399712437095609
Sepsis,13,0.058340843566120536,0.06061640911807388
Rash,13,0.052631766505524855,0.052149416141588315
Cataract,13,0.057035896719359234,0.056373560845832706
Vomiting,13,0.05584894191741452,0.05404339250493092
Type 2 diabetes mellitus,13,0.049240733931958304,0.05114116652578186
Mental disorder,13,0.054945590620957906,0.05060096153846154
Caesarean section,13,0.07072259845402822,0.05944968869250849
Blood pressure decreased,13,0.06293177330806192,0.05949943592529139
Major depression,13,0.047227366509110136,0.04837740384615385
Amnesia,13,0.05870358815782685,0.05505741702060717
Gastrointestinal disorder,13,0.05837593999168264,0.055550935550935494
Irritability,13,0.05880187087745053,0.04479713298348902
Hypersensitivity,13,0.058577812653246464,0.05124077467928075
Acidosis,13,0.05622931956753144,0.047791649885890686
Disease recurrence,13,0.053663918362943375,0.047239297779254535
Hallucination,13,0.06184470336086022,0.05719109422813124
Back injury,13,0.049113341653346354,0.04665242165242161
Prescribed overdose,13,0.05136727986941545,0.043937850229240905
Accidental overdose,13,0.04939934915583272,0.053623506538304715
Amenorrhoea,12,0.08231854659808541,0.059426229508196676
Disability,12,0.05463346285424092,0.054112554112554064
Myoclonus,12,0.07138727988203664,0.062152777777777744
Arteriosclerosis coronary artery,12,0.10884424793533544,0.07179487179487175
"Hallucination, visual",12,0.05760776285681131,0.06211936662606573
Drug administration error,12,0.058991160095292726,0.06306689342403622
Heart rate increased,12,0.049605066860468935,0.05472388556220886
Visual impairment,12,0.06414327413903247,0.05980725623582762
Rhabdomyolysis,12,0.07573898558451879,0.06149732620320855
Injection site haemorrhage,12,0.05880275070608955,0.05598159509202447
Restlessness,12,0.05325201014774068,0.061690938511326815
Eating disorder,12,0.06302408753782819,0.05565693430656931
Haematochezia,12,0.06100491674186623,0.0642530984996738
Hepatic function abnormal,12,0.09660408236547774,0.0716510903426791
Aphthous ulcer,12,0.053175514703836205,0.04937629937629932
Tinnitus,12,0.045063379246822854,0.043407613741875524
Dry eye,12,0.06035876805932858,0.060705741626794235
Dyspepsia,12,0.05526015292121725,0.056244098205854555
Diabetic ketoacidosis,12,0.060184453759081796,0.061063218390804565
Cholecystitis,12,0.06417273013068947,0.06453900709219852
Restless legs syndrome,12,0.08116790499987388,0.06317204301075266
Emotional distress,12,0.06759192059056451,0.06040851803563663
Liver function test abnormal,12,0.07010067051135613,0.06001529051987762
Anxiety disorder,12,0.07317580220909232,0.06498599439775905
Nightmare,12,0.06701698188267818,0.060751216545012116
Glaucoma,12,0.07517274590666924,0.059558117195004756
Hepatic cirrhosis,12,0.038307312791839326,0.05183276059564714
Angioedema,12,0.048812871547407294,0.05948883666274966
Dissociation,12,0.06114237064499029,0.05819798917246707
Haemoglobin decreased,12,0.05193765276324361,0.062082139446036244
Nervousness,12,0.05549593533518838,0.05456349206349201
Encephalopathy,12,0.04807076625217569,0.06097816960537358
Dysgeusia,12,0.05860100159698417,0.05548264800233299
Nervous system disorder,12,0.05657915306196342,0.06143552311435522
Lip swelling,12,0.06084782906684573,0.05814739688979037
Dysuria,12,0.04552244698751592,0.05030303030303026
Sopor,12,0.0805902968930063,0.06833114323258867
Inflammation,12,0.05434547503331821,0.0572057205720572
Ejection fraction decreased,12,0.06490924125833877,0.05579710144927532
Infusion site extravasation,12,0.05797113945280306,0.0640681003584229
Clonus,12,0.04597786109842361,0.047685185185185136
Haemorrhage,12,0.05772081353431037,0.06239261168384874
Breast cancer metastatic,12,0.03494488471410894,0.04692982456140347
Pneumonia aspiration,12,0.07424084189797216,0.07065527065527061
Neuropathy peripheral,12,0.07628828263208602,0.06540988289060261
Brain injury,12,0.04715155214961498,0.06362889983579635
Body temperature increased,12,0.05857061985717921,0.0583959899749373
Respiratory disorder,12,0.05731163722968206,0.06116584564860422
Haematoma,12,0.05616857524970534,0.06493506493506487
Plasma cell myeloma,12,0.06430202214965698,0.06761006289308173
Infection,12,0.05597817371256647,0.06212777476989709
Blood bilirubin increased,12,0.09435722440723995,0.07278699861687406
Leukopenia,12,0.056640795929564024,0.06332423829013183
Diabetes mellitus inadequate control,12,0.06445728265991715,0.06841339155749632
Psoriatic arthropathy,12,0.06715903650778729,0.05973084886128361
Thrombocytopenia,12,0.047134266532734344,0.06316934404283796
Paraesthesia,12,0.057553723119942786,0.0613643133750372
Unevaluable event,12,0.055840103032438165,0.0552407932011331
Panic attack,12,0.06238895630295755,0.05555555555555549
Benign prostatic hyperplasia,12,0.06736799662819853,0.057083333333333326
Pancytopenia,12,0.06000032323145258,0.07026666666666666
Iron deficiency,12,0.050376853270451466,0.060283687943262367
Deafness,12,0.04453920722383653,0.055403764420157826
Product dose omission,12,0.0570032312371485,0.05832640620670541
Bedridden,12,0.048526278150743084,0.05389647326507391
Intervertebral disc protrusion,12,0.059219635099993076,0.05464135021097042
Middle insomnia,12,0.04194528073397654,0.04689018464528664
Serotonin syndrome,12,0.056121255457246146,0.057936507936507876
Pre-existing condition improved,12,0.05157882255670096,0.04976141785957733
Psychotic disorder,12,0.05661621487901558,0.061814859926918354
Extrapyramidal disorder,12,0.05137801936317368,0.05809233891425672
Gastroenteritis,12,0.053383918620644524,0.06328616352201252
Lung neoplasm malignant,12,0.0599946530638214,0.06281725888324868
Acute respiratory distress syndrome,12,0.04962817995317577,0.05359725234996382
Bacterial infection,12,0.05463588166027925,0.05908469945355185
Blood potassium decreased,12,0.06144142505470159,0.06195414847161568
Immune thrombocytopenia,12,0.09064435440571994,0.06483516483516477
Crying,12,0.08916905252310778,0.054693715194908454
Parkinsonism,12,0.06425554659600813,0.057299451918285955
Malignant neoplasm progression,12,0.06062521863917822,0.06846635367762123
Contraindicated product administered,12,0.0440879198373582,0.04251395534290268
Therapy interrupted,12,0.05077006163601889,0.05012531328320797
Rash pruritic,12,0.053518826184405864,0.05750750750750749
Therapy partial responder,12,0.05482595357072451,0.062499999999999965
Hysterectomy,12,0.053655367558237695,0.053615196078431314
Cardiogenic shock,12,0.036537074077513526,0.0451205173427395
Conjunctivitis,12,0.039041868142663465,0.05818181818181814
Hypoventilation,12,0.05567219383460158,0.06101190476190471
Thinking abnormal,12,0.06463365689595683,0.05926916221033868
Cardiomegaly,12,0.04427264505243134,0.0538573508005822
Product availability issue,12,0.04457506585689064,0.05731225296442682
Thirst,12,0.06473442248561004,0.062
Hypothyroidism,12,0.05835805630408383,0.057558760683760646
Cardiomyopathy,12,0.041990214520737305,0.04810049019607837
Food allergy,12,0.060358867605570035,0.04802798982188289
Hypokalaemia,12,0.06290574373216741,0.06506238859180032
Foot fracture,12,0.061569874404911615,0.05530642750373688
Craniocerebral injury,12,0.0413676877847815,0.053225806451612866
Wrong technique in product usage process,12,0.05420549653321418,0.05375989445910285
Illness,12,0.052164713202637,0.05856783344772359
Febrile neutropenia,12,0.064490065520671,0.07079579579579576
Bacteraemia,12,0.05390846923853856,0.07023060796645698
Pancreatitis acute,12,0.06572928783904243,0.06308777429467081
Osteoporosis,12,0.05565976617901962,0.054263565891472805
Atrioventricular block first degree,12,0.05076761916187089,0.05962854349951119
Attention deficit hyperactivity disorder,12,0.04900045375659453,0.04647435897435894
Agranulocytosis,12,0.06364761333084702,0.07094482986455232
General physical health deterioration,12,0.06702057505140159,0.06549542272482495
Alcohol abuse,12,0.052993504564894225,0.05175264550264546
Blood thyroid stimulating hormone increased,12,0.0645149867279294,0.06271043771043767
Eosinophilia,12,0.05994780007020792,0.0642784552845528
Cerebral disorder,12,0.04569085598878242,0.049444444444444395
Muscle spasms,12,0.05854693642874653,0.06316896024464827
Atypical pneumonia,12,0.04810157159075818,0.050788954635108456
Blood prolactin increased,12,0.09217373463400963,0.061594202898550714
Asphyxia,12,0.05564173303246875,0.05974124809741247
Epilepsy,12,0.05358898895466288,0.05846654825340434
Depressive symptom,12,0.05876220503130375,0.05389007851534614
C-reactive protein increased,12,0.05674468024805621,0.06330749354005162
Incorrect route of product administration,12,0.0826296043506897,0.06458333333333331
Urosepsis,12,0.05804935165788076,0.06650641025641023
Sinusitis,12,0.054927641138427366,0.055526083112289966
Atrioventricular block,12,0.0523014540956699,0.07037037037037032
Arthropod bite,12,0.05863047271600922,0.06036168132942321
Inappropriate schedule of drug administration,12,0.05735699021008043,0.05538740920096848
Tubulointerstitial nephritis,11,0.049059220010906,0.07049100631988331
Bladder disorder,11,0.06099540609011478,0.06267755681818182
Bladder discomfort,11,0.05501306979133612,0.07305194805194799
Blood count abnormal,11,0.06381115031545605,0.06709623196526121
Haemorrhagic stroke,11,0.05848669272850025,0.06895368782161229
Spinal operation,11,0.06764165686336278,0.0593976575571667
Congestive cardiomyopathy,11,0.0286327203700304,0.04944178628389153
Immobile,11,0.03700084493747837,0.06336088154269971
Hepatotoxicity,11,0.05963658902620301,0.0678009141696292
Bradyphrenia,11,0.059829661684266795,0.0654150197628458
Neuralgia,11,0.05860208875645368,0.062406240624062394
Hyperthermia,11,0.053915570889054194,0.0712412587412587
Stomatitis,11,0.05813410627993734,0.06702849389416549
Prescription drug used without a prescription,11,0.05924904779231326,0.07148407148407143
Mental impairment,11,0.061527222243959,0.06373700100637365
Mental status changes,11,0.05029522240315895,0.06053105310531048
Rash macular,11,0.04839128176347226,0.0668343514193316
Drug effective for unapproved indication,11,0.0515322109688733,0.06034482758620685
Status epilepticus,11,0.06460440672322208,0.06322484100261874
Swollen tongue,11,0.10959467543152338,0.06879218727559956
Colitis ischaemic,11,0.06667409181194407,0.06467661691542284
Anorgasmia,11,0.0911356359878069,0.061087607058095086
Chronic lymphocytic leukaemia,11,0.05182679123785751,0.06654170571696337
Blood calcium increased,11,0.05651748698996678,0.06358381502890169
Ileus,11,0.062442363800612015,0.07050092764378474
Myocarditis,11,0.04354817594016908,0.052037617554858875
Pneumonitis,11,0.05814841071738612,0.07433450527373175
Ascites,11,0.05628935885042973,0.06935736677115982
Brain oedema,11,0.04735087348494401,0.07402266944251673
Hypoxia,11,0.0542145113705457,0.0683962264150943
Spinal compression fracture,11,0.05562496411323043,0.06853146853146846
Device malfunction,11,0.07942990127830267,0.07005466693662679
Mydriasis,11,0.05609835838678774,0.06026936026936023
Anticholinergic syndrome,11,0.0813656226677243,0.07485837604531963
Musculoskeletal stiffness,11,0.052703566715061975,0.06749688667496884
Blindness unilateral,11,0.0590911789544562,0.06378824039921888
Poisoning deliberate,11,0.05308989481830023,0.056960227272727273
Blindness,11,0.06052842108155707,0.06738846369236508
Nasal congestion,11,0.057862259421528554,0.0635559131134352
Pollakiuria,11,0.05615001566964886,0.0642551166111375
Product administration interrupted,11,0.058804081911298364,0.06510651065106508
Blepharospasm,11,0.074570777906701,0.06832657788071796
Ileus paralytic,11,0.06331649607839446,0.0727272727272727
Product adhesion issue,11,0.06108270535603563,0.06174039863879435
Purpura,11,0.04637807971084724,0.05906195715112908
Hypomania,11,0.07896184993508364,0.06833232992173384
Medication error,11,0.06241605723862764,0.07134363852556475
Stress,11,0.051307257639326906,0.05498808307797067
Blood glucose abnormal,11,0.048200450548544924,0.06473829201101923
Ulcer haemorrhage,11,0.03325811699077035,0.056473829201101895
Urinary retention,11,0.07610521911758428,0.06979107848673063
Transient ischaemic attack,11,0.05934006415707207,0.06960614317562543
Toothache,11,0.08110294840348346,0.06507177033492817
Diplopia,11,0.0572510741938717,0.06056477582363136
Lyme disease,11,0.055663847001503605,0.06124401913875593
Lung disorder,11,0.048546680311168613,0.06809054399415841
Dermatitis,11,0.0582331168346687,0.06376875551632831
Transaminases increased,11,0.08153890137124796,0.07080858839652805
Urinary incontinence,11,0.06723243051719957,0.06497249148545972
Sudden death,11,0.05995555993711504,0.06965428937259921
Apnoea,11,0.05447115120687655,0.06238560097620494
Bone disorder,11,0.06042872749767489,0.06439393939393935
Suspected suicide,11,0.036296821755203115,0.049052617680068626
Polyneuropathy,11,0.09679373362130288,0.06437041219649914
Compulsive sexual behaviour,11,0.04770990010366022,0.0555555555555555
Product dispensing error,11,0.06700619873422829,0.06304985337243398
Multiple sclerosis,11,0.06439415082260784,0.06476373230990641
Application site burn,11,0.059130897759328414,0.06353861192570867
Clostridium difficile colitis,11,0.059986698707294485,0.07044377423524338
Clostridium difficile infection,11,0.05670683422969691,0.0670542247168487
Delusion,11,0.06697630602350409,0.0636461704422869
Potentiating drug interaction,11,0.03530525670924151,0.04879679144385021
Vascular device infection,11,0.06544478935900999,0.07732497387669798
Toxic epidermal necrolysis,11,0.21604497518551477,0.0878747420803495
Product prescribing issue,11,0.06101001739241042,0.06666666666666664
Spinal osteoarthritis,11,0.05813324134988621,0.06734006734006731
Blood pressure abnormal,11,0.04154946866619881,0.05742247376488618
Supraventricular tachycardia,11,0.04687431997055683,0.05285412262156442
Renal disorder,11,0.05188463826177055,0.06616624965248816
Decubitus ulcer,11,0.05361814433165637,0.07551319648093839
Decreased immune responsiveness,11,0.06040820042698899,0.0650298606502986
Dermatitis allergic,11,0.05915971475420167,0.06449974606399185
Neoplasm malignant,11,0.05345667086374946,0.06774642981539529
Hip arthroplasty,11,0.06481913615945459,0.06628787878787873
Blood glucose fluctuation,11,0.05282702752043792,0.05381574946792333
Hypernatraemia,11,0.053749764352507445,0.07298335467349547
Cystitis,11,0.06501704715452478,0.06660583941605834
Macular degeneration,11,0.06226145382929311,0.06139933365064252
Lymphopenia,11,0.0553622745500925,0.0704340704340704
Blood sodium decreased,11,0.057257324431555456,0.06530089628681171
Drug dose titration not performed,11,0.08288332799082847,0.06388206388206386
Cytokine release syndrome,11,0.06082116708746251,0.07797979797979794
Hyperglycaemia,11,0.060309991559999526,0.06967213114754095
Subarachnoid haemorrhage,11,0.05345512362782099,0.054545454545454494
Autism spectrum disorder,11,0.040296893320894964,0.04402290622763059
Premature delivery,11,0.09164040395133381,0.06981818181818182
Autoimmune disorder,11,0.08250758040686228,0.06811706811706807
Upper limb fracture,11,0.04479144555489982,0.05855161787365171
Autoimmune hepatitis,11,0.05902872511881224,0.05735930735930732
Liver injury,11,0.05223100221428341,0.07223290304861298
Product quality issue,11,0.05942497205425285,0.06087662337662334
Impaired gastric emptying,11,0.051234761159940585,0.0635624538063562
Coeliac disease,11,0.06822838203102558,0.065028665028665
