pt,mean_mae_rf,std_mae_rf,z_mae_rf
Hepatitis C,0.0338885073260073,0.02199731299212265,"[-1.67301070e-01 -3.38504964e-01  7.17859489e-01 -3.74931324e-01
 -7.61050744e-01 -2.51081699e-01 -3.38504964e-01  1.42322994e-01
 -5.35207310e-01  1.04205410e+00  2.18584181e+00  2.53553487e+00
 -9.86894179e-01 -1.33658724e+00 -1.37301360e+00 -5.13351494e-01
  6.99646308e-01  1.40996034e+00  3.71809065e-01 -3.89501868e-01
 -1.26373452e+00 -5.06066222e-01 -6.84555388e-01  2.60188289e-04
  7.67555452e-02  6.55934676e-01 -1.31473142e+00  1.29703862e+00]"
Drug tolerance,0.033939255189255176,0.029451851157089405,"[-0.08151588 -0.72286399 -0.71996196 -0.63290113  2.67541035  0.06213448
 -0.65901938 -0.29046187 -0.11924224  0.95015494  1.11992355  0.011349
 -0.75188426 -0.47474063  0.15935241 -0.1569686  -0.36156155 -0.96373228
 -0.76204136  0.02295711  0.18547066  1.43044051 -0.50521192 -0.75478629
  0.50759572 -1.00145864 -1.12914785  2.96271109]"
Anosognosia,0.03398268398268397,0.02703511076836201,"[-0.34627089  0.25620043 -0.03802975  0.77460598 -0.12209552 -0.61247915
 -0.43033665 -0.75258875  0.38229907 -0.30423801  0.34026619 -0.36028185
 -1.21495046 -0.90670932 -0.20616128 -0.8786874   0.22817851  2.0215815
  0.27021139  0.0880689  -0.58445722 -0.50039146 -0.52841338  0.45235388
  0.03202505  3.94108313 -1.25698335  0.25620043]"
Oedema,0.034247733946125354,0.028019233289871534,"[ 0.43302267 -0.44805857 -0.6689269  -0.3164944  -0.07648947 -0.89697145
 -0.39782498 -0.48872386 -0.26705817  0.94412952  3.04676411 -0.06931324
 -1.14654469 -0.46400574 -0.84833258 -0.66653482  0.30464793 -0.6035435
  0.8867197  -0.27184232 -0.1394808   0.20976226 -0.70241596  2.81074597
 -0.00711927  1.35317447 -1.04448279 -0.4648031 ]"
Gingival disorder,0.03426079734219268,0.029152952093561783,"[ 0.17426324  0.40693078 -0.57692054 -0.38413886 -0.04510901 -0.93589332
  0.01471978 -0.80294044  0.16096795 -0.8428263   0.71272241 -0.27777656
 -0.9624839  -0.75640693  0.06125329 -0.44396766  0.047958   -0.61015876
  0.440169   -0.37084357  0.15432031  0.50664545 -0.64339698  4.2093832
  0.68613184 -0.36419593 -0.99572212  1.43731562]"
Adverse reaction,0.0342675109443402,0.030926423003659186,"[-0.45941617 -0.99934076 -0.80470502 -0.27640802  2.69772714 -0.65809629
 -0.13687695 -0.46699938  0.39900326  0.60273885 -0.98821872  0.48039639
 -0.58074754  0.0355147  -0.75263364 -0.76274459  0.6790765  -0.98872426
 -0.66416285 -0.00998456  0.07798068 -0.15457111 -0.91289216  2.93836769
  1.08149221  1.39290938 -0.62877454 -0.13991023]"
Abdominal abscess,0.03426763110307413,0.027527671750070464,"[ 0.68136089 -0.26513588 -0.86292331 -0.70070322  2.81960055 -0.92678949
 -0.01350313 -0.60362663  0.70179807  0.72989918  0.15382625 -0.4069188
 -0.90252034 -1.06346311 -0.47972624 -0.43501991  0.68902483 -0.49505412
 -0.85270472 -0.39670021  0.95087616  0.27261735 -0.6023493   2.94477826
  0.63537724 -0.92040287 -0.77095601  0.11933852]"
Intentional self-injury,0.034281771883563406,0.039728120524811436,"[-0.17373367 -0.76383761 -0.59165753  0.50291582 -0.46684975 -0.49941821
 -0.3784822  -0.37073865 -0.09493167  0.00846747 -0.50921152  0.02532108
  0.34189556 -0.22953277  0.15491164 -0.3390812   0.40224969 -0.77909696
 -0.39100853 -0.52834264  0.78601084 -0.4028516  -0.57047665  4.45713607
 -0.38759226 -0.47391005 -0.38918652  1.66103182]"
Autonomic nervous system imbalance,0.03429426291793312,0.03278949996794396,"[ 0.01936032 -0.7660602  -0.01646351  0.23024775  3.11372791 -0.76470836
 -0.99722528  0.05788783  0.02071216 -0.34158164  1.2610277   1.44487828
 -0.66061648 -0.39565535 -0.87150392 -0.83230049  0.06599888 -0.83500417
 -0.64642214  0.58983787 -0.67278307 -0.98911422 -0.47068261  0.43370006
 -0.44567352  2.38643662 -0.67886636  0.76084595]"
Cardiomegaly,0.03430546891245579,0.0233175723243392,"[ 0.67307741 -1.05297933 -0.79703601 -0.16029899 -0.99367539 -1.27771004
  0.12373566 -0.59727538 -0.39751474  0.30632937  1.33790577 -0.40843915
  0.85254985 -1.44625808 -0.07914623 -0.82668798 -0.00267537 -0.43340923
  0.17367582  0.0737955   1.43154356  0.63874355 -0.74709586  2.36948217
 -0.25705805  0.28448055 -1.30892264  2.52086327]"
Depressive symptom,0.034311588661160394,0.030736894988110813,"[ 0.17601123 -0.75577635 -0.36854749 -0.20947597  2.93421858 -0.70526824
 -0.22457034 -0.41266952  0.10866708  0.92724682  0.08660607  2.32463792
 -0.70352658 -0.67275727 -0.28843118 -0.42834445  0.37630202 -0.88698133
 -0.93226446 -0.95316437 -0.35229201  0.4593211  -0.56651607  1.67616021
 -0.51891072 -0.89859239 -0.78248179  1.59139947]"
Psychiatric symptom,0.03431588388780169,0.029723915238487802,"[-0.21740079 -0.18283612 -0.38638361 -0.47471554  0.51229776  0.80417718
 -0.6936251  -0.30957324 -0.28653012 -0.67442251  2.98559177  0.61599176
 -0.34797842 -1.03159074 -0.25196546 -0.27884909 -0.79731911  1.10373763
 -0.49391813 -0.12906886 -0.29421116 -0.01769382 -0.26348701  3.32355742
 -0.56304747 -0.1789956  -0.45935346 -1.01238815]"
Incoherent,0.03440709617180205,0.030413121282456677,"[-0.40601793 -0.20723033 -1.06685241 -0.0621691   0.81894354 -0.5994329
  0.07214685 -0.7122583  -0.52421597  1.2218914   0.57717483 -0.99163548
  1.34008944 -1.01849867 -0.4006453  -0.61017818  0.29779765 -0.32542836
 -1.01849867 -0.38990002  0.7705898  -0.85194689 -0.76061204  3.31722024
  0.03991103  1.80750895 -0.88418272  0.56642956]"
Blood glucose fluctuation,0.03443223443223443,0.03496297380806714,"[ 0.04270438 -0.39174152 -0.41087308 -0.48819648  0.30337192 -0.62291457
 -0.19245441 -0.55754839 -0.32876679  0.59114251  2.537779   -0.84611613
  3.69284709 -0.6563948  -0.66117769 -0.80307011  0.4149727   0.87094161
 -0.02106749  0.47635313 -0.54160543 -0.77118418 -0.72176097  0.50186188
  0.15191372 -0.18288863 -0.62371172 -0.76241554]"
Body fat disorder,0.03449074074074074,0.06241672141335962,"[-1.96558202e-01  2.78519263e+00 -4.63580664e-01 -4.19076921e-01
 -4.63580664e-01 -5.52588152e-01 -5.52588152e-01 -5.52588152e-01
 -4.93249827e-01 -4.63580664e-01 -4.82123891e-02 -3.70864532e-03
 -3.89407758e-01 -2.85565689e-01 -3.44904014e-01 -1.07550714e-01
 -5.52588152e-01 -5.22918989e-01  3.37486724e-01  1.14968005e-01
 -5.52588152e-01 -1.85432266e-02 -5.52588152e-01  3.76427500e+00
  1.36107283e+00  1.59471749e-01 -4.33911502e-01 -5.52588152e-01]"
Ataxia,0.034596495363822095,0.022588224991635424,"[ 0.27525784  1.40455423  0.01226267  0.0847081  -0.75115386 -1.00379968
 -0.72802003 -1.15660475  0.3708371   0.21377054 -1.47560815  0.59547881
  0.74523995 -1.01475782 -0.79742153 -1.07076605 -0.12106127 -1.50239469
  0.56808348  0.21072662  1.54274845  0.23812195 -0.81020602  1.12877457
  1.11659887  0.33126607 -1.04580586  2.63917044]"
Movement disorder,0.034600890715998624,0.02925690718168484,"[-0.17037289 -0.38553452 -0.973643    0.29683524 -0.31381398 -0.52282814
 -0.01258769 -0.24926549 -0.5197544  -0.06586581  2.11034046  0.49560361
 -0.58635205 -1.04433896 -0.28102744 -0.69803119 -0.66729381  0.08372276
  0.33781841 -0.45725507 -0.29127324  0.2640487  -0.72057193  3.52938268
 -0.13348804 -0.33430556 -0.84249686  2.15234821]"
Gastroenteritis,0.03475544699011679,0.028414166284611745,"[ 0.17267805  3.83177276 -1.06684894 -0.05973326  0.01358697 -0.7860186
 -0.60340972  0.05647239  0.33730272  0.18789545 -0.28107737  0.39955575
 -0.33779679 -1.16645378 -0.48167046 -0.41250043 -0.5563741  -0.91467487
 -0.26724336 -0.43186804  0.06338939  0.33591932 -0.82060362  0.97920062
  1.46062405 -0.07771747 -1.11250116  1.53809449]"
Disability,0.03477762317048029,0.027038037953471258,"[ 0.5396495  -1.01006185  0.1080252  -0.55041867  1.10669843 -0.9713691
 -0.01872691 -1.02473841  0.10869232  0.26012774  3.54434168 -0.36496031
 -1.19151751 -0.85395662 -0.39965036 -0.47303317  0.41089604 -0.10411781
 -0.88797955  0.36820059 -0.43901023 -0.32426621 -0.85929355  1.76781076
  0.60435979  0.43491223 -0.89131514  1.11070112]"
Face injury,0.03478896103896102,0.02662473765130547,"[-0.04898124 -0.73756392 -0.19125039 -0.15710579  2.07936524 -0.54407788
 -0.40180873 -0.32782877 -0.70911009  1.43061792  1.25420418  3.2914984
 -0.79447158 -0.55545941  0.10466945 -0.58391324  0.14450481 -1.1928252
 -0.6237486  -0.27092111 -1.05624682 -0.40749949 -0.61236707  1.47045328
  0.02499872  0.29815549 -0.60098554 -0.28230264]"
Atrioventricular block complete,0.0348130153121319,0.03174509803602722,"[-0.09206322  2.84190117 -0.35086058 -0.297988   -0.43341602 -1.01779716
 -0.70334445 -0.55307501 -0.16534276  0.02203024 -0.55678537  2.87622196
 -0.92411066 -0.87031049  0.01924747 -0.86845531 -0.57069921  0.4348074
 -0.11710813 -0.19409802 -0.5540026  -0.40651593 -0.42228495  0.68989441
  0.71215655  0.78358091 -0.98811431  1.70653208]"
Personality change,0.034817406692406676,0.030645029913859922,"[-0.10354901  1.24508171 -0.20644182  0.08386289 -0.52981921 -0.95976416
 -0.69518265 -0.68783317 -0.65843522  0.24555158  2.42467425  0.05446494
 -0.69518265 -1.01856005 -0.5628919  -0.43795063 -0.59963933 -0.47469807
  1.32592606  0.18675569 -0.48572229  0.3998908  -0.53349396  3.25516619
  1.04664558 -0.65108574 -0.78705123 -0.18071862]"
Gastrointestinal stoma complication,0.034841269841269826,0.04048274534536792,"[-0.05097214  1.96634823  0.29897119 -0.7508588   3.33867501 -0.7920286
 -0.69596572  1.31449301  0.04509074 -0.62734939  0.0382291  -0.22937462
 -0.8537833  -0.0235256  -0.68224246 -0.7714437  -0.03038724  2.14475071
 -0.51756324 -0.62734939 -0.26368279 -0.55187141  0.32641773 -0.43522364
  0.21663158 -0.22251299 -0.79889023 -0.76458206]"
Skin hyperpigmentation,0.03488095238095238,0.0415690489145999,"[-0.24571853  0.29154017 -0.33392519  0.20333352 -0.34996276 -0.19760581
  0.28352138 -0.38203791 -0.06128644 -0.76693966 -0.11741795 -0.57448878
 -0.81505238  0.19531473 -0.26175611 -0.64665786  0.01890143  0.24342745
 -0.56647    -0.79099602 -0.34194397 -0.25373732 -0.56647     4.64574131
  0.01088264  0.74861101 -0.5023197   1.13351277]"
Therapy partial responder,0.03492398648648649,0.03266022887198155,"[ 0.32023341  3.59238958 -0.55555971 -0.35385145 -0.16593521 -0.97276824
 -0.47797961  0.27540935  0.43401755 -0.12800716  0.95121821 -0.73830394
 -0.42108754 -1.06241635 -0.60555577 -0.10214713 -1.03483232 -0.25730733
 -0.41419153  0.12197316  0.20300126  0.02370503 -0.71244391  2.32524796
  0.91673817 -0.98656026 -0.73313193  0.55814571]"
Accidental overdose,0.03499468580746607,0.02451406441731036,"[ 0.07399768  2.08578821  0.22685329  0.33328404 -0.34590487 -1.29200213
 -1.2157822  -0.48545664  0.03879793  0.17876544 -1.17309903 -0.11378052
 -1.24918039 -1.08537682 -0.80627328 -0.977976   -0.17392498  1.40937093
  0.00650839 -0.48767395  0.68528155  0.0662371  -0.67794662  1.55252583
  0.80751061  1.33855569 -0.99488297  2.27578372]"
Gun shot wound,0.03505434782608695,0.0449175823183222,"[-0.36903337 -0.48196162 -0.65135399 -0.37709968 -0.4335638  -0.60295617
 -0.13511058 -0.36903337 -0.45776271  0.36500022  3.07527812  0.09074591
  0.22787307 -0.4254975  -0.36096707 -0.14317688 -0.00604973  3.20433897
 -0.10284537 -0.58682356 -0.34483446 -0.4416301  -0.51422683 -0.6836192
 -0.32063555 -0.51422683 -0.58682356  1.94599566]"
Hypoxia,0.03506921046720575,0.026847058825439446,"[ 0.23622525  0.36360647 -0.61664332  0.37605177 -0.37871861 -1.20083999
 -0.23596379 -0.19057508  0.09054212 -0.16568449  0.05906285  2.70844597
 -1.18034186 -0.74182832 -0.79966233 -0.93290016  0.78528226 -1.10054557
  0.00635337 -0.65031882 -0.48926209 -0.31868838 -0.10052973  1.36508647
  1.04150887  2.74578185 -1.1942513   0.51880659]"
Injection site swelling,0.03512694900969236,0.03388539206714463,"[ 0.26590276 -0.9844076  -0.55022672  0.15164463  2.31166731 -0.66448485
 -0.236833   -0.60245901 -0.71454079  1.46398083  0.90792461  2.23114253
 -0.90823552 -0.83423978 -0.28253625 -0.50125895 -0.236833    0.51400612
 -0.55566758 -0.94523339 -0.50778799 -0.47187829 -0.54152134  2.29534472
 -0.30974057  1.16799787 -0.61116439 -0.85056237]"
Hyperthermia,0.03513478708791207,0.028955531502140173,"[-0.51604922  1.90394143 -1.19956859  0.27262698 -0.65441346 -0.91038732
 -0.27529543 -0.74988479 -0.033158   -0.65994803 -0.21303152  2.08381495
  0.84130403 -0.66963353 -0.38598683 -0.66133168 -0.78170857 -1.20510316
  0.30721804  0.09136982  0.22696678  0.51891533 -0.96434937  2.99840261
  0.38470202  0.14671552 -0.82875241  0.93262443]"
Cholecystitis,0.035205167173252255,0.03404927976901996,"[ 5.42824289e-01  4.25139210e-01 -9.05847796e-01  6.89670273e-01
 -4.74682992e-01 -7.19426299e-01  1.12700945e-01  9.29131886e-02
  2.98080982e-01 -1.67452032e-01 -7.46504282e-01 -2.90121245e-03
 -6.97555620e-01 -3.09090711e-01 -4.71558609e-01 -2.43478676e-01
  2.94956600e-01 -9.73542754e-01 -4.49687930e-01 -5.67373010e-01
  7.87567596e-01 -2.86178572e-01 -6.35067967e-01  4.26083963e+00
  1.44993672e+00 -3.52832068e-01 -9.38133084e-01 -1.33158213e-02]"
Nerve injury,0.035206980519480506,0.029851808726440873,"[-0.39902192 -0.12303742 -0.19282661  0.09584683  1.61534767 -0.29116591
 -0.48150004 -0.64645629 -0.23406567  1.88181546  2.2593115  -0.65914524
 -0.81141254 -0.31019932 -0.47515557 -0.69086759  0.4321038  -0.43708874
 -0.76700125 -1.02712456 -0.3799885  -1.05250245 -0.77651795  2.40840657
  0.34328121  1.82154299 -0.7987236  -0.30385485]"
Blindness transient,0.03520905923344947,0.02352119404494463,"[-3.30341854e-01 -7.19197175e-01 -1.03028143e+00 -1.97513814e-03
  1.57418510e+00 -1.14088917e+00 -3.07874657e-01 -4.44406081e-01
 -1.05669890e-01  1.40308876e+00  1.91588399e-01 -4.96253457e-01
  4.68107739e-01 -1.26408841e-01 -5.98219964e-01 -9.64608089e-01
  4.69835985e-01 -2.19734118e-01 -6.84632257e-01 -8.29804911e-01
  1.00559221e+00 -5.16992408e-01 -5.53285571e-01  3.00344443e+00
 -5.01438195e-01  2.24992923e+00 -1.02682494e+00  2.33066300e-01]"
