pt,mean_mae_rf,std_mae_rf,z_mae_rf
Halo vision,0.392561506616392,0.41894235995535617,"[ 0.04601996 -0.13222677 -0.00648799 -0.07257274  4.23974353 -0.77347496
 -0.13379213 -0.40902013 -0.46186812  0.90089964  0.81520213 -0.06283627
 -0.72517572 -0.45077704 -0.44995657 -0.89904577  0.01373889 -0.87024481
 -0.29561319 -0.10446936 -0.57475986 -0.21771204 -0.49148755  0.42260616
 -0.28311211 -0.33245564 -0.58692167  1.89580014]"
Limb mass,0.39651140986405353,0.35633343716280813,"[ 0.27426045 -0.52686835 -0.15815518 -0.09591951  3.28513241 -0.64929523
 -0.47126246 -0.58372495 -0.79630316  1.05972263  1.03849501  2.23879791
  0.21653084 -0.5960947  -0.47452024 -1.03897103 -0.23350896 -0.55418633
 -0.42355737  0.18820995 -0.5961792  -0.2629707  -0.87582744 -0.75055807
 -0.23502717  0.47444479 -1.05302716  1.60036325]"
Muscle tightness,0.39850399648082135,0.3119728078197998,"[ 0.92461777 -0.67747189 -0.05555356 -0.54345093  0.94508104 -0.74644467
  1.12358204 -0.04729205  0.15879516  0.19301671 -0.25661673  1.47550654
 -0.95665475 -0.31293994 -0.72746171 -0.39993847  0.06368805 -0.63832509
 -0.2497174  -1.13573752 -0.11543365 -0.24998667 -0.75663905  3.9416642
  0.51781782 -0.50585857 -1.085519    0.1172723 ]"
Mastitis,0.3987360692491452,0.42356202739947874,"[ 0.44757998  0.67616518 -0.65794537 -0.57542465 -0.19519851 -0.85485303
 -0.30188666 -0.77303987 -0.54496638  0.11278774  0.49707776  3.95687944
 -0.83296444 -0.83258949 -0.2053128  -0.15382892  0.24827769  1.14954884
 -0.5408199  -0.57613591 -0.36869026 -0.41150543 -0.71852928  1.73453411
 -0.64138066 -0.02788366 -0.55608019  0.94618468]"
Fatigue,0.4000457948167825,0.22886664351925623,"[ 1.34582143 -0.97158987  1.64393876  1.71773413  0.65938299 -0.15888293
 -0.93988501  1.72534383  0.38441904 -1.63483517 -1.05259243  0.73697842
  0.41955079 -1.2473965   0.82668436  0.20574801  1.2727777  -1.67027644
  0.55849732  0.22389609 -0.07609938 -0.84737747  0.20514115 -0.93576946
 -0.68503582 -0.21285005 -1.13336998 -0.35995348]"
Accidental underdose,0.4013022755696377,0.2109849169797571,"[ 0.80768836  1.65697099  0.61855987  0.28344757 -0.76103423 -1.2067508
 -0.60091071 -0.07198334 -0.63691523 -0.91876413  1.22538423  2.07044688
  0.52024793 -0.90592836 -1.01306262 -0.68117348  0.98232055 -0.73092395
 -0.23461759  0.08724538 -1.63142884 -0.84697763 -1.18302424  0.64216666
  0.95593094  1.93999751 -0.74034307  0.37343133]"
Faeces soft,0.4021710452033717,0.39204345879635216,"[ 0.10893911  0.05895688 -0.38684757  0.28961554 -0.58987648 -0.25942926
 -0.24819247 -0.79616578 -0.79405144  0.7851626   0.72100509  2.68356497
 -0.56996099 -0.7886603  -0.52835392 -0.52689919 -0.41910027 -0.7687917
 -0.37411489 -0.27356179 -0.56062067 -0.19496105 -0.62468396  1.06933726
 -0.14463498  0.50637744 -0.87514887  3.50109671]"
Cerebrovascular accident,0.4033031090470997,0.24049216092760597,"[ 0.88620011 -0.39326786 -0.32417701  0.70245646 -1.45674733 -1.22653339
  0.21544684  1.21670262  1.7388231  -0.50412182 -0.86407774  1.83591216
 -0.82282057 -1.15750505  0.79039723  1.26665826  1.74895368  0.8515869
 -1.0444137   0.05213022  0.62732696 -0.97599915 -0.89900126 -0.21640678
 -1.20083721 -0.84138036  0.46568114 -0.47098648]"
Carpal tunnel syndrome,0.40427884756702065,0.2559509462553926,"[ 1.26590386 -0.74588885 -0.20590365  1.04290494  2.45815146 -0.7119909
  0.07167964 -0.08392528  0.37949363 -1.24263444  2.0704011   0.30367702
 -1.53605762 -0.91364076 -0.34931053 -0.32476141 -1.15954428  0.24672155
 -0.02745951  0.02350071 -0.97370946 -0.79534356 -1.26000607  1.05947952
  0.70981607  1.40263524 -0.70148879 -0.00269962]"
Dyspnoea at rest,0.4072207954851611,0.4204289185931216,"[-0.17313468 -0.96137162  0.0856974   0.35325177 -0.84692489 -0.75435314
 -0.65870206 -0.21503381 -0.65827086 -0.10321742  1.3055498  -0.10048979
  0.02729951  0.1280403  -0.70424715 -0.58689575  0.2839124   1.04162206
  0.34790284  0.04639197 -0.94174769 -0.51784293 -0.56764802  4.1727249
  0.40544442  0.89508495 -0.38797261 -0.91506991]"
Retinal disorder,0.407466031696239,0.45545350828970926,"[-0.42270538 -0.39657499 -0.66028935 -0.17156392  0.88356203 -0.71598622
 -0.59099171 -0.31699854 -0.59048674  0.68391706  4.52816099  0.5577862
  0.51330505 -0.32049645 -0.62794431 -0.49684721 -0.27372525 -0.58332508
 -0.29363606  0.43008231 -0.67541803 -0.17348491 -0.55407725 -0.18909277
 -0.25096576  0.27998834 -0.51687681  0.94468477]"
Breast disorder female,0.40836069154021,0.47410783888141705,"[ 0.14580702 -0.27891007 -0.3381441  -0.01551339 -0.25250188 -0.68681907
 -0.81060507  0.28177935 -0.35079615  0.87393496 -0.01500863  1.22893901
  0.22773344 -0.63360077 -0.58902117 -0.6285977   0.24627053  4.42475467
 -0.39825857 -0.57461617 -0.60845093 -0.6542816  -0.39382991 -0.84391836
 -0.18503674  0.6888008  -0.48219417  0.62208468]"
Alanine aminotransferase decreased,0.40843112860067043,0.5213932015411794,"[ 0.01399618 -0.61987922 -0.33146733  0.22940771  0.30781496 -0.70955107
 -0.57241232 -0.16216678 -0.50426795  0.30410486  4.56364189 -0.28350082
  0.04608782 -0.58801039 -0.53075763 -0.54888558 -0.52735292 -0.10181555
 -0.5697862   0.33299202 -0.76181306 -0.76181306 -0.18717837  0.26656423
  0.15786577  1.27149943 -0.43589156  0.70257494]"
Frustration,0.40934144254978067,0.41845631302421793,"[-0.27592387  0.34057784 -0.51355812 -0.17661244  0.96664281 -0.97821787
 -0.04372097 -0.40385516 -0.47320097  0.62328602  3.96903247  0.49377988
  1.51626596 -0.74947043 -0.71168301 -0.5005741   0.54385803 -0.30072248
  0.5761964  -0.91957336 -0.70186554 -0.64601641 -0.93912153  0.98385287
 -0.57625867 -0.25825991 -0.69626887 -0.14858857]"
Death,0.41241794012585714,0.26157656916837546,"[ 0.93227381  0.22735865  1.20371264  0.39396435 -1.21060352 -0.57410378
 -1.1144775   0.98058252  1.50486203  0.36307338 -0.98409086  0.14099481
 -1.48725401 -0.58066111  0.58315608 -0.69085726 -0.84078825  2.39640085
 -0.7030435  -0.53081904  1.04507741  0.31188149 -0.45954866 -0.37171952
  0.67029174  1.4280061  -1.27225894 -1.36140991]"
Neonatal respiratory distress syndrome,0.4143328627854937,0.34637099105657904,"[-0.48270824  2.71327922 -0.69770311 -0.50596386 -0.33091228 -1.12873563
 -0.36952444 -0.23249795 -0.16815223  0.44410094  0.3058712   0.16729362
  3.03398225 -0.95626841 -0.65802053 -0.81072607  0.723722    0.87074361
  0.389285   -0.67958421 -0.88465099 -0.45552982 -0.52321985  1.50723478
 -0.49530348 -0.69943496 -0.46426698  0.38769043]"
Red cell distribution width increased,0.414607971973219,0.9021770627083713,"[-0.27982375  0.03098267 -0.4189416  -0.36350424 -0.17742262 -0.39397093
 -0.20456344 -0.32180803 -0.45956386  0.28515222  4.89122004  0.07370112
  1.27380658 -0.31507104 -0.40243392 -0.41157001 -0.32197607 -0.44314459
  0.11508793 -0.3645662  -0.37399181 -0.06879742 -0.11296325 -0.04769513
 -0.22235727 -0.1612927  -0.3807919  -0.42370079]"
Gambling,0.4172325067086146,0.5370939285798138,"[ 0.14536212 -0.16736022 -0.08243977  0.01944213 -0.0785276  -0.48791773
 -0.09947003 -0.67756158  0.37113637  0.8203294   0.6507493  -0.6617242
  4.55520035 -0.42241169  0.16190554 -0.67334615 -0.55480218 -0.28897172
  0.2070473  -0.44464022 -0.68459916 -0.25549856 -0.4285418   1.23427036
 -0.45594799 -0.68707865 -0.30363664 -0.71096699]"
High density lipoprotein decreased,0.4177102007966012,0.673867497708669,"[ 0.14867113 -0.43095319 -0.57367396 -0.61986993  1.62633354 -0.61986993
 -0.17850959 -0.42621391 -0.43427502  0.593904    4.46449974  0.0892449
  0.95882392 -0.33810923 -0.54287665 -0.16244746 -0.34836781 -0.47907036
 -0.04879529 -0.61986993 -0.50835078 -0.13766865 -0.2642417   0.36150172
 -0.53517732  0.02217534 -0.52304192 -0.47377162]"
Loss of personal independence in daily activities,0.4179178086704039,0.3908443935465638,"[ 0.77733399 -0.68119478 -0.09479231 -0.07160184  3.89331805 -0.99359299
  0.22983826 -0.42677014 -0.59833047 -0.49082688  0.17438998  0.51282252
 -1.05475409 -0.52964506 -0.87106423 -0.41108871  0.64085028 -0.63542115
 -0.31271533 -0.17292673 -0.61597288 -0.52043095 -0.23984905  2.18946936
  0.65685289  0.39608115 -0.44958105 -0.30039783]"
Foot amputation,0.41891303727392737,0.4086485184394669,"[-0.45230842  2.51551441 -0.77730206  0.27031674 -0.31394645 -1.02511821
 -0.78685139 -0.6846732  -0.52373014  0.14396803  1.89138161 -0.36612353
  1.72653458 -0.33044107 -0.5275485  -0.67324685  0.19041391  2.64864367
  0.31220625 -0.6584799  -1.02511821 -0.1217544  -0.3169974   0.12682872
 -0.77730206  0.72875598 -0.83384027 -0.35978185]"
Back pain,0.41891949212868196,0.29752708342289674,"[ 0.79682076  0.2392132   1.24224092  1.18902498  0.35449677 -0.96896553
 -0.77299702  0.79613335  1.08409623 -0.80493188  0.99060129 -0.07828621
 -0.86397515 -0.39391191  1.48372495  2.14739765 -1.05567887 -1.32043118
 -1.10983272  1.4760635  -1.25883444 -0.88745999 -0.16479491 -0.95714566
  0.03147075  0.44590971 -1.26800088 -0.3719477 ]"
Dehydration,0.4192007268212029,0.39150694915537887,"[ 0.45309639 -0.87726757  4.04715936  0.78060442 -0.51742043  0.2397709
 -0.15226226  0.95070547  0.39457705 -0.87259142 -0.38402451 -0.9873591
 -0.90227018  0.34218079  0.81668426  0.53129412 -0.21370386 -0.35275858
 -0.96903443 -0.47652273  0.14118337 -0.94933869 -0.16531479  1.14961872
 -0.72935265 -0.6772744  -0.50346332 -0.11691592]"
Malaise,0.42126553746969575,0.21965016878041801,"[ 0.93422192  0.46026739  1.06492235  0.55436981  0.49135179 -1.48484108
 -0.97947715  0.21920485  0.73280831  0.9607458  -0.67230166  0.17006733
 -0.27824969 -1.13753765  1.3785144   0.89330362  0.16608962 -1.43513143
  2.33476119 -1.70298101 -0.5030756  -0.44332205 -0.01374949 -0.24256946
 -1.4736424  -0.36186974 -0.97617973  1.34429977]"
Asthenia,0.4224201049187649,0.36575290867896354,"[ 0.42996242 -0.86358577 -0.80498201  1.26308689 -0.48173737 -0.37899348
 -0.33184637  1.45392412  0.82169103 -0.07333243 -0.25212777 -0.35214865
 -0.59118964 -0.69127401  0.76178242  0.23870729  0.29476946 -1.06030084
 -0.80130442 -1.06685686  0.03276371 -0.60093664  3.66004108 -0.62809681
 -0.85971579 -0.01191203  1.34428188 -0.45066939]"
Animal scratch,0.42355138446321705,0.43568427641394064,"[ 0.64919176 -0.80938271 -0.54505665  0.7134895   1.36801623 -0.95850421
 -0.49753746 -0.13296503 -0.22749593 -0.56655906  0.68538465 -0.88815579
  3.98076234 -0.60271114 -0.60438497 -0.51425252  0.04561401  1.45086295
 -0.40386762 -0.26096885 -0.9721521  -0.27903139 -0.55915326  0.50426384
 -0.1748458  -0.58061376 -0.28348902  0.46354198]"
Blood pressure inadequately controlled,0.4235972007362931,0.24405027088430484,"[ 0.9568219  -0.00411449 -0.29550838  0.41802354 -1.1267739  -0.97154255
 -0.53571085  0.84798991  0.93248643 -1.1899927  -0.59300804  1.41662043
  2.42744442 -1.39296002 -0.59492017 -0.46585996  0.62490454  0.80365876
 -0.1600272   0.06704732  0.72273691 -0.99210341 -1.15046361 -1.54261886
 -0.36812138  1.75011933 -0.4969446   0.91281666]"
Device delivery system issue,0.42415631134318277,0.2999420826031346,"[ 0.53582467 -0.51297639 -0.17303637  0.28021351  0.18260481 -0.88563088
 -0.67263791 -0.14943378  0.35672441 -0.25145356 -0.98480682  0.88939742
  2.80010312  1.24545778 -0.96915717 -0.43169704  0.65871396 -0.48784556
 -1.02806241 -1.17971667 -1.20537873 -0.48918554 -0.92108665  2.42653147
  0.44590478  1.25025226 -0.40175509 -0.32786761]"
Rebound effect,0.42447559808475394,0.33427899526330285,"[ 2.17732471e-03 -8.69128186e-01  4.14651821e-01  3.00223384e-01
  1.98030965e-01 -5.21486239e-01 -1.15032177e+00 -6.52506997e-02
 -5.35119712e-01  1.83943274e+00 -1.14550701e+00  1.22833386e+00
 -2.68363500e-02 -8.27295976e-01 -9.70266096e-01 -1.10534258e+00
  1.74322503e-01  1.42865752e+00  2.17715137e-02  2.72586286e-01
 -5.18753903e-01 -4.31939864e-01 -9.27888884e-01 -3.52085854e-01
  1.99909669e-01  1.07248684e+00 -9.25717370e-01  3.22035608e+00]"
Varicose vein,0.42490613408088473,0.4045512316974315,"[-0.29541908  0.43701388 -0.63554704 -0.28411701  3.12482246 -0.84514214
  0.65001382  0.60178267 -0.52131817  0.93097323  3.13927372 -0.55683701
 -0.57810245 -0.40382307 -0.95384477 -0.461353   -0.21235317 -0.17563869
  0.5850529  -0.40121581 -0.49981225  0.07153197 -0.28423089 -0.31775592
 -0.53590897  0.25565165 -0.90163292 -0.93206393]"
Hidradenitis,0.42541429893435767,0.39451292366222485,"[ 0.38249597  0.28810025  0.21063583 -0.09823313 -0.84784675 -0.76253484
 -0.85277895 -0.12621335 -0.36141021  0.55372642 -0.35118994  2.21747824
 -0.88802292 -0.37822688  0.12632356  0.33602763  0.18718715  2.47594221
 -0.61491088 -0.68029569 -0.80050538 -0.59898481 -0.70940372 -1.04538501
 -0.10503163 -0.05837585 -0.53673744  3.03817012]"
Large intestine infection,0.42661194098278793,0.43460186896433317,"[-0.49258846  0.68625063 -0.6666905   0.38476569 -0.63404316 -0.98161552
 -0.69896197 -0.44246216 -0.43152414  0.5999044   2.00387003 -0.89393554
 -0.3962233  -0.230318   -0.54449325 -0.57482955 -0.57988276 -0.86926653
  0.11756041  0.65937212 -0.98161552 -0.2867254  -0.27645943  0.45435772
  0.24603173  2.24330438 -0.59633535  3.18255345]"
Antinuclear antibody increased,0.4267340114951549,0.36952883956169896,"[ 0.32527973 -1.13024807 -0.27843852 -0.12332024  0.78040215 -0.26900043
 -0.34958251 -0.51421126 -0.24510188  0.31877755  3.57083837 -0.23675943
 -1.09650002 -0.71382943 -0.73428265 -0.61053418 -0.67244314 -0.51357687
 -0.57021406  0.40079513 -0.38580568  0.11111655 -0.5450471   1.48311121
 -0.09290153  0.51119158 -0.70741496  2.28769967]"
Drug screen positive,0.42831756312878877,0.2938692969047319,"[ 0.90440455 -0.68459118 -0.56817388  0.6520489  -0.09954604 -0.99995232
 -0.35089907  0.17110168 -0.10886885 -1.35751036  0.36354829  2.03632268
 -0.95854008  0.51322841 -1.00712127 -0.16764839 -0.28035156 -0.68403752
 -0.11150612 -0.87874873  0.51005507  0.28805335 -0.67104685 -0.40434176
  0.57005677  3.59173134 -0.80305924  0.5353922 ]"
Device physical property issue,0.42912806683873617,0.5393565979467292,"[ 0.1912041   3.72291947  0.0221488  -0.26796505  3.02813057 -0.73507909
 -0.61988439 -0.11540843 -0.51434307  0.62353711 -0.11263903  0.04508292
  0.49903958 -0.13263893 -0.46301687 -0.56394103  0.10807246 -0.69048468
 -0.35508774 -0.1385096  -0.7267744  -0.25741414 -0.32875578 -0.63991036
 -0.45391156 -0.14354349 -0.52919332 -0.45163406]"
Exposure via breast milk,0.4294943053024539,0.6675164526942235,"[ 1.09920463e-01 -1.24292335e-01 -3.21751159e-01 -2.49380597e-01
 -5.23557493e-01 -4.94624199e-01 -3.99552897e-01 -2.17779012e-01
 -3.99510985e-03 -2.87967832e-01  4.95308388e+00  1.71206347e-01
  1.32387590e-01 -5.07640504e-01 -3.89046158e-01 -3.73686028e-01
 -3.62738424e-01  9.31213306e-01 -1.82142482e-02 -1.02907511e-01
 -2.57600519e-01  7.74883241e-02 -2.77292221e-01  1.49062531e-01
 -3.80057172e-01 -5.02062027e-01 -4.77250766e-01 -2.52966233e-01]"
Seizure,0.4300902794393525,0.32266623295518354,"[ 0.48146186 -1.06850548  1.45305455  1.2216326   1.81547801  0.62174819
 -0.87061247  0.85864363  0.64070884 -0.90861809 -0.94354071 -0.51089022
  0.40923387 -0.07993413 -0.1626182   2.90242745 -0.32066205 -0.62429861
 -0.4972714  -1.08710731 -1.13053083 -1.10143009 -0.17419941  0.38174916
  0.42195709 -1.02675571  0.26837685 -0.96949738]"
Blood electrolytes abnormal,0.43103321911276654,0.4763302653284539,"[-0.36680563 -0.43846252 -0.73465096 -0.30659767 -0.26722408 -0.53677493
  0.26829325 -0.59275402  0.55583677 -0.02709776  0.2470965   0.08259781
  2.98884428 -0.14452155  0.52445094 -0.61951263 -0.12753967 -0.47241319
 -0.56351985 -0.51156869 -0.09030666 -0.48668659 -0.51911538  3.7268251
  0.04141972 -0.67760197 -0.22165421 -0.73055641]"
Uhthoff's phenomenon,0.431807567249661,0.6076338697355516,"[-0.57351803  0.1503786  -0.71063775 -0.53680309 -0.23198822 -0.53958258
  0.13661777 -0.11170605 -0.1377705   0.20510396  0.76362321 -0.39337252
  0.78388672 -0.19264969  0.23093971 -0.63937947 -0.18671413  4.6337125
  0.23179854 -0.58213547 -0.59666227 -0.28754377 -0.58681813  0.98399946
 -0.58155096 -0.6182659  -0.37038664 -0.2425753 ]"
Viral upper respiratory tract infection,0.43199123620538654,0.3798141596334799,"[-0.11897012  0.37004484 -0.26597678  0.09343779 -0.06797791 -1.05443851
 -0.58387335 -0.61264785 -0.34076806  0.01738312  3.35431918 -0.49507561
 -1.10895083 -0.0035392  -1.07102587 -1.08761322 -0.65148437 -0.09326678
 -0.28251386  0.52054464  0.10429849 -0.34453795 -0.74551528  2.01648117
 -0.06688457  1.58415658 -0.60002092  1.53441524]"
Psychogenic seizure,0.4327780142551107,0.6851197380083733,"[-0.07094831 -0.61276861 -0.41592287  0.11078543 -0.60981534 -0.56807207
  0.14109967 -0.51079383 -0.34857883  0.08630358 -0.54989123 -0.30666171
  2.68150937 -0.16652434 -0.49847642 -0.51618815 -0.03905148  0.68496938
 -0.34201583 -0.22808126 -0.42873037 -0.42133758 -0.43349709  4.06418816
  0.27388551 -0.27465003 -0.12930096 -0.5714348 ]"
Nausea,0.4329120618548336,0.30486585836432023,"[ 0.93570844 -0.4438895  -1.10691759  0.99692873  1.48870854 -0.67158749
 -1.28787314  1.00783475  0.87194193 -1.00703824 -0.20259082  0.45719551
 -1.08205724  0.39083868  1.55199885  0.86461597  0.47618986 -1.3642223
  2.45600525 -0.105706   -0.59312634 -0.47440605 -0.97520916 -0.75629308
  0.79772942 -1.16880884 -0.71694838 -0.33902175]"
Hallucination,0.43313276540740064,0.23328148662307086,"[ 1.25115889  0.22961779  1.68774338  0.85456567 -0.76204862 -1.19353882
 -1.37169645  0.77553396  0.3960978  -0.45759757 -0.89569493  1.6925608
 -1.81226004 -0.3917523   0.03689322 -0.04814811 -1.77115945  0.98574594
  0.25453998 -1.3656575   0.15245203 -0.18650376 -0.74995203  1.9285537
  0.08577507 -0.20918298  0.54201859  0.34193574]"
Brow ptosis,0.4332162120258204,0.3810788020366334,"[-0.01696581 -0.75410414 -0.0882205   0.07462868  2.58265915 -0.90457764
 -0.71576717 -0.34890611 -0.47641584  0.92314781  1.21939139  1.51169457
  2.39133211 -0.56298436 -0.31577586 -1.1368153   0.79301938 -0.72682584
 -0.27141278  0.37507277 -0.67921506 -0.66015601 -0.82298823 -1.03627919
 -0.77870127  1.37137297 -0.29713711 -0.64907061]"
Rotator cuff syndrome,0.43335475610228696,0.25963148757896076,"[ 0.9041863   1.61699027 -0.38867977  0.68302417  0.35454626 -0.99739194
 -0.18945691  0.27120974  0.07678133 -0.05931585  1.55588362  2.71621131
 -1.24650882 -1.46595883 -0.8560827  -0.49336728 -0.49107097 -0.92761799
  0.19681249 -0.13917811 -0.92235395 -0.14620479 -0.97381693  0.70799385
  0.35979065 -0.58404373 -1.22781143  1.66543003]"
Human chorionic gonadotropin increased,0.43343373430260296,0.5453225482511996,"[-1.19337671e-01  2.58227494e-02 -4.38895154e-01 -2.21762302e-01
  4.00827240e+00 -7.94820855e-01 -4.12708234e-01 -3.06229342e-01
 -6.43694289e-01  9.23336606e-01  1.57114065e-01 -8.01437877e-02
 -7.13779604e-01 -5.94373349e-01 -5.71881249e-01 -6.98865557e-01
  8.18467895e-02 -2.66005239e-04 -1.76842369e-01  1.73974557e-01
 -3.51126421e-01  2.32476697e-02 -1.02933544e-01 -5.75809128e-01
  2.09874014e-01  2.51877272e+00 -7.39638914e-01 -5.79153796e-01]"
Clostridium difficile infection,0.43406291955245313,0.2153630136536432,"[-0.38693973  3.10353935  0.12034317  0.17135877 -0.48935973 -1.28206835
 -1.28094906 -0.1161048   0.28464192 -0.65316098 -0.52654518  1.53419125
  0.57751186 -1.66429103 -0.37026393  0.25896043 -1.02228178  1.23010429
  0.67309416 -1.59780524  0.70769605  0.85552569 -0.33423771  0.48662159
 -0.1913417   0.63908843  0.0460572  -0.77338495]"
Platelet disorder,0.43416845442790253,0.677637319778464,"[-3.02869284e-01  2.03964984e-01 -5.75628971e-01 -3.87781754e-01
 -4.81062231e-01 -5.14620196e-01 -2.04318708e-01 -6.40709184e-01
  3.14593901e-01 -1.52893262e-01  6.86162327e-03 -5.90535331e-01
  4.00081293e+00 -1.05237039e-01  4.81081756e-01 -3.15925115e-01
 -5.75628971e-01  6.55331893e-02 -4.66924692e-01 -4.52861967e-01
 -4.81062231e-01 -4.20885522e-01 -6.40709184e-01  2.80855550e+00
 -1.57314916e-01 -6.32123159e-02 -2.03505765e-03 -3.49187956e-01]"
Intestinal mass,0.4342468062376258,0.3745622124883421,"[-0.29230139 -0.55080546 -0.20144121 -0.39145655  2.06985778 -1.09512338
 -0.70732644 -0.21001858 -0.67673327  0.97346549  3.61170401  1.21386455
  0.36181088 -0.42174542 -0.71756355 -0.99430174 -0.2565512   0.30041312
 -0.09319678  0.52686346 -0.86896576 -0.79265845 -0.63356976 -0.11288637
 -0.57309687  0.77203333 -0.59987747  0.35960703]"
Shoulder operation,0.4342770195073266,0.37393748579479896,"[ 1.45403382 -0.94523388 -0.19802469  0.23998249  3.69798525 -0.78192741
 -1.16136262  0.32545695  0.65913775  0.22089181 -0.96386642  1.09090224
 -1.01323229 -0.91269243 -0.55913929 -0.00429903  0.12675933  0.15238081
  0.14970091  0.34227002 -0.82556292 -0.99724065 -0.77059463 -0.41765567
  0.33662444  0.62711336 -0.72417208  0.85176488]"
