index_pt,pt
344,Attention deficit/hyperactivity disorder
345,Attention-seeking behaviour
346,Atypical femur fracture
347,Atypical fracture
348,Auditory disorder
349,Aura
350,Aural polyp
351,Auricular swelling
352,Autoimmune arthritis
353,Autoimmune colitis
354,Autoimmune disorder
355,Autoimmune hepatitis
356,Autoimmune myositis
357,Autoimmune nephritis
358,Autoimmune pancreatitis
359,Autoinflammatory disease
360,Autonomic dysreflexia
361,Autonomic neuropathy
362,Autophobia
363,Autophony
364,Autoscopy
365,Aversion
366,Avulsion fracture
367,Axillary pain
368,Azotaemia
369,B-cell lymphoma
370,B-lymphocyte abnormalities
371,B-lymphocyte count abnormal
372,B-lymphocyte count decreased
373,Back disorder
374,Back injury
375,Back pain
376,Bacterial colitis
377,Bacterial diarrhoea
378,Bacterial disease carrier
379,Bacterial food poisoning
380,Bacterial infection
381,Bacterial pyelonephritis
382,Bacterial sepsis
383,Balance disorder
384,Balanoposthitis
385,Ballismus
386,Band sensation
387,Bandaemia
388,Bankruptcy
389,Barbiturates positive
390,Bartholin's abscess
391,Bartholin's cyst
392,Basal cell carcinoma
393,Basal ganglia haemorrhage
394,Basal ganglia stroke
395,Basedow's disease
396,Basilar migraine
397,Basophil count abnormal
398,Basophil count decreased
399,Bed rest
400,Bedridden
401,Behcet's syndrome
402,Bell's palsy
403,Belligerence
404,Benign abdominal neoplasm
405,Benign bone neoplasm
406,Benign breast neoplasm
407,Benign gastric neoplasm
408,Benign hydatidiform mole
409,Benign intracranial hypertension
410,Benign lung neoplasm
411,Benign neoplasm
412,Benign neoplasm of adrenal gland
413,Benign neoplasm of bladder
414,Benign neoplasm of skin
415,Benign neoplasm of spinal cord
416,Benign renal neoplasm
417,Beta haemolytic streptococcal infection
418,Bicytopenia
419,Bifascicular block
420,Bile acid malabsorption
421,Bile duct stenosis
422,Bile duct stone
423,Biliary cirrhosis primary
424,Biliary dilatation
425,Bilirubin conjugated increased
426,Binge eating
427,Biopsy bone marrow
428,Biopsy kidney
429,Biopsy liver
430,Biopsy lung
431,Biopsy tongue
432,Bipolar I disorder
433,Bladder adenocarcinoma stage unspecified
434,Bladder diverticulum
435,Bladder dysfunction
436,Bladder hypertrophy
437,Bladder injury
438,Bladder irritation
439,Bladder neoplasm
440,Bladder operation
441,Bladder pain
442,Bladder perforation
443,Bladder repair
444,Blast cell count increased
445,Blast cell crisis
446,Blast cells present
447,Blast crisis in myelogenous leukaemia
448,Blastomycosis
449,Bleeding time abnormal
450,Bleeding time prolonged
451,Bleeding varicose vein
452,Blepharitis
453,Blepharochalasis
454,Blighted ovum
455,Blindness
456,Blindness cortical
457,Blindness transient
458,Blindness unilateral
459,Blister
460,Blister infected
461,Blood albumin decreased
462,Blood albumin increased
463,Blood alcohol abnormal
464,Blood alcohol increased
465,Blood alkaline phosphatase abnormal
466,Blood alkaline phosphatase decreased
467,Blood bilirubin decreased
468,Blood bilirubin increased
469,Blood blister
470,Blood caffeine increased
471,Blood calcium abnormal
472,Blood cannabinoids
473,Blood chloride increased
474,Blood cholesterol
475,Blood cholesterol abnormal
476,Blood cholesterol increased
477,Blood chromogranin A increased
478,Blood copper decreased
479,Blood corticotrophin decreased
480,Blood corticotrophin increased
481,Blood cortisol abnormal
482,Blood count abnormal
483,Blood creatine abnormal
484,Blood creatine decreased
485,Blood creatine increased
486,Blood creatine phosphokinase MB increased
487,Blood creatinine decreased
488,Blood creatinine increased
489,Blood culture positive
490,Blood disorder
491,Blood electrolytes abnormal
492,Blood electrolytes decreased
493,Blood glucose
494,Blood glucose decreased
495,Blood growth hormone increased
496,Blood homocysteine increased
497,Blood immunoglobulin A increased
498,Blood immunoglobulin E abnormal
499,Blood immunoglobulin G abnormal
500,Blood immunoglobulin G decreased
501,Blood immunoglobulin M decreased
502,Blood insulin increased
503,Blood iron decreased
504,Blood iron increased
505,Blood ketone body increased
506,Blood loss anaemia
507,Blood magnesium decreased
508,Blood oestrogen decreased
509,Blood osmolarity decreased
510,Blood parathyroid hormone increased
511,Blood phosphorus abnormal
512,Blood potassium abnormal
513,Blood potassium increased
514,Blood pressure decreased
515,Blood pressure diastolic abnormal
516,Blood pressure diastolic decreased
517,Blood pressure diastolic increased
518,Blood pressure inadequately controlled
519,Blood pressure orthostatic
520,Blood pressure orthostatic abnormal
521,Blood pressure orthostatic decreased
522,Blood pressure systolic abnormal
523,Blood prolactin decreased
524,Blood sodium abnormal
525,Blood sodium decreased
526,Blood test
527,Blood testosterone abnormal
528,Blood testosterone decreased
529,Blood testosterone increased
530,Blood thyroid stimulating hormone abnormal
531,Blood thyroid stimulating hormone decreased
532,Blood triglycerides abnormal
533,Blood triglycerides increased
534,Blood urea abnormal
535,Blood urea decreased
536,Blood urea increased
537,Blood urea nitrogen/creatinine ratio increased
538,Blood uric acid abnormal
539,Blood uric acid increased
540,Blood urine
541,Blood urine present
542,Blood viscosity decreased
543,Blood viscosity increased
544,Bloody discharge
545,Blue toe syndrome
546,Blunted affect
547,Body fat disorder
548,Body height increased
549,Body temperature abnormal
550,Body temperature decreased
551,Body temperature fluctuation
552,Body temperature increased
553,Bone atrophy
554,Bone cancer
555,Bone contusion
556,Bone cyst
557,Bone decalcification
558,Bone deformity
559,Bone demineralisation
560,Bone disorder
561,Bone fissure
562,Bone graft
563,Bone lesion
564,Bone lesion excision
565,Bone loss
566,Bone marrow failure
567,Bone marrow toxicity
568,Bone marrow transplant
569,Bone neoplasm
570,Bone operation
571,Bone pain
572,Bone swelling
573,Boredom
574,Bowel movement irregularity
575,Bowen's disease
576,Brachial plexus injury
577,Brachioradial pruritus
578,Brachycephaly
579,Bradyarrhythmia
580,Bradycardia
581,Bradycardia neonatal
582,Bradyphrenia
583,Brain abscess
584,Brain cancer metastatic
585,Brain contusion
586,Brain hypoxia
587,Brain injury
588,Brain malformation
589,Brain neoplasm
590,Brain neoplasm malignant
591,Brain operation
592,Brain scan abnormal
593,Brain stem infarction
594,Brain tumour operation
595,Breakthrough pain
596,Breast abscess
597,Breast atrophy
598,Breast cancer
599,Breast cancer female
600,Breast cancer in situ
601,Breast cancer recurrent
602,Breast cancer stage I
603,Breast cancer stage III
604,Breast conserving surgery
605,Breast cyst
606,Breast discharge
607,Breast discolouration
608,Breast disorder female
609,Breast enlargement
610,Breast haematoma
611,Breast inflammation
612,Breast mass
613,Breast neoplasm
614,Breast operation
615,Breast pain
616,Breast prosthesis implantation
617,Breast prosthesis user
618,Breast reconstruction
619,Breast swelling
620,Breast tenderness
621,Breast ulceration
622,Breath alcohol test positive
623,Breath holding
624,Breath odour
625,Breath sounds abnormal
626,Breathing-related sleep disorder
627,Breech presentation
628,Bronchial disorder
629,Bronchial irritation
630,Bronchial neoplasm
631,Bronchial secretion retention
632,Bronchiectasis
633,Bronchitis chronic
634,Bronchitis viral
635,Bronchopulmonary dysplasia
636,Bronchoscopy
637,Brow ptosis
638,Bruxism
639,Bullous erysipelas
640,Burn infection
641,Burning feet syndrome
642,Burning mouth syndrome
643,Burning sensation
644,Burnout syndrome
645,Bursa calcification
646,Bursitis
647,Bursitis infective
648,Butterfly rash
649,C-reactive protein abnormal
650,CD4 lymphocytes abnormal
651,CD4 lymphocytes decreased
652,CNS ventriculitis
653,COVID-19
654,COVID-19 immunisation
655,CREST syndrome
656,CSF pressure increased
657,CSF white blood cell count increased
658,CYP2C19 polymorphism
659,CYP3A4 polymorphism
660,Calcinosis
661,Calculus bladder
662,Calculus ureteric
663,Campylobacter gastroenteritis
664,Campylobacter infection
665,Cancer fatigue
666,Cancer in remission
667,Cancer pain
668,Cancer surgery
669,Candida infection
670,Candida pneumonia
671,Candida test positive
672,Capillary disorder
673,Capillary fragility
674,Capillary leak syndrome
675,Carbohydrate antigen 125 increased
676,Carbon dioxide abnormal
677,Carbon dioxide decreased
678,Carbon dioxide increased
679,Carcinoembryonic antigen increased
680,Carcinoid tumour
681,Carcinoid tumour pulmonary
682,Cardiac ablation
683,Cardiac amyloidosis
684,Cardiac assistance device user
685,Cardiac disorder
686,Cardiac failure
687,Cardiac fibrillation
688,Cardiac function test abnormal
689,Cardiac infection
690,Cardiac myxoma
691,Cardiac pacemaker replacement
692,Cardiac perforation
693,Cardiac procedure complication
694,Cardiac stress test abnormal
695,Cardiac tamponade
696,Cardiac valve disease
697,Cardiac ventricular thrombosis
698,Cardio-respiratory arrest
699,Cardiomyopathy
700,Cardiomyopathy acute
701,Cardiomyopathy neonatal
702,Cardiovascular symptom
703,Carditis
704,Carnitine deficiency
705,Carotid arteriosclerosis
706,Carotid artery aneurysm
707,Carotid artery dissection
708,Carotid artery occlusion
709,Carotid artery stenosis
710,Carotid artery thrombosis
711,Carpal tunnel decompression
712,Carpal tunnel syndrome
713,Cartilage atrophy
714,Cast application
715,Castleman's disease
716,Cat scratch disease
717,Cataract
718,Cataract congenital
719,Cataract nuclear
720,Cataract operation
721,Cataract operation complication
722,Cataract subcapsular
723,Catheter management
724,Catheter placement
725,Catheter site cellulitis
726,Catheter site discharge
727,Catheter site haemorrhage
728,Catheter site infection
729,Catheter site inflammation
730,Catheter site pain
731,Catheter site swelling
732,Catheter site thrombosis
733,Catheterisation cardiac
734,Cauda equina syndrome
735,Cellulite
736,Cellulitis
737,Cellulitis orbital
738,Cellulitis staphylococcal
739,Central hypothyroidism
740,Central nervous system haemorrhage
741,Central nervous system infection
742,Central nervous system stimulation
743,Central obesity
744,Central sleep apnoea syndrome
745,Central venous catheter removal
746,Central venous catheterisation
747,Cephalo-pelvic disproportion
748,Cerebellar haematoma
749,Cerebellar hypoplasia
750,Cerebral arteriosclerosis
751,Cerebral artery embolism
752,Cerebral cyst
753,Cerebral haemorrhage neonatal
754,Cerebral small vessel ischaemic disease
755,Cerebral thrombosis
756,Cerebral toxoplasmosis
757,Cerebral vasoconstriction
758,Cerebrovascular accident
759,Cervical cord compression
760,Cervical polyp
761,Cervical radiculopathy
762,Cervical spinal stenosis
763,Cervix carcinoma stage 0
764,Cervix disorder
765,Cervix inflammation
766,Chalazion
767,Change in seizure presentation
768,Change in sustained attention
769,Change of bowel habit
770,Chapped lips
771,Charles Bonnet syndrome
772,Cheilitis
773,Chemical burn
774,Chemical burn of skin
775,Chemical poisoning
776,Chemotherapy
777,Chest X-ray abnormal
778,Chest discomfort
779,Chest injury
780,Chest pain
781,Chest wall haematoma
782,Chest wall mass
783,Chikungunya virus infection
784,Chillblains
785,Chloasma
786,Chloropsia
787,Choking
788,Cholangitis acute
789,Cholangitis sclerosing
790,Cholecystitis acute
791,Cholecystitis chronic
792,Cholecystostomy
793,Cholelithiasis
794,Cholelithotomy
795,Cholinergic rebound syndrome
796,Chondrocalcinosis pyrophosphate
797,Chondromalacia
798,Chondropathy
799,Chordee
800,Chorea
801,Chorioretinal atrophy
802,Chorioretinitis
803,Chorioretinopathy
804,Choroidal effusion
805,Choroidal neovascularisation
806,Chromatopsia
807,Chromaturia
808,Chronic disease
809,Chronic fatigue syndrome
810,Chronic gastritis
811,Chronic gastrointestinal bleeding
812,Chronic granulomatous disease
813,Chronic hepatic failure
814,Chronic hepatitis C
815,Chronic idiopathic pain syndrome
816,Chronic inflammatory demyelinating polyradiculoneuropathy
817,Chronic kidney disease
818,Chronic myeloid leukaemia
819,Chronic myeloid leukaemia recurrent
820,Chronic myeloid leukaemia transformation
821,Chronic obstructive pulmonary disease
822,Chronic respiratory disease
823,Circumcision
824,Circumstance or information capable of leading to medication error
825,Cirrhosis alcoholic
826,Citrobacter infection
827,Claustrophobia
828,Cleft lip
829,Clinical death
830,Clitoral engorgement
831,Clonus
832,Clostridium difficile colitis
833,Clostridium difficile infection
834,Clostridium test positive
835,Cluster headache
836,Coagulation test abnormal
837,Coccidioidomycosis
838,Coccydynia
839,Cochlea implant
840,Coeliac disease
841,Cognitive disorder
842,Cogwheel rigidity
843,Coital bleeding
844,Cold sweat
845,Cold urticaria
846,Colectomy
847,Colitis
848,Colitis ischaemic
849,Colitis microscopic
850,Colitis ulcerative
851,Coloboma
852,Colon adenoma
853,Colon cancer
854,Colon cancer metastatic
855,Colon cancer stage III
856,Colon cancer stage IV
857,Colon dysplasia
858,Colon injury
859,Colon neoplasm
860,Colon operation
861,Colonic abscess
862,Colonic fistula
863,Colonoscopy
864,Colorectal adenocarcinoma
865,Colorectal adenoma
866,Colorectal cancer
867,Colorectal cancer metastatic
868,Colorectal cancer stage II
869,Colostomy
870,Colour blindness
871,Colour vision tests abnormal
872,Colporrhaphy
873,Coma hepatic
874,Coma scale abnormal
875,Complex partial seizures
876,Complex regional pain syndrome
877,Complication associated with device
878,Complication of device insertion
879,Complication of pregnancy
880,Complications of transplanted heart
881,Compression fracture
882,Compulsive cheek biting
883,Compulsive hoarding
884,Compulsive shopping
885,Computerised tomogram abnormal
886,Computerised tomogram head abnormal
887,Computerised tomogram thorax abnormal
888,Concomitant disease aggravated
889,Concussion
890,Condition aggravated
891,Conduct disorder
892,Confabulation
893,Confusional state
894,Congenital anomaly
895,Congenital anomaly in offspring
896,Congenital aortic stenosis
897,Congenital central nervous system anomaly
898,Congenital choroid plexus cyst
899,Congenital cystic kidney disease
900,Congenital cystic lung
901,Congenital foot malformation
902,Congenital gastric anomaly
903,Congenital jaw malformation
904,Congenital megacolon
905,Congenital musculoskeletal anomaly
906,Congenital pulmonary hypertension
907,Congenital pulmonary valve disorder
908,Congenital skin dimples
909,Conjunctival oedema
910,Conjunctivitis viral
911,Constipation
912,Contraindicated device used
913,Contraindicated drug administered
914,Contraindication to medical treatment
915,Contrast media allergy
916,Conversion disorder
917,Convulsion
918,Convulsive threshold lowered
919,Coordination abnormal
920,Corectopia
921,Corneal disorder
922,Corneal dystrophy
923,Corneal perforation
924,Corneal scar
925,Corneal transplant
926,Corona virus infection
927,Coronary artery dissection
928,Coronary artery insufficiency
929,Coronary artery occlusion
930,Coronary artery stenosis
931,Coronary artery thrombosis
932,Coronavirus infection
933,Coronavirus pneumonia
934,Coronavirus test positive
935,Corpora cavernosa surgery
936,Corrective lens user
937,Cortisol abnormal
938,Cortisol decreased
939,Corynebacterium infection
940,Costochondritis
941,Cotard's syndrome
942,Cough
943,Counterfeit product administered
944,Cranial nerve disorder
945,Craniofacial fracture
946,Cranioplasty
947,Creatinine urine decreased
948,Creatinine urine increased
949,Crime
950,Critical illness
951,Crohn's disease
952,Crying
953,Crystal arthropathy
954,Crystal nephropathy
955,Crystal urine present
956,Culture urine positive
957,Cutaneous symptom
958,Cutis laxa
959,Cyanosis central
960,Cycloplegia
961,Cyst
962,Cyst drainage
963,Cyst removal
964,Cystic fibrosis
965,Cystic fibrosis lung
966,Cystic fibrosis related diabetes
967,Cystic fibrosis respiratory infection suppression
968,Cystic lymphangioma
969,Cystitis
970,Cystitis escherichia
971,Cystitis interstitial
972,Cystocele
973,Cystoid macular oedema
974,Cystoscopy
975,Cytogenetic abnormality
976,Cytogenetic analysis abnormal
977,Cytokine release syndrome
978,Cytomegalovirus chorioretinitis
979,Cytomegalovirus colitis
980,Cytomegalovirus test positive
981,Cytopenia
982,Dacryostenosis acquired
983,Dactylitis
984,Dandruff
985,Dandy-Walker syndrome
986,Dark circles under eyes
987,Daydreaming
988,Deafness bilateral
989,Deafness unilateral
990,Death
991,Death of relative
992,Debridement
993,Decreased activity
994,Decreased appetite
995,Decreased interest
996,Decreased vibratory sense
997,Decubitus ulcer
998,Deep brain stimulation
999,Deep vein thrombosis
1000,Deep vein thrombosis postoperative
1001,Defaecation disorder
1002,Defaecation urgency
1003,Degenerative bone disease
1004,Dehydration
1005,Delayed dark adaptation
1006,Delayed delivery
1007,Delirium febrile
1008,Delirium tremens
1009,Delivery
1010,Delusion of grandeur
1011,Delusion of parasitosis
1012,Delusion of replacement
1013,Delusional perception
1014,Dementia
1015,Dementia Alzheimer's type
1016,Dementia with Lewy bodies
1017,Demyelinating polyneuropathy
1018,Demyelination
1019,Dental alveolar anomaly
1020,Dental caries
1021,Dental implantation
1022,Dental restoration failure
1023,Dependence
1024,Dependence on oxygen therapy
1025,Dependence on respirator
1026,Dependent personality disorder
1027,Depressed mood
1028,Depression
1029,Depression suicidal
1030,Derealisation
1031,Dermatitis
1032,Dermatitis acneiform
1033,Dermatitis allergic
1034,Dermatitis atopic
1035,Dermatitis herpetiformis
1036,Dermatitis infected
1037,Dermatofibrosarcoma protuberans
1038,Detoxification
1039,Device adhesion issue
1040,Device alarm issue
1041,Device allergy
1042,Device breakage
1043,Device colour issue
1044,Device connection issue
1045,Device damage
1046,Device defective
1047,Device delivery system issue
1048,Device deployment issue
1049,Device deposit issue
1050,Device difficult to use
1051,Device dislocation
1052,Device dispensing error
1053,Device expulsion
1054,Device failure
1055,Device fastener issue
1056,Device ineffective
1057,Device information output issue
1058,Device infusion issue
1059,Device issue
1060,Device kink
1061,Device loosening
1062,Device material issue
1063,Device mechanical issue
1064,Device occlusion
1065,Device operational issue
1066,Device physical property issue
1067,Device placement issue
1068,Device power source issue
1069,Device related bacteraemia
1070,Device related infection
1071,Device related thrombosis
1072,Device safety feature issue
1073,Device use error
1074,Device use issue
1075,Dextrocardia
1076,Diabetes mellitus
1077,Diabetic coma
1078,Diabetic complication
1079,Diabetic foot
1080,Diabetic ketoacidosis
1081,Diabetic ketoacidotic hyperglycaemic coma
1082,Diabetic metabolic decompensation
1083,Diabetic neuropathy
1084,Diabetic ulcer
1085,Diagnostic procedure
1086,Dialysis
1087,Diaphragmalgia
1088,Diaphragmatic paralysis
1089,Diarrhoea
1090,Diarrhoea haemorrhagic
1091,Diastolic dysfunction
1092,Diet refusal
1093,Differentiation syndrome
1094,Diffuse large B-cell lymphoma
1095,Diffuse large B-cell lymphoma recurrent
1096,Diffuse large B-cell lymphoma stage IV
1097,Diplegia
1098,Diplopia
1099,Discharge
1100,Discoloured vomit
1101,Discomfort
1102,Discouragement
1103,Disease complication
1104,Disease progression
1105,Disease recurrence
1106,Disorganised speech
1107,Disruptive mood dysregulation disorder
1108,Dissociation
1109,Dissociative identity disorder
1110,Distractibility
1111,Disturbance in attention
1112,Disturbance in sexual arousal
1113,Diverticular perforation
1114,Diverticulitis
1115,Diverticulum
1116,Diverticulum intestinal haemorrhagic
1117,Divorced
1118,Dizziness
1119,Dizziness exertional
1120,Dizziness postural
1121,Dopamine transporter scintigraphy abnormal
1122,Double stranded DNA antibody positive
1123,Drainage
1124,Dreamy state
1125,Drooling
1126,Dropped head syndrome
1127,Drowning
1128,Drug administered at inappropriate site
1129,Drug administered in wrong device
1130,Drug administered to patient of inappropriate age
1131,Drug administration error
1132,Drug clearance decreased
1133,Drug delivery device implantation
1134,Drug delivery system issue
1135,Drug delivery system malfunction
1136,Drug dependence
1137,Drug detoxification
1138,Drug dispensed to wrong patient
1139,Drug dispensing error
1140,Drug diversion
1141,Drug dose omission
1142,Drug dose omission by device
1143,Drug effect decreased
1144,Drug effect delayed
1145,Drug effect incomplete
1146,Drug effect increased
1147,Drug effect prolonged
1148,Drug effect variable
1149,Drug effective for unapproved indication
1150,Drug exposure before pregnancy
1151,Drug ineffective
1152,Drug interaction
1153,Drug intolerance
1154,Drug level abnormal
1155,Drug level above therapeutic
1156,Drug level changed
1157,Drug level decreased
1158,Drug metabolite level high
1159,Drug monitoring procedure incorrectly performed
1160,Drug monitoring procedure not performed
1161,Drug prescribing error
1162,Drug rehabilitation
1163,Drug screen
1164,Drug screen false positive
1165,Drug screen negative
