index_pt,pt
156,Amino acid level abnormal
157,Amniocentesis abnormal
158,Amniorrhoea
159,Amniotic fluid volume decreased
160,Amoebiasis
161,Amylase abnormal
162,Amyloidosis
163,Anaemia
164,Anaemia megaloblastic
165,Anaemia vitamin B12 deficiency
166,Anaesthetic complication
167,Anaesthetic complication neurological
168,Anal cancer
169,Anal erosion
170,Anal fissure
171,Anal haemorrhage
172,Anal hypoaesthesia
173,Anal inflammation
174,Anal injury
175,Anal pruritus
176,Anal ulcer
177,Analgesic drug level increased
178,Anamnestic reaction
179,Anaphylactic reaction
180,Anaphylactic shock
181,Anaphylactoid reaction
182,Anaphylactoid shock
183,Anaplastic astrocytoma
184,Anaplastic large cell lymphoma T- and null-cell types
185,Anaplastic large-cell lymphoma
186,Anaplastic thyroid cancer
187,Anastomotic haemorrhage
188,Anastomotic leak
189,Anastomotic stenosis
190,Anastomotic ulcer
191,Aneurysm repair
192,Angina bullosa haemorrhagica
193,Angina unstable
194,Angiocardiogram
195,Angioedema
196,Angiofibroma
197,Angiogram
198,Angiogram abnormal
199,Angioimmunoblastic T-cell lymphoma
200,Angiokeratoma
201,Angiolymphoid hyperplasia with eosinophilia
202,Angiopathy
203,Angiosarcoma
204,Anhidrosis
205,Anisocytosis
206,Ankle deformity
207,Ankylosing spondylitis
208,Anorectal discomfort
209,Anorectal disorder
210,Anosmia
211,Anterior chamber flare
212,Anterior chamber inflammation
213,Anterior spinal artery syndrome
214,Anti factor Xa activity decreased
215,Anti-GAD antibody positive
216,Anti-JC virus antibody index
217,Anti-erythrocyte antibody positive
218,Anti-erythropoietin antibody positive
219,Anti-glomerular basement membrane disease
220,Anti-interferon antibody positive
221,Anti-neutrophil cytoplasmic antibody positive vasculitis
222,Anti-thyroid antibody
223,Antibiotic level above therapeutic
224,Antibiotic level below therapeutic
225,Antibiotic therapy
226,Antibody test
227,Antibody test abnormal
228,Antibody test negative
229,Antibody test positive
230,Anticipatory anxiety
231,Anticoagulation drug level abnormal
232,Anticoagulation drug level above therapeutic
233,Anticoagulation drug level below therapeutic
234,Anticoagulation drug level decreased
235,Anticoagulation drug level increased
236,Anticonvulsant drug level below therapeutic
237,Anticonvulsant drug level increased
238,Antinuclear antibody
239,Antinuclear antibody increased
240,Antiphospholipid antibodies positive
241,Antiphospholipid syndrome
242,Antisynthetase syndrome
243,Aortic aneurysm
244,Aortic aneurysm repair
245,Aortic calcification
246,Aortic disorder
247,Aortic intramural haematoma
248,Aortic rupture
249,Aortic valve prolapse
250,Aortic valve repair
251,Aortitis
252,Apgar score abnormal
253,Aphagia
254,Aphonia
255,Aplasia
256,Aplasia pure red cell
257,Aplastic anaemia
258,Apocrine breast carcinoma
259,Appendiceal abscess
260,Appendix cancer
261,Application site acne
262,Application site bruise
263,Application site burn
264,Application site cellulitis
265,Application site dermatitis
266,Application site discharge
267,Application site discomfort
268,Application site erosion
269,Application site erythema
270,Application site exfoliation
271,Application site haemorrhage
272,Application site hypersensitivity
273,Application site hypoaesthesia
274,Application site infection
275,Application site inflammation
276,Application site irritation
277,Application site laceration
278,Application site mass
279,Application site pain
280,Application site papules
281,Application site paraesthesia
282,Application site pruritus
283,Application site rash
284,Application site reaction
285,Application site scab
286,Application site scar
287,Application site swelling
288,Application site ulcer
289,Application site urticaria
290,Application site vesicles
291,Application site warmth
292,Arm amputation
293,Arrhythmic storm
294,Arterial bypass operation
295,Arterial haemorrhage
296,Arterial injury
297,Arterial insufficiency
298,Arterial rupture
299,Arterial stent insertion
300,Arterial therapeutic procedure
301,Arteriovenous fistula
302,Arteriovenous fistula site complication
303,Arteriovenous fistula site haemorrhage
304,Arteriovenous fistula site infection
305,Arteriovenous malformation
306,Arteritis
307,Arthralgia
308,Arthritis bacterial
309,Arthritis enteropathic
310,Arthritis infective
311,Arthritis reactive
312,Arthropathy
313,Arthropod sting
314,Arthroscopic surgery
315,Arthroscopy
316,Articular calcification
317,Artificial menopause
318,Asbestosis
319,Aspartate aminotransferase increased
320,Aspergillus infection
321,Aspiration bone marrow abnormal
322,Aspiration joint
323,Aspiration pleural cavity
324,Asplenia
325,Asthenia
326,Asthenopia
327,Asthenospermia
328,Asthma
329,Asthmatic crisis
330,"Astrocytoma, low grade"
331,Asymptomatic COVID-19
332,Atelectasis
333,Atheroembolism
334,Atonic seizures
335,Atopy
336,Atrial fibrillation
337,Atrial flutter
338,Atrial septal defect repair
339,Atrial thrombosis
340,Atrioventricular dissociation
341,Atrophic glossitis
342,Atrophic vulvovaginitis
343,Atrophy
344,Atrophy of globe
345,Atypical femur fracture
346,Atypical fracture
347,Atypical haemolytic uraemic syndrome
348,Atypical mycobacterial infection
349,Atypical mycobacterium test positive
350,Auditory disorder
351,Auricular swelling
352,Autoimmune arthritis
353,Autoimmune colitis
354,Autoimmune dermatitis
355,Autoimmune disorder
356,Autoimmune enteropathy
357,Autoimmune hepatitis
358,Autoimmune hypothyroidism
359,Autoimmune lymphoproliferative syndrome
360,Autoimmune myositis
361,Autoimmune neutropenia
362,Autoimmune pancreatitis
363,Autoimmune retinopathy
364,Autoinflammatory disease
365,Aversion
366,Avulsion fracture
367,Axial spondyloarthritis
368,Axillary pain
369,Axillary vein thrombosis
370,Azotaemia
371,B precursor type acute leukaemia
372,B-cell lymphoma
373,B-cell lymphoma recurrent
374,B-cell lymphoma stage I
375,B-cell small lymphocytic lymphoma
376,B-lymphocyte count abnormal
377,B-lymphocyte count decreased
378,BK virus infection
379,BRAF gene mutation
380,BRASH syndrome
381,BRCA2 gene mutation
382,Bacillus bacteraemia
383,Back pain
384,Bacterial abdominal infection
385,Bacterial colitis
386,Bacterial diarrhoea
387,Bacterial disease carrier
388,Bacterial food poisoning
389,Bacterial infection
390,Bacterial prostatitis
391,Bacterial pyelonephritis
392,Bacterial sepsis
393,Bacterial translocation
394,Bacteroides infection
395,Balanitis candida
396,Balanoposthitis
397,Bartholin's abscess
398,Basal cell carcinoma
399,Basal ganglia haematoma
400,Basal ganglia haemorrhage
401,Basal ganglia stroke
402,Basedow's disease
403,Basilar artery aneurysm
404,Basosquamous carcinoma
405,Bed rest
406,Behcet's syndrome
407,Bell's palsy
408,Benign bone neoplasm
409,Benign breast neoplasm
410,Benign ethnic neutropenia
411,Benign hepatic neoplasm
412,Benign hydatidiform mole
413,Benign intracranial hypertension
414,Benign neoplasm
415,Benign neoplasm of adrenal gland
416,Benign ovarian tumour
417,Benign renal neoplasm
418,Benign salivary gland neoplasm
419,Benign spleen tumour
420,Beta 2 microglobulin increased
421,Beta haemolytic streptococcal infection
422,Bicytopenia
423,Bile duct cancer
424,Bile duct stenosis
425,Bile duct stone
426,Biliary anastomosis complication
427,Biliary cirrhosis
428,Biliary cyst
429,Biliary dilatation
430,Biliary tract disorder
431,Biliary tract infection
432,Bilirubin conjugated abnormal
433,Bilirubin conjugated increased
434,Biloma
435,Biopsy
436,Biopsy bone marrow
437,Biopsy kidney
438,Biopsy kidney abnormal
439,Biopsy liver
440,Biopsy liver abnormal
441,Biopsy lung
442,Biopsy lung abnormal
443,Biopsy lymph gland
444,Biopsy site unspecified abnormal
445,Biopsy skin
446,Birth mark
447,Bladder cancer
448,Bladder cancer recurrent
449,"Bladder cancer stage I, with cancer in situ"
450,Bladder cancer stage III
451,Bladder cancer stage IV
452,Bladder diverticulum
453,Bladder dysfunction
454,Bladder injury
455,Bladder neoplasm
456,Bladder operation
457,Bladder pain
458,Bladder papilloma
459,Bladder perforation
460,Bladder sphincter atony
461,Bladder tamponade
462,Bladder transitional cell carcinoma stage III
463,Blast cell count increased
464,Blast cell crisis
465,Blast cells present
466,Blast crisis in myelogenous leukaemia
467,Blastic plasmacytoid dendritic cell neoplasia
468,Blastomycosis
469,Bleeding time abnormal
470,Bleeding varicose vein
471,Blepharitis
472,Blepharochalasis
473,Blepharoplasty
474,Blighted ovum
475,Blindness
476,Blindness cortical
477,Blindness transient
478,Blindness unilateral
479,Blister
480,Blister infected
481,Blood 25-hydroxycholecalciferol decreased
482,Blood HIV RNA increased
483,Blood albumin abnormal
484,Blood albumin decreased
485,Blood alkaline phosphatase abnormal
486,Blood alkaline phosphatase decreased
487,Blood bilirubin abnormal
488,Blood bilirubin decreased
489,Blood bilirubin increased
490,Blood blister
491,Blood brain barrier defect
492,Blood calcitonin increased
493,Blood calcium abnormal
494,Blood calcium increased
495,Blood carbon monoxide increased
496,Blood chloride abnormal
497,Blood chloride increased
498,Blood cholesterol abnormal
499,Blood cholesterol decreased
500,Blood cholesterol increased
501,Blood chromogranin A increased
502,Blood corticotrophin abnormal
503,Blood corticotrophin decreased
504,Blood corticotrophin increased
505,Blood count abnormal
506,Blood creatine abnormal
507,Blood creatine decreased
508,Blood creatine increased
509,Blood creatine phosphokinase MB increased
510,Blood creatine phosphokinase abnormal
511,Blood creatinine decreased
512,Blood creatinine increased
513,Blood culture positive
514,Blood disorder
515,Blood electrolytes abnormal
516,Blood electrolytes decreased
517,Blood fibrinogen decreased
518,Blood fibrinogen increased
519,Blood follicle stimulating hormone abnormal
520,Blood follicle stimulating hormone decreased
521,Blood gastrin increased
522,Blood glucose decreased
523,Blood glucose increased
524,Blood growth hormone abnormal
525,Blood growth hormone increased
526,Blood homocysteine increased
527,Blood immunoglobulin A increased
528,Blood immunoglobulin G decreased
529,Blood immunoglobulin M decreased
530,Blood insulin decreased
531,Blood insulin increased
532,Blood iron decreased
533,Blood iron increased
534,Blood ketone body increased
535,Blood ketone body present
536,Blood lactate dehydrogenase abnormal
537,Blood lactate dehydrogenase decreased
538,Blood magnesium increased
539,Blood oestrogen decreased
540,Blood parathyroid hormone abnormal
541,Blood parathyroid hormone increased
542,Blood phosphorus abnormal
543,Blood phosphorus increased
544,Blood potassium abnormal
545,Blood potassium increased
546,Blood pressure decreased
547,Blood pressure diastolic increased
548,Blood pressure immeasurable
549,Blood pressure inadequately controlled
550,Blood pressure normal
551,Blood pressure orthostatic abnormal
552,Blood pressure orthostatic decreased
553,Blood product transfusion dependent
554,Blood sodium decreased
555,Blood test
556,Blood test abnormal
557,Blood testosterone abnormal
558,Blood testosterone decreased
559,Blood testosterone increased
560,Blood thyroid stimulating hormone abnormal
561,Blood thyroid stimulating hormone decreased
562,Blood thyroid stimulating hormone normal
563,Blood triglycerides abnormal
564,Blood triglycerides increased
565,Blood urea increased
566,Blood urea nitrogen/creatinine ratio increased
567,Blood uric acid abnormal
568,Blood uric acid increased
569,Blood urine
570,Blood urine present
571,Blood viscosity abnormal
572,Blood viscosity decreased
573,Blood viscosity increased
574,Bloody discharge
575,Bloody peritoneal effluent
576,Blue toe syndrome
577,Body fat disorder
578,Body height below normal
579,Body height increased
580,Body surface area increased
581,Body temperature
582,Body temperature abnormal
583,Body temperature decreased
584,Body temperature increased
585,Bone abscess
586,Bone atrophy
587,Bone callus excessive
588,Bone cancer
589,Bone cancer metastatic
590,Bone contusion
591,Bone cyst
592,Bone decalcification
593,Bone deformity
594,Bone demineralisation
595,Bone density abnormal
596,Bone density decreased
597,Bone density increased
598,Bone development abnormal
599,Bone disorder
600,Bone erosion
601,Bone fissure
602,Bone fistula
603,Bone graft
604,Bone hyperpigmentation
605,Bone hypertrophy
606,Bone infarction
607,Bone lesion
608,Bone loss
609,Bone marrow failure
610,Bone marrow infiltration
611,Bone marrow myelogram abnormal
612,Bone marrow necrosis
613,Bone marrow toxicity
614,Bone marrow transplant
615,Bone neoplasm
616,Bone operation
617,Bone pain
618,Bone sequestrum
619,Bone swelling
620,Bone tuberculosis
621,Botulism
622,Bowel movement irregularity
623,Bowen's disease
624,Brain abscess
625,Brain cancer metastatic
626,Brain lobectomy
627,Brain mass
628,Brain natriuretic peptide abnormal
629,Brain natriuretic peptide increased
630,Brain neoplasm
631,Brain neoplasm benign
632,Brain neoplasm malignant
633,Brain operation
634,Brain stem infarction
635,Brain stem thrombosis
636,Brain tumour operation
637,Breakthrough COVID-19
638,Breakthrough haemolysis
639,Breakthrough pain
640,Breast abscess
641,Breast cancer
642,Breast cancer female
643,Breast cancer in situ
644,Breast cancer male
645,Breast cancer recurrent
646,Breast cancer stage I
647,Breast cancer stage II
648,Breast cancer stage III
649,Breast cancer stage IV
650,Breast cyst
651,Breast discharge
652,Breast discolouration
653,Breast disorder female
654,Breast dysplasia
655,Breast enlargement
656,Breast haematoma
657,Breast inflammation
658,Breast injury
659,Breast mass
660,Breast neoplasm
661,Breast oedema
662,Breast operation
663,Breast pain
664,Breast reconstruction
665,Breast swelling
666,Breast tenderness
667,Breath alcohol test positive
668,Breath sounds
669,Bronchial carcinoma
670,Bronchial disorder
671,Bronchial fistula
672,Bronchial irritation
673,Bronchial secretion retention
674,Bronchial wall thickening
675,Bronchiolitis obliterans syndrome
676,Bronchitis chronic
677,Bronchitis viral
678,Bronchomalacia
679,Bronchopneumopathy
680,Bronchopulmonary aspergillosis allergic
681,Bronchoscopy
682,Bronchostenosis
683,Brow ptosis
684,Buccal mucosal roughening
685,Bulbar palsy
686,Burkholderia test positive
687,Burn oral cavity
688,Burning feet syndrome
689,Burning sensation
690,Burns first degree
691,Burns second degree
692,Burns third degree
693,Bursitis infective
694,Butterfly rash
695,C-reactive protein
696,C-reactive protein abnormal
697,C-reactive protein increased
698,C-telopeptide increased
699,CAR T-cell-related encephalopathy syndrome
700,CD4 lymphocytes abnormal
701,CD4 lymphocytes decreased
702,CD4 lymphocytes increased
703,CD8 lymphocytes decreased
704,CNS ventriculitis
705,COVID-19
706,COVID-19 immunisation
707,CSF pressure increased
708,Calcification of muscle
709,Calcinosis
710,Calcium metabolism disorder
711,Calculus bladder
712,Campylobacter gastroenteritis
713,Campylobacter infection
714,Cancer fatigue
715,Cancer in remission
716,Cancer pain
717,Cancer surgery
718,Candida infection
719,Candida pneumonia
720,Candida sepsis
721,Candida test positive
722,Capillary disorder
723,Capillary fragility
724,Capillary leak syndrome
725,Carbohydrate antigen 125 increased
726,Carbohydrate antigen 15-3 increased
727,Carbon dioxide abnormal
728,Carbon dioxide decreased
729,Carbon dioxide increased
730,Carcinoembryonic antigen increased
731,Carcinogenicity
732,Carcinoid heart disease
733,Carcinoid tumour
734,Cardiac ablation
735,Cardiac amyloidosis
736,Cardiac assistance device user
737,Cardiac disorder
738,Cardiac dysfunction
739,Cardiac failure
740,Cardiac failure high output
741,Cardiac fibrillation
742,Cardiac function test abnormal
743,Cardiac infection
744,Cardiac myxoma
745,Cardiac pacemaker battery replacement
746,Cardiac pacemaker insertion
747,Cardiac pacemaker replacement
748,Cardiac perforation
749,Cardiac procedure complication
750,Cardiac sarcoidosis
751,Cardiac stress test
752,Cardiac stress test abnormal
753,Cardiac tamponade
754,Cardiac valve disease
755,Cardiac valve replacement complication
756,Cardiac valve sclerosis
757,Cardiac valve vegetation
758,Cardiac ventricular thrombosis
759,Cardioactive drug level increased
760,Cardiolipin antibody positive
761,Cardiomyopathy
762,Cardiomyopathy acute
763,Cardiorenal syndrome
764,Cardiotoxicity
765,Cardiovascular disorder
766,Carditis
767,Carnitine deficiency
768,Carotid arteriosclerosis
769,Carotid artery dissection
770,Carotid artery occlusion
771,Carotid artery stenosis
772,Carotid artery thrombosis
773,Carpal tunnel decompression
774,Carpal tunnel syndrome
775,Cast application
776,Castleman's disease
777,Cat scratch disease
778,Cataract
779,Cataract cortical
780,Cataract nuclear
781,Cataract operation
782,Cataract operation complication
783,Cataract subcapsular
784,Catarrh
785,Catheter management
786,Catheter placement
787,Catheter site cellulitis
788,Catheter site erosion
789,Catheter site haemorrhage
790,Catheter site infection
791,Catheter site inflammation
792,Catheter site irritation
793,Catheter site pain
794,Catheter site pruritus
795,Catheter site related reaction
796,Catheter site thrombosis
797,Catheterisation cardiac
798,Catheterisation cardiac abnormal
799,Cauda equina syndrome
800,Cavernous sinus thrombosis
801,Cell marker increased
802,Cellulite
803,Cellulitis
804,Cellulitis orbital
805,Cellulitis staphylococcal
806,Central hypothyroidism
807,Central nervous system haemorrhage
808,Central nervous system infection
809,Central nervous system inflammation
810,Central nervous system lesion
811,Central nervous system leukaemia
812,Central nervous system lymphoma
813,Central nervous system necrosis
814,Central nervous system neoplasm
815,Central obesity
816,Central serous chorioretinopathy
817,Central venous catheter removal
818,Central venous catheterisation
819,Cerebellar ischaemia
820,Cerebral amyloid angiopathy
821,Cerebral artery embolism
822,Cerebral aspergillosis
823,Cerebral calcification
824,Cerebral cyst
825,Cerebral fungal infection
826,Cerebral haemorrhage
827,Cerebral infarction
828,Cerebral small vessel ischaemic disease
829,Cerebral thrombosis
830,Cerebral toxoplasmosis
831,Cerebral vasoconstriction
832,Cerebral venous sinus thrombosis
833,Cerebral ventricular rupture
834,Cerebrovascular accident
835,Cerebrovascular insufficiency
836,Cervical conisation
837,Cervical dilatation
838,Cervical polyp
839,Cervicitis
840,Cervix carcinoma stage I
841,Cervix carcinoma stage II
842,Cervix disorder
843,Cervix neoplasm
844,Chalazion
845,Change of bowel habit
846,Chapped lips
847,Charles Bonnet syndrome
848,Cheilitis
849,Chemical burn
850,Chemical burn of skin
851,Chemical burns of eye
852,Chemical peritonitis
853,Chemotherapeutic drug level increased
854,Chemotherapy
855,Chemotherapy toxicity attenuation
856,Chest X-ray abnormal
857,Chest discomfort
858,Chest injury
859,Chest pain
860,Chest tube insertion
861,Chest wall abscess
862,Chest wall mass
863,Chest wall tumour
864,Chikungunya virus infection
865,Chillblains
866,Chloroma
867,Chloropsia
868,Choking
869,Cholangitis acute
870,Cholangitis infective
871,Cholangitis sclerosing
872,Cholecystitis acute
873,Cholecystitis chronic
874,Cholelithiasis
875,Cholelithotomy
876,Cholesteatoma
877,Choluria
878,Chondrocalcinosis
879,Chondrocalcinosis pyrophosphate
880,Chondrolysis
881,Chondropathy
882,Chondrosarcoma
883,Chorioretinal atrophy
884,Chorioretinitis
885,Chorioretinopathy
886,Choroidal effusion
887,Choroidal neovascularisation
888,Chromatopsia
889,Chromaturia
890,Chronic allograft nephropathy
891,Chronic cutaneous lupus erythematosus
892,Chronic disease
893,Chronic graft versus host disease
894,Chronic graft versus host disease in skin
895,Chronic hepatic failure
896,Chronic hepatitis
897,Chronic hepatitis B
898,Chronic hepatitis C
899,Chronic inflammatory demyelinating polyradiculoneuropathy
900,Chronic leukaemia
901,Chronic lymphocytic leukaemia
902,Chronic lymphocytic leukaemia recurrent
903,Chronic myeloid leukaemia
904,Chronic myeloid leukaemia recurrent
905,Chronic myeloid leukaemia transformation
906,Chronic myelomonocytic leukaemia
907,Chronic obstructive pulmonary disease
908,Chronic pigmented purpura
909,Chronic respiratory disease
910,Chronic throat clearing
911,Chylothorax
912,Circumcision
913,Circumstance or information capable of leading to device use error
914,Circumstance or information capable of leading to medication error
915,Cirrhosis alcoholic
916,Citrobacter infection
917,Clinically isolated syndrome
918,Clonal evolution
919,Clostridial sepsis
920,Clostridium bacteraemia
921,Clostridium difficile colitis
922,Clostridium difficile infection
923,Coagulation factor decreased
924,Coagulation factor deficiency
925,Coagulation test abnormal
926,Coagulation time abnormal
927,Coccidioidomycosis
928,Coccydynia
929,Coital bleeding
930,Cold sweat
931,Colectomy
932,Colectomy total
933,Colitis
934,Colitis ulcerative
935,Colon adenoma
936,Colon cancer
937,Colon cancer metastatic
938,Colon cancer recurrent
939,Colon cancer stage I
940,Colon cancer stage II
941,Colon cancer stage III
942,Colon cancer stage IV
943,Colon dysplasia
944,Colon injury
945,Colon neoplasm
946,Colon operation
947,Colonic abscess
948,Colonic fistula
949,Colonoscopy
950,Colonoscopy abnormal
951,Colopathy
952,Colorectal adenocarcinoma
953,Colorectal cancer
954,Colorectal cancer metastatic
955,Colorectal cancer recurrent
956,Colorectal cancer stage II
957,Colorectal cancer stage III
958,Colorectal cancer stage IV
959,Colorectal carcinoma stage 0
960,Colostomy
961,Colour blindness
962,Colour blindness acquired
963,Colposcopy
964,Coma hepatic
965,Combined immunodeficiency
966,Combined pulmonary fibrosis and emphysema
967,Complication associated with device
968,Complication of delivery
969,Complication of device insertion
970,Complication of device removal
971,Complication of pregnancy
972,Complications of transplant surgery
973,Complications of transplanted heart
974,Complications of transplanted kidney
975,Complications of transplanted liver
976,Complications of transplanted lung
977,Compression fracture
978,Computerised tomogram abnormal
979,Computerised tomogram thorax abnormal
980,Concomitant disease aggravated
981,Concomitant disease progression
982,Condition aggravated
983,Congenital bowing of long bones
984,Congenital cystic kidney disease
985,Congenital cytomegalovirus infection
986,Congenital eye disorder
987,Congenital eyelid malformation
988,Congenital intestinal malformation
989,Congenital neurological disorder
990,Congenital renal disorder
991,Congenital teratoma
992,Congenital umbilical hernia
993,Conjunctival disorder
994,Conjunctival filtering bleb leak
995,Conjunctival hyperaemia
996,Conjunctival oedema
997,Conjunctivitis bacterial
998,Conjunctivitis viral
999,Contact lens intolerance
1000,Contracted bladder
1001,Contraindicated device used
1002,Contraindication to medical treatment
1003,Contraindication to vaccination
1004,Contrast encephalopathy
1005,Contrast media allergy
1006,Convulsion
1007,Coombs direct test positive
1008,Coombs negative haemolytic anaemia
1009,Coombs test positive
1010,Corneal degeneration
1011,Corneal disorder
1012,Corneal epithelium defect
1013,Corneal erosion
1014,Corneal infection
1015,Corneal lesion
1016,Corneal oedema
1017,Corneal perforation
1018,Corneal scar
1019,Corneal transplant
1020,Corona virus infection
1021,Coronary angioplasty
1022,Coronary artery dilatation
1023,Coronary artery disease
1024,Coronary artery dissection
1025,Coronary artery embolism
1026,Coronary artery insufficiency
1027,Coronary artery occlusion
1028,Coronary artery reocclusion
1029,Coronary artery stenosis
1030,Coronary artery thrombosis
1031,Coronary revascularisation
1032,Coronavirus infection
1033,Coronavirus pneumonia
1034,Coronavirus test positive
1035,Corpora cavernosa surgery
1036,Corrective lens user
1037,Cortical dysplasia
1038,Cortisol decreased
1039,Corynebacterium infection
1040,Costochondritis
1041,Costovertebral angle tenderness
1042,Cough
1043,Counterfeit product administered
1044,Cow's milk intolerance
1045,Cranial nerve disorder
1046,Craniectomy
1047,Craniopharyngioma
1048,Craniotomy
1049,Creatinine renal clearance abnormal
1050,Creatinine urine increased
1051,Crepitations
1052,Crime
1053,Critical illness
1054,Crohn's disease
1055,Cross sensitivity reaction
1056,Croup infectious
1057,Cryoglobulinaemia
1058,Cryptococcal cutaneous infection
1059,Cryptococcal fungaemia
1060,Cryptosporidiosis infection
1061,Crystal nephropathy
1062,Culture positive
1063,Culture urine positive
1064,Cushingoid
1065,Cutaneous symptom
1066,Cutaneous tuberculosis
1067,Cyanopsia
1068,Cyanosis central
1069,Cyst
1070,Cyst removal
1071,Cystic fibrosis
1072,Cystic fibrosis lung
1073,Cystic fibrosis respiratory infection suppression
1074,Cystitis
1075,Cystitis escherichia
1076,Cystitis radiation
1077,Cystitis viral
1078,Cystocele
1079,Cystoid macular oedema
1080,Cytogenetic abnormality
1081,Cytogenetic analysis abnormal
1082,Cytokine release syndrome
1083,Cytokine storm
1084,Cytomegalovirus chorioretinitis
1085,Cytomegalovirus colitis
1086,Cytomegalovirus enterocolitis
1087,Cytomegalovirus gastrointestinal infection
1088,Cytomegalovirus hepatitis
1089,Cytomegalovirus infection
1090,Cytomegalovirus infection reactivation
1091,Cytomegalovirus nephritis
1092,Cytomegalovirus test positive
1093,Cytopenia
1094,Cytotoxic oedema
1095,DNA antibody positive
1096,Dacryocystitis
1097,Dacryostenosis acquired
1098,Dandruff
1099,Dandy-Walker syndrome
1100,Dark circles under eyes
1101,Daydreaming
1102,Deafness bilateral
1103,Deafness permanent
1104,Deafness unilateral
1105,Death
1106,Debridement
1107,Decreased activity
1108,Decreased appetite
1109,Decreased gait velocity
1110,Decreased immune responsiveness
1111,Decreased insulin requirement
1112,Deep vein thrombosis
1113,Deep vein thrombosis postoperative
1114,Defaecation urgency
1115,Deformity thorax
1116,Degenerative bone disease
1117,Dehydration
1118,Delayed delivery
1119,Delayed puberty
1120,Delivery
1121,Dementia
