index_pt,pt
788,Haemangioma congenital
1585,Subcutaneous drug absorption impaired
66,Alcohol rehabilitation
1042,Lacrimal disorder
1037,Kyphosis
949,Inflammatory pain
25,Acquired claw toe
1139,Mononeuropathy
583,"Ear, nose and throat infection"
152,Atrophy of globe
338,Cast application
953,Infusion
153,Attention-seeking behaviour
1541,Solar dermatitis
1160,Myasthenic syndrome
17,Accidental poisoning
469,Cystitis escherichia
553,Drug screen
286,Breast enlargement
595,Emotional poverty
204,Blood albumin decreased
1447,Red blood cell abnormality
501,Dependence on oxygen therapy
1175,Nasal injury
1652,Tooth repair
140,Arteriosclerosis
88,Anal incontinence
275,Breast abscess
1400,Product leakage
134,Application site reaction
844,Herpes ophthalmic
1636,Thyroid cancer
604,Endophthalmitis
1268,Oxygen saturation decreased
5,Abdominal neoplasm
1213,Obstruction
673,Fallopian tube cyst
1236,Oncologic complication
1052,Lateral medullary syndrome
294,Breast prosthesis user
1045,Langerhans' cell histiocytosis
743,Gastrointestinal sounds abnormal
388,Chronic hepatitis C
57,Adnexal torsion
139,Arterial insufficiency
858,Human papilloma virus test positive
1606,Systemic mycosis
387,Chronic hepatic failure
89,Anal inflammation
1321,Perivascular dermatitis
226,Blood immunoglobulin G abnormal
1721,Vulval ulceration
187,Bilirubin conjugated abnormal
1205,Non-consummation
1407,Product substitution
1566,Spontaneous ejaculation
813,Hand fracture
1140,Morbid thoughts
191,Biopsy liver
507,Dermatofibrosarcoma protuberans
227,Blood oestrogen decreased
1074,Liquid product physical issue
442,Corona virus infection
812,Halo vision
85,Anal cancer
1633,Thrombophlebitis superficial
806,Hair disorder
194,Bladder irritation
607,Endovenous ablation
1713,Visual acuity reduced
608,Energy increased
1533,Sleep talking
776,Glucose urine present
1027,Joint surgery
1427,Pulse absent
328,Cardiac stress test abnormal
860,Hyperammonaemia
347,Central sleep apnoea syndrome
703,Food aversion
435,Contraindication to medical treatment
87,Anal haemorrhage
53,Administration site pruritus
363,Cervix carcinoma stage 0
1674,Tunnel vision
1278,Pancreatic disorder
381,Chorioretinopathy
1560,Splenic rupture
1040,Lack of injection site rotation
540,Double inlet left ventricle
1417,Proteus infection
1136,Mitral valve repair
1203,Non-alcoholic steatohepatitis
751,Generalised tonic-clonic seizure
1347,Pneumonia
685,Feelings of worthlessness
1338,Physiotherapy
1480,Right ventricular systolic pressure increased
201,Blindness cortical
819,Heart rate increased
260,Bone neoplasm
349,Central venous catheterisation
763,Gingival recession
23,Acne cystic
593,Embolism
677,Fanconi syndrome acquired
1086,Lower gastrointestinal haemorrhage
1608,Tachyphrenia
389,Chronic kidney disease
838,Hepatitis toxic
48,Adjustment disorder with depressed mood
652,Eye injury
1383,Procedural pain
1153,Muscle fatigue
1397,Product distribution issue
168,Bankruptcy
554,Drug screen false positive
492,Dehydration
950,Influenza
71,Allergic cough
855,Hostility
208,Blood calcium abnormal
1450,Refusal of treatment by patient
1451,Rehabilitation therapy
1005,Intestinal ischaemia
850,Hodgkin's disease
1156,Muscle tightness
281,Breast cancer stage III
506,Dermatitis atopic
783,Grimacing
1015,Iritis
244,Blood urea increased
854,Hospice care
277,Breast cancer female
1032,Kidney infection
528,Diarrhoea haemorrhagic
1301,Parotitis
466,Cystic fibrosis
829,Hepatic cyst
1396,Product dispensing issue
790,Haematological infection
1454,Renal failure acute
1207,Nonspecific reaction
704,Food poisoning
1177,Nasal operation
808,Hair texture abnormal
874,Hypersomnia
1170,Nail discolouration
1439,Rebound effect
515,Device occlusion
1685,Urinary tract disorder
343,Catheterisation cardiac
624,Erection increased
106,Anticoagulation drug level above therapeutic
298,Bronchiectasis
997,Intermenstrual bleeding
497,Dementia Alzheimer's type
1123,Menometrorrhagia
764,Gingival swelling
777,Gluten sensitivity
1419,Pseudodementia
1325,Petit mal epilepsy
72,Allergic reaction to excipient
342,Catheter site haemorrhage
1334,Photophobia
1717,Vomiting
301,Bronchopulmonary dysplasia
995,Intercepted product selection error
1481,Rosacea
142,Arthralgia
940,Infected dermal cyst
1255,Oropharyngeal candidiasis
163,Back pain
1176,Nasal obstruction
559,Drug withdrawal syndrome neonatal
408,Colon cancer metastatic
1536,Small for dates baby
1650,Tooth abscess
251,Body temperature decreased
368,Cheilitis
951,Influenza like illness
1731,Weight decreased
560,Dry skin
403,Colitis
955,Infusion related reaction
154,Atypical femur fracture
1572,Staphylococcal bacteraemia
727,Gastric infection
692,Flank pain
1122,Meningitis viral
991,Intentional self-injury
736,Gastrointestinal haemorrhage
1505,Sepsis
1335,Photosensitivity reaction
212,Blood cholesterol increased
588,Electrocardiogram PR prolongation
1019,Jaundice cholestatic
6,Abdominal operation
1373,Postoperative wound infection
444,Coronary artery occlusion
883,Hypoacusis
406,Colitis ulcerative
246,Blood urine present
1453,Renal colic
697,Flushing
895,Hypovitaminosis
809,Hallucination
519,Device related infection
1142,Mouth swelling
1311,Performance status decreased
1394,Product delivery mechanism issue
1287,Parainfluenzae virus infection
102,Anorectal infection
352,Cerebral arteriosclerosis
1314,Periodic limb movement disorder
1341,Pilonidal cyst
31,Acute disseminated encephalomyelitis
322,Carbon dioxide increased
253,Bone contusion
463,Cutaneous symptom
618,Eosinophil percentage increased
1545,Somnolence
111,Anxiety
545,Drug delivery system malfunction
694,Flatulence
1155,Muscle spasms
1750,Wrong technique in drug usage process
628,Escherichia bacteraemia
920,Inappropriate schedule of drug administration
16,Accidental overdose
1686,Urinary tract infection
840,Hepatomegaly
721,Furuncle
978,Injection site pruritus
1339,Pigmentation disorder
129,Application site hypersensitivity
500,Dependence
886,Hypoaesthesia oral
621,Epicondylitis
906,Impaired healing
1275,Pancreatic carcinoma
1324,Personality disorder
125,Application site discharge
1180,Neck surgery
148,Atelectasis
485,Decreased activity
1135,Mitochondrial myopathy
504,Derealisation
1179,Nausea
503,Depression suicidal
520,Device use error
1146,Mucous stools
1546,Speech disorder
460,Crying
573,Dyspnoea
210,Blood cholesterol abnormal
65,Alcohol poisoning
774,Glossodynia
272,Brain stem infarction
478,Deafness bilateral
1578,Stoma site erythema
374,Cholecystitis acute
745,Gastrointestinal stromal tumour
318,Cancer pain
1706,Ventricular tachycardia
1188,Neuropathy peripheral
1346,Pneumocystis jirovecii pneumonia
229,Blood pressure diastolic abnormal
171,Basedow's disease
1184,Nephropathy toxic
820,Heart rate irregular
1064,Limb discomfort
477,Dark circles under eyes
678,Fatigue
627,Erythema of eyelid
1204,Non-cardiac chest pain
815,Hearing impaired
36,Acute left ventricular failure
1574,Stent placement
86,Anal fissure
842,Hernia repair
913,Implant site infection
1372,Postoperative wound complication
725,Gastric disorder
450,Corrective lens user
1202,Non-Hodgkin's lymphoma
50,Administration site cellulitis
956,Infusion site bruising
612,Enteritis infectious
971,Injection site hyperaesthesia
1226,Oesophageal perforation
98,Animal scratch
1090,Lung carcinoma cell type unspecified stage III
1187,Neurodegenerative disorder
963,Initial insomnia
1385,Product administered at inappropriate site
548,Drug diversion
1402,Product packaging quantity issue
332,Cardiovascular symptom
1602,Swelling of eyelid
636,Exposure via breast milk
946,Infective pulmonary exacerbation of cystic fibrosis
1680,Upper respiratory tract congestion
1115,Medical device complication
1413,Progressive multiple sclerosis
1601,Swelling
1069,Lip dry
586,Ehlers-Danlos syndrome
1312,Periarthritis
1444,Rectal prolapse
1072,Lipoedema
1006,Intestinal mass
1692,VIIth nerve paralysis
59,Adverse food reaction
557,Drug withdrawal convulsions
1198,No therapeutic response
211,Blood cholesterol decreased
341,Catheter placement
1293,Paraplegia
1415,Protein total abnormal
62,Alanine aminotransferase decreased
1544,Somnambulism
650,Eye disorder
969,Injection site erythema
126,Application site erosion
1513,Sinus congestion
974,Injection site induration
1569,Squamous cell carcinoma of skin
1479,Rib fracture
980,Injection site reaction
1732,Weight fluctuation
918,Inadequate analgesia
232,Blood pressure inadequately controlled
682,Feeling drunk
78,Altered visual depth perception
994,Intercepted product dispensing error
1319,Peripheral vascular disorder
1001,Intervertebral disc disorder
132,Application site pain
319,Cancer surgery
1272,Palliative care
1358,Poor quality device used
1425,Pulmonary mass
337,Cartilage atrophy
1256,Oropharyngeal discomfort
603,Endometrial thickening
302,Bronchoscopy
1330,Pharyngeal swelling
1010,Intracranial aneurysm
1406,Product size issue
13,Abscess drainage
931,Incorrect drug administration rate
1065,Limb mass
108,Anticoagulation drug level increased
1012,Intraocular pressure test abnormal
1315,Periodontal disease
189,Binge eating
1082,Localised oedema
634,Exposure to toxic agent
846,Hidradenitis
510,Device defective
1150,Muscle atrophy
873,Hypersexuality
711,Foreign body
667,Facial spasm
1515,Sinusitis
283,Breast discomfort
532,Discharge
313,COVID-19
982,Injection site urticaria
1003,Intervertebral disc operation
398,Clostridium difficile infection
979,Injection site rash
1144,Movement disorder
1411,Product use issue
565,Dysgeusia
1195,Nicotine dependence
144,Arthritis infective
881,Hypervigilance
706,Foot amputation
1504,Sensitivity of teeth
46,Adenoma benign
1,Abdominal adhesions
1367,Post procedural haemorrhage
390,Chronic myeloid leukaemia
231,Blood pressure diastolic increased
479,Deafness unilateral
1360,Poor quality sleep
1528,Skin swelling
1220,Oedema due to cardiac disease
1386,Product administration error
1463,Respiratory failure
852,Hordeolum
1103,Macule
414,Complication associated with device
1736,White blood cell count abnormal
828,Hepatic cancer
1495,Seasonal allergy
84,Anaemia of chronic disease
1087,Lower limb fracture
1582,Stress
977,Injection site nodule
74,Allergy to animal
417,Compulsive hoarding
900,Immune-mediated enterocolitis
1099,Lymphocyte count decreased
1675,Ulcer
984,Injury
276,Breast cancer
591,Electrolyte imbalance
729,Gastric perforation
789,Haematocrit decreased
1704,Vein disorder
696,Fluid retention
1482,Rotator cuff repair
505,Dermatitis acneiform
299,Bronchitis chronic
599,End stage renal disease
1081,Localised infection
1390,Product container issue
1483,Rotator cuff syndrome
97,Angiopathy
437,Convulsion
664,Face injury
1710,Viral infection
202,Blindness transient
538,Dizziness postural
262,Bowel movement irregularity
278,Breast cancer recurrent
1105,Malignant neoplasm progression
859,Hyperacusis
1693,Vaginal discharge
181,Benzodiazepine drug level decreased
39,Acute painful neuropathy of rapid glycaemic control
1091,Lung cyst
60,Affect lability
1224,Oesophageal obstruction
419,Computerised tomogram head abnormal
459,Creatinine urine decreased
1719,Vulval cellulitis
1628,Thoracic outlet syndrome
1622,Therapeutic product ineffective for unapproved indication
1493,Scrotal cyst
1470,Retinal vascular occlusion
1269,POEMS syndrome
1238,Oophorectomy bilateral
1101,Macrophages increased
1075,Listeria sepsis
1063,Limb amputation
1051,Laryngeal injury
722,Gallbladder necrosis
484,Decompression sickness
365,Cervix neoplasm
316,Caffeine consumption
307,Bursa injury
287,Breast fibroma
138,Arrhythmic storm
116,Aortic valve repair
136,Arm amputation
939,Infected cyst
311,C-reactive protein abnormal
1667,Trigger finger
1119,Meningism
1265,Ovarian cancer recurrent
742,Gastrointestinal scarring
396,Clitoral engorgement
1662,Traumatic haematoma
195,Bladder operation
659,Eyelid operation
1277,Pancreatic carcinoma stage IV
738,Gastrointestinal lymphoma
1559,Splenic infarction
1571,Staphylococcal abscess
1210,Obesity surgery
1004,Intestinal fistula
1047,Laparoscopy
1165,Myeloproliferative neoplasm
1221,Oedema genital
1565,Spontaneous bacterial peritonitis
723,Gangrene
1726,Vulvovaginal pruritus
1494,Scrotal pain
1699,Varicophlebitis
566,Dyshidrotic eczema
491,Degenerative bone disease
1567,Sputum increased
1642,Tinea versicolour
973,Injection site indentation
1690,Uterine mass
1129,Metapneumovirus infection
1553,Spinal cord injury
1282,Pancreatitis relapsing
1744,Wound dehiscence
629,Escherichia infection
1117,Medical device removal
1181,Necrotising fasciitis
1506,Septic arthritis staphylococcal
970,Injection site extravasation
1531,Sleep disorder due to a general medical condition
27,Acrochordon
1246,Oral infection
605,Endoscopy
632,Exposure to SARS-CoV-2
857,Human chorionic gonadotropin increased
1668,Triple negative breast cancer
75,Allergy to immunoglobulin therapy
1525,Skin odour abnormal
28,Actinic keratosis
1345,Pneumococcal sepsis
669,Faeces hard
1191,Neutropenia
1664,Treatment failure
666,Facial pain
581,Ear pruritus
649,Eye discharge
234,Blood pressure systolic abnormal
329,Cardiac valve disease
441,Corneal scar
230,Blood pressure diastolic decreased
753,Genital herpes
965,Injection site atrophy
490,Defaecation urgency
95,Angina bullosa haemorrhagica
377,Chondropathy
486,Decreased appetite
1492,Scrotal abscess
1149,Multiple use of single-use product
1648,Tonsillar disorder
904,Immunoglobulins decreased
1512,Sickle cell anaemia
1239,Open angle glaucoma
1172,Nail infection
1388,Product commingling
104,Anti-cyclic citrullinated peptide antibody positive
413,Colour vision tests abnormal
1676,Ulna fracture
1340,Piloerection
1683,Urethritis noninfective
1612,Tendon calcification
1496,Sebaceous gland infection
641,Extradural neoplasm
393,Circumcision
174,Bed rest
15,Accelerated idioventricular rhythm
165,Bacterial food poisoning
315,CSF pressure increased
720,Fungal test positive
367,Change in sustained attention
379,Chordee
517,Device placement issue
658,Eyelid irritation
928,Incorrect disposal of product
1598,Suture insertion
1486,Sacroiliitis
1740,White matter lesion
1435,Radiation skin injury
1141,Morton's neuralgia
429,Congenital nystagmus
639,External ear cellulitis
823,Hemianaesthesia
221,Blood glucose increased
525,Diabetic neuropathy
1363,Positive airway pressure therapy
1535,Small cell lung cancer
63,Albumin globulin ratio increased
996,Intercepted product storage error
266,Brachioradial pruritus
471,Cystitis klebsiella
539,Dopamine agonist withdrawal syndrome
896,Idiopathic pancreatitis
1510,Shoplifting
1128,Metabolic surgery
240,Blood thyroid stimulating hormone decreased
1509,Sexually inappropriate behaviour
269,Brain malformation
1658,Transcription medication error
150,Atrioventricular dissociation
1703,Vascular stent thrombosis
1678,Unwanted awareness during anaesthesia
1548,Spider vein
1384,Proctitis bacterial
1332,Philadelphia chromosome positive
1308,Penile prosthesis insertion
1190,Neurosyphilis
1049,Large intestine benign neoplasm
925,Incision site swelling
760,Gingival graft
691,Fishbane reaction
37,Acute macular neuroretinopathy
597,Encapsulation reaction
1398,Product dosage form issue
1212,Obsessive-compulsive personality disorder
853,Hormone receptor positive breast cancer
690,Finger amputation
265,Brachiocephalic vein thrombosis
686,Female genital operation
1022,Job dissatisfaction
1393,Product counterfeit
364,Cervix inflammation
1661,Transplant
786,Guttate psoriasis
1715,Visual snow syndrome
1361,Poor school attendance
561,Ductus arteriosus premature closure
702,Follicular thyroid cancer
402,Cold urticaria
1543,Somatic symptom disorder of pregnancy
1640,Tinea cruris
1599,Sweat discolouration
912,Implant site hypoaesthesia
1200,Nodular melanoma
1199,Nodal rhythm
73,Allergic respiratory symptom
1421,Psychogenic seizure
1519,Skin discomfort
1639,Tic
29,Activated partial thromboplastin time abnormal
1298,Paresis
1244,Oral administration complication
771,Glomerulonephritis minimal lesion
1595,Suspected COVID-19
1143,Mouth ulceration
1484,SARS-CoV-2 test positive
986,Instillation site lacrimation
1707,Vestibular migraine
1002,Intervertebral disc injury
1307,Penile cancer
526,Diabetic ulcer
1558,Spleen disorder
305,Burning mouth syndrome
576,Ear haemorrhage
1391,Product contamination microbial
765,Glassy eyes
213,Blood chromogranin A increased
451,Corynebacterium infection
394,Cirrhosis alcoholic
1109,Mass excision
11,Abnormal weight gain
975,Injection site inflammation
1503,Sensation of foreign body
188,Bilirubin conjugated increased
259,Bone marrow transplant
489,Defaecation disorder
822,Heat exhaustion
1077,Lithiasis
164,Bacterial diarrhoea
198,Blast cells present
1551,Spinal cord haemorrhage
83,Amputation stump pain
1629,Thoracic vertebral fracture
1751,Xeroderma
483,Decidual cast
1440,Rectal cancer metastatic
1746,Wrong dose
335,Carotid artery stenosis
336,Carpal tunnel decompression
684,Feeling of body temperature change
1550,Spinal cord disorder
880,Hypertrichosis
1007,Intestinal polyp
127,Application site erythema
945,Infective myositis
687,Female genital tract fistula
924,Incision site infection
1137,Monocyte count decreased
589,Electrocardiogram QT interval
555,Drug tolerance decreased
1420,Pseudoporphyria
222,Blood growth hormone increased
630,Exercise lack of
193,Bladder injury
1262,Osteoporotic fracture
784,Grunting
1403,Product preparation issue
462,Culture urine positive
712,Foreign body aspiration
1050,Large intestine perforation
782,Graves' disease
1438,Rash morbilliform
182,Bicytopenia
1432,Pyelonephritis
1067,Linear IgA disease
1259,Osteomalacia
1733,Wernicke's encephalopathy
564,Dysentery
1364,Post inflammatory pigmentation change
263,Bowen's disease
889,Hypomenorrhoea
177,Benign bone neoplasm
237,Blood test
82,Amniotic fluid volume increased
243,Blood urea decreased
601,Endometrial adenocarcinoma
638,Exposure via father
653,Eye movement disorder
1310,Perforation
1323,Persistent genital arousal disorder
1376,Pregnancy test false positive
770,Glomerular filtration rate abnormal
933,Incorrect product formulation administered
1529,Skin tightness
747,Gastrointestinal tract irritation
1085,Lower extremity mass
1223,Oesophageal motility disorder
161,Axillary mass
680,Fear of injection
660,Eyelid pain
1735,Wheezing
1399,Product dose omission in error
961,Infusion site swelling
1521,Skin infection
135,Application site vesicles
1437,Rash erythematous
1522,Skin injury
1107,Manufacturing issue
1468,Retinal tear
290,Breast mass
249,Bloody discharge
888,Hypokinesia
1590,Suicide threat
1217,Ocular discomfort
1488,Salmonella sepsis
404,Colitis ischaemic
252,Body temperature increased
642,Extranodal marginal zone B-cell lymphoma (MALT type)
405,Colitis microscopic
401,Coital bleeding
1369,Posterior reversible encephalopathy syndrome
824,Hemiparesis
1100,Lymphoma
480,Death
818,Heart rate abnormal
878,Hyperthyroidism
716,Frustration tolerance decreased
623,Epistaxis
1354,Pneumonitis
216,Blood creatine increased
1343,Platelet count decreased
427,Congenital jaw malformation
901,Immune-mediated hepatitis
1158,Myalgia
1276,Pancreatic carcinoma metastatic
614,Enterococcal infection
531,Diplopia
598,Encephalopathy
274,Breakthrough pain
308,Bursitis
936,Increased upper airway secretion
215,Blood count abnormal
1111,Maternal exposure during pregnancy
120,Aphonia
577,Ear infection
1604,Systemic lupus erythematosus
737,Gastrointestinal inflammation
8,Abdominal wall wound
470,Cystitis interstitial
707,Foot deformity
1557,Spinal operation
81,Amnesia
1280,Pancreatitis
1359,Poor quality product administered
423,Concussion
1408,Product substitution issue
897,Ill-defined disorder
1370,Postmenopausal haemorrhage
709,Forced expiratory volume decreased
1094,Lung squamous cell carcinoma metastatic
331,Cardiomyopathy
1609,Taste disorder
1186,Nerve compression
1520,Skin exfoliation
967,Injection site discomfort
1305,Pelvic pain
3,Abdominal infection
1651,Tooth disorder
645,Eye abscess
781,Granulocytopenia
778,Glycosuria
96,Angioimmunoblastic T-cell lymphoma
1656,Toxicologic test abnormal
1508,Serum sickness
162,B-lymphocyte count decreased
1554,Spinal cord neoplasm
1185,Nephrostomy
981,Injection site ulcer
1714,Visual perseveration
915,Implantable defibrillator insertion
1333,Phospholipidosis
698,Foaming at mouth
219,Blood culture positive
1555,Spinal epidural haematoma
947,Infertility male
392,Chronic respiratory disease
465,Cyanosis central
1273,Palmoplantar pustulosis
1138,Monocyte percentage decreased
359,Cervical dilatation
876,Hypertensive nephropathy
258,Bone marrow toxicity
185,Biliary adenoma
32,Acute endocarditis
1752,pH body fluid decreased
1445,Rectal ulcer
522,Diabetic gangrene
1264,Ovarian abscess
802,Haemorrhagic ovarian cyst
1011,Intraocular pressure increased
875,Hypertensive encephalopathy
321,Carbon dioxide decreased
1657,Tracheal stenosis
957,Infusion site discolouration
1621,Therapeutic product effect increased
916,Imprisonment
155,Autoimmune arthritis
1299,Paronychia
382,Choroidal effusion
863,Hypercapnic coma
1326,Pharyngeal disorder
1350,Pneumonia pneumococcal
156,Autoimmune hepatitis
1120,Meningitis cryptococcal
147,Asthmatic crisis
1113,Mean cell volume increased
834,Hepatic vascular thrombosis
616,Enterovirus test positive
327,Cardiac perforation
579,Ear inflammation
693,Flat affect
123,Apnoeic attack
242,Blood triglycerides increased
418,Compulsive shopping
1532,Sleep paralysis
869,Hyperphagia
1147,Multiple fractures
839,Hepatitis viral
761,Gingival operation
1489,Salpingo-oophorectomy
937,Infantile haemangioma
1125,Mesenteric panniculitis
77,Alpha haemolytic streptococcal infection
1730,Weight bearing difficulty
1020,Jaw operation
1313,Pericardial effusion
434,Contraindicated drug administered
1430,Pupils unequal
556,Drug use disorder
267,Bradycardia neonatal
1523,Skin laceration
1389,Product complaint
1292,Paranoia
217,Blood creatinine decreased
756,Gestational diabetes
107,Anticoagulation drug level below therapeutic
180,Benign neoplasm of skin
375,Cholelithiasis
1017,Irritability
119,Apallic syndrome
362,Cervical spinal stenosis
1616,Terminal state
551,Drug interaction
1344,Pleural effusion
923,Incision site haemorrhage
1031,Ketosis
1452,Renal aplasia
407,Coloboma
1600,Sweat gland infection
759,Gingival disorder
1737,White blood cell count increased
524,Diabetic ketoacidosis
811,"Hallucination, visual"
422,Concomitant disease progression
585,Eczema nummular
196,Bladder repair
1728,Waldenstrom's macroglobulinaemia
176,Bell's palsy
602,Endometrial cancer
805,Haemorrhoids thrombosed
849,Histamine intolerance
433,Conjunctival oedema
930,Incorrect dose administered by product
339,Castleman's disease
464,Cutis laxa
921,Inappropriate schedule of product discontinuation
1537,Small intestinal stenosis
1174,Narrow anterior chamber angle
443,Coronary artery dissection
516,Device physical property issue
1431,Pustular psoriasis
661,Eyelid rash
1229,Oesophageal ulcer
662,Eyelid skin dryness
1130,Metastatic malignant melanoma
1348,Pneumonia fungal
426,Congenital diaphragmatic hernia
42,Acute pulmonary histoplasmosis
568,Dysmorphism
454,Cranial nerve disorder
734,Gastrointestinal arteriovenous malformation
739,Gastrointestinal malformation
821,Heart sounds abnormal
1173,Nail pitting
1473,Retrograde ejaculation
514,Device kink
911,Implant site haemorrhage
410,Colon dysplasia
754,Genital hypoaesthesia
183,Bile acid malabsorption
1096,Lung transplant rejection
1474,Retroperitoneal haematoma
1456,Renal hypertension
264,Brachial plexus injury
848,High density lipoprotein increased
159,Autoscopy
447,Coronavirus pneumonia
1362,Portal hypertension
19,Achlorhydria
1104,Magnetic resonance imaging head abnormal
1487,Saliva discolouration
1426,Pulse abnormal
1501,Semen volume decreased
166,Bacterial sepsis
1060,Ligament injury
891,Hypoparathyroidism
20,Acidosis hyperchloraemic
1490,Scleral haemorrhage
438,Convulsions local
646,Eye allergy
1258,Osteochondrosis
592,Embedded device
651,Eye haemorrhage
779,Glycosylated haemoglobin abnormal
968,Injection site dryness
1349,Pneumonia klebsiella
825,Hemiplegia
927,Incontinence
1248,Oral mucosal exfoliation
1741,Withdrawal catatonia
428,Congenital nose malformation
903,Immunisation reaction
303,Brucellosis
1029,Juvenile idiopathic arthritis
115,Aortic surgery
439,Cor pulmonale acute
637,Exposure via direct contact
0,ADAMTS13 activity decreased
1070,Lip injury
354,Cerebral toxoplasmosis
724,Gastric cancer stage IV
803,Haemorrhagic transformation stroke
529,Diffuse large B-cell lymphoma recurrent
676,Family stress
1722,Vulvovaginal candidiasis
41,Acute psychosis
909,Implant site cellulitis
291,Breast operation
1679,Upper gastrointestinal haemorrhage
109,Antisocial personality disorder
801,Haemorrhagic disorder
890,Hyponatraemic encephalopathy
493,Delirium febrile
1424,Pulmonary granuloma
373,Cholangitis acute
1698,Varices oesophageal
530,Diplegia
622,Epigastric discomfort
1068,Lip blister
730,Gastric polyps
926,Incisional hernia
1182,Neonatal respiratory distress syndrome
715,Frustration
1286,Paraesthesia oral
468,Cystic fibrosis respiratory infection suppression
508,Detoxification
826,Heparin-induced thrombocytopenia
271,Brain neoplasm malignant
569,Dyspareunia
1230,Oesophageal varices haemorrhage
1485,Saccadic eye movement
431,Congenital skin dimples
894,Hyporeflexia
351,Cerebral amyloid angiopathy
378,Chondrosarcoma
1461,Resorption bone increased
250,Body fat disorder
1044,Lacunar stroke
