pt,unique_drugs,std_column,mean_column
Fibromyalgia,5,0.06847855248572342,0.0672703751617076
Aphasia,5,0.04095495882219646,0.04962646744930628
Blood creatine phosphokinase increased,5,0.05517851823346613,0.04900284900284896
Intentional overdose,5,0.06820583334589214,0.0779928315412186
Blood cholesterol increased,5,0.06288353143709553,0.0678241996744438
Apathy,5,0.044705005887819275,0.0748443337484433
Exposure during pregnancy,5,0.06892495786761678,0.07734771573604057
Drug resistance,5,0.06620657819883144,0.06855524079320105
Alcoholism,5,0.05431625080987106,0.0603571428571428
Psychotic disorder,5,0.04984691887641145,0.05164433617539582
Drug prescribing error,5,0.06727035430341327,0.06344827586206891
Intentional product misuse,5,0.05343705030670026,0.059494855004677216
Drug effect incomplete,5,0.05941812112150293,0.06260387811634342
Dyspnoea,5,0.04517445521776434,0.05140707718027302
Hypotension,5,0.028628337785378877,0.03663230240549824
Neuroleptic malignant syndrome,5,0.026322626652385248,0.042465753424657485
Nasopharyngitis,5,0.06572007452496528,0.06996668253212752
Hypoaesthesia,5,0.05189118243368961,0.057468506298740216
Colitis microscopic,5,0.03327991147941434,0.026340545625587918
Facial paralysis,5,0.044203819363097335,0.04820512820512816
Nausea,5,0.06935985933785749,0.06699871922584312
Angioedema,5,0.05879052943617598,0.05722679200940066
Asthma,5,0.08313529929263089,0.0713901345291479
Abnormal behaviour,5,0.04446652279932841,0.050827498408656836
Mental status changes,5,0.07020720100833089,0.06683168316831681
Abnormal dreams,5,0.055601139437223175,0.0617980022197558
Coeliac disease,5,0.0675687687580916,0.0569369369369369
Asthenia,5,0.04593437375061869,0.05148253068932952
Disorientation,5,0.04017938176020698,0.05460472697636506
Treatment failure,5,0.06150847738505848,0.06820143884892083
Bacterial infection,5,0.054343860493532285,0.058196721311475366
Reversible cerebral vasoconstriction syndrome,5,0.0714029835665634,0.07744510978043909
Abortion induced,5,0.048359572514835435,0.05512367491166074
Body temperature increased,5,0.052063529598479936,0.05984962406015034
Potentiating drug interaction,5,0.053175543328719266,0.09264705882352936
Dystonia,5,0.04361730396981731,0.053884711779448605
Abscess,5,0.0515130125574682,0.05436408977556104
Neoplasm progression,5,0.03936352261360832,0.04329268292682922
Wrist fracture,5,0.06562408141626361,0.05972222222222218
Disease recurrence,5,0.07373595138546042,0.07717782577393806
Eye pain,5,0.047782494415825515,0.053078556263269606
Bradycardia,5,0.05701111873026838,0.06596531134489621
Wrong technique in product usage process,5,0.07467181627388524,0.07097625329815302
Suspected suicide,5,0.11290902075334609,0.09208424110384891
Abasia,5,0.050608507566549304,0.0579867389993972
Infusion site pain,5,0.04420907190070064,0.043979057591622975
Encephalopathy,5,0.05127197688134888,0.05365239294710324
Atrioventricular block,5,0.0351650895391695,0.03111111111111104
Abdominal discomfort,5,0.053078658950926005,0.058425881216803435
Abdominal distension,5,0.047152554458818476,0.05315190224937512
Condition aggravated,5,0.05998101906792814,0.06606626456250511
Discomfort,5,0.04258387475493468,0.04787878787878784
Suicide attempt,5,0.059321222638447364,0.06421152030217182
Atrial septal defect,5,0.08515155882873607,0.06895388076490436
Suicidal ideation,5,0.06577043453454443,0.07511027095148073
Anger,5,0.055391549658882565,0.06540284360189567
Angina pectoris,5,0.04433338471401604,0.050877192982456076
Abdominal pain,5,0.046588114447961404,0.052430080795525115
Abdominal pain lower,5,0.06268649856836343,0.06757446808510634
Abdominal pain upper,5,0.04888710358212427,0.054699353190130105
Anaphylactic shock,5,0.06880569043854741,0.06987951807228909
Disease progression,5,0.039396286766934935,0.04490250696378826
Ataxia,5,0.05967348992199668,0.07062706270627059
Diabetes mellitus,5,0.056320629920334785,0.062409638554216815
Loss of consciousness,5,0.043307584519293806,0.051612903225806396
Delusion,5,0.056829683021894686,0.059978425026968665
Nephrolithiasis,5,0.052202098413622534,0.056654275092936766
Hypertension,5,0.07291907160593786,0.07571936631102484
Accident,5,0.05519199606261253,0.061596009975062295
Gastric ulcer,5,0.03876869355856546,0.0463414634146341
Hypertensive crisis,5,0.050974776527003635,0.0811475409836065
Acne,5,0.05478096718445628,0.06283386147578084
Contraindicated product administered,5,0.1349207268690074,0.09796650717703348
Coordination abnormal,5,0.047494241704219495,0.054355400696864044
Arthralgia,5,0.047370749798780004,0.0519642401021711
Disturbance in attention,5,0.06315980837542236,0.0692998204667863
Insomnia,5,0.06010054850220538,0.061447028423772566
Hyperthermia,5,0.02095624492086863,0.04326923076923072
Acidosis,5,0.07237429567617293,0.07574171029668408
Peripheral swelling,5,0.04762766158428523,0.05326170376055254
Dizziness,5,0.054101915130321115,0.05784381478921902
Ankle fracture,5,0.0618830634274141,0.06901072705601902
Device malfunction,5,0.04105493286273318,0.04587973273942088
Chronic kidney disease,5,0.0540502861028333,0.056639722863741304
Fatigue,5,0.05558763311224154,0.06090176073720582
Irritable bowel syndrome,5,0.054149999079006195,0.05822784810126582
Hypothermia,5,0.05824079674057884,0.04329004329004323
Somnolence,5,0.04724574196307832,0.05307917888563046
Hypersensitivity,5,0.06007575143928383,0.0667739858338699
Haemorrhage intracranial,5,0.04803976704349219,0.054205607476635456
Tardive dyskinesia,5,0.06161591586919615,0.06902654867256633
Myalgia,5,0.04743810734597665,0.05315408479834538
Disease complication,4,0.05555555555555555,0.07539682539682535
Blood testosterone decreased,4,0.07057629862377632,0.08370044052863433
Diplopia,4,0.054352388203859445,0.08344686648501358
Drug eruption,4,0.026425999860057125,0.04842342342342337
Injection site swelling,4,0.05495461216094788,0.07853982300884953
Sexual dysfunction,4,0.0371608211293237,0.07674418604651159
Blood pressure systolic decreased,4,0.02147450846675866,0.05989583333333327
Blood iron decreased,4,0.043905508593977516,0.06966145833333327
Blood pressure systolic increased,4,0.049403390646631413,0.06796116504854365
Disability,4,0.05971045118672606,0.08766233766233761
Drug effect less than expected,4,0.10849836984260823,0.10267857142857137
Blood prolactin increased,4,0.03922835470289112,0.06521739130434781
Blood immunoglobulin M increased,4,0.0,0.0588235294117647
Ocular discomfort,4,0.06117903143883287,0.07116788321167883
Oculogyric crisis,4,0.1558916016494193,0.138235294117647
Sedation complication,4,0.022872154398575813,0.03317901234567898
Seizure,4,0.07687616033500562,0.0969805527123848
Blood sodium decreased,4,0.04400234585247769,0.07042253521126755
Keratoconus,4,0.08333333333333336,0.2083333333333333
SARS-CoV-2 test positive,4,0.038082751048669074,0.06382978723404249
Dizziness postural,4,0.047358527483895435,0.06461864406779658
Obstructive sleep apnoea syndrome,4,0.10375801676739886,0.0932539682539682
Schizophrenia,4,0.04531345495756469,0.0898760330578512
Blood lactate dehydrogenase increased,4,0.03448275862068966,0.06321839080459765
Obsessive-compulsive disorder,4,0.036828478186799345,0.08854166666666666
Drug abuse,4,0.048904347753077795,0.07381193124368045
Oesophageal carcinoma,4,0.05522094348149691,0.07191780821917808
Drug dependence,4,0.07486473974548664,0.09416592724046136
Injection site reaction,4,0.05978087162640582,0.07238193018480488
Body mass index increased,4,0.07138834846315119,0.07999999999999997
Dissociative disorder,4,0.05985178085117699,0.09198113207547168
Body height decreased,4,0.05510953030327708,0.07859399684044227
Scleroderma,4,0.06382847385042258,0.11666666666666663
Dissociation,4,0.05439668452778251,0.07540603248259858
Drug administration error,4,0.05224115913374482,0.06079931972789113
Schizoaffective disorder,4,0.10638078975070421,0.10185185185185179
Injection site pain,4,0.053357963916821974,0.07598607888631086
Sciatica,4,0.048126341913561646,0.06567796610169485
Blood phosphorus decreased,4,0.022058823529411797,0.0919117647058823
Drug administered at inappropriate site,4,0.05671202203700879,0.07045454545454538
Blood potassium decreased,4,0.04067601205799418,0.06413755458515277
Distributive shock,4,0.09125993626277905,0.1219512195121951
Blood pressure abnormal,4,0.06178666696048371,0.09208819714656288
Septic shock,4,0.03926701570680629,0.048429319371727696
Blood magnesium decreased,4,0.05838134585466911,0.07981530343007913
Sepsis,4,0.034654445685012455,0.0529966703662597
Blood potassium increased,4,0.030437076586924124,0.0497711670480549
Obesity,4,0.040068472940604956,0.09463722397476337
Blood triglycerides increased,4,0.06191927492205994,0.08934707903780065
Drug effect decreased,4,0.05650732065728457,0.08143800440205425
Drug dose titration not performed,4,0.05890403977757666,0.0743243243243243
Diverticulitis,4,0.0519082793851839,0.06487771739130432
Haematoma,4,0.046287968616908814,0.05519480519480513
Blood pressure decreased,4,0.036417240461277964,0.05662683324280275
Disorganised speech,4,0.06003651330350929,0.1029411764705882
Blood urine present,4,0.03597156906202323,0.06149193548387093
Hypercalcaemia,4,0.07115938031916387,0.06398809523809518
Drooling,4,0.036053740459443685,0.0658995815899581
Drug dispensing error,4,0.05129327393775309,0.07256461232604369
Drug dispensed to wrong patient,4,0.01823631506104045,0.032608695652173905
Salivary hypersecretion,4,0.02776005670562148,0.058035714285714246
Oedema peripheral,4,0.02873120104143983,0.04627539503386
Pollakiuria,4,0.05080602662481547,0.07329842931937167
Shock,4,0.08289835106771387,0.07142857142857137
Spinal osteoarthritis,4,0.044082891534215116,0.06481481481481478
Basal cell carcinoma,4,0.05410548045341263,0.08642972536348947
Laboratory test abnormal,4,0.05062251789034498,0.07002314814814813
Ejection fraction decreased,4,0.07395565694013378,0.08260869565217388
Inhibitory drug interaction,4,0.06329113924050632,0.10759493670886072
Hypertonia,4,0.12462786461035309,0.0905172413793103
Labelled drug-drug interaction medication error,4,0.06816652401677249,0.08061224489795915
Hyperthyroidism,4,0.09015137232978458,0.10221674876847286
Bedridden,4,0.06332223167824977,0.08831058020477812
Behaviour disorder,4,0.027269093117075597,0.0404530744336569
Eczema,4,0.04998514667624111,0.07574626865671635
Initial insomnia,4,0.09520161868803599,0.10159362549800793
Injection site abscess,4,0.056000642942370095,0.08050847457627112
Nerve compression,4,0.060006858318591316,0.07407407407407403
Spinal operation,4,0.059815950920245435,0.08665644171779137
Barrett's oesophagus,4,0.03524077957877479,0.0542635658914728
Hypertensive emergency,4,0.1344490964875324,0.12499999999999997
Benign prostatic hyperplasia,4,0.05452445934318529,0.07875
Eating disorder,4,0.05308724215002094,0.08302919708029195
Spinal decompression,4,0.0,0.1111111111111111
Injection site bruising,4,0.05501500842935743,0.08011968085106375
Spinal compression fracture,4,0.025122971720853135,0.0615384615384615
Ear infection,4,0.04545280247051402,0.0721357850070721
Speech disorder,4,0.04536568017804351,0.07244318181818174
Dysuria,4,0.09913429995520938,0.09909090909090906
Sopor,4,0.04590286064312369,0.04500657030223385
Neurogenic bladder,4,0.057054433073454806,0.09375
Injection site discolouration,4,0.058221311170225,0.07670454545454541
Snoring,4,0.04787135538781692,0.07083333333333328
Status epilepticus,4,0.05189102968279215,0.07613168724279833
Inguinal hernia,4,0.08164965809277261,0.08
Hyperprolactinaemia,4,0.05673837633421703,0.06810631229235875
Emotional disorder,4,0.05991357163804134,0.09215017064846412
Nasal discomfort,4,0.04123105625617661,0.065
Endocarditis,4,0.05835146796337748,0.07236842105263155
Granulocytopenia,4,0.17284263592314061,0.11184210526315788
Aura,4,0.03720326659021622,0.05882352941176465
Nasal polyps,4,0.08570991287109665,0.0909090909090909
Autism spectrum disorder,4,0.16864538302563684,0.12893700787401569
Autoimmune disorder,4,0.04257647060106344,0.06267806267806263
Nasal septum deviation,4,0.08726742673787237,0.09615384615384612
Encephalitis autoimmune,4,0.06588078458684123,0.08333333333333327
Sudden death,4,0.06151668112366171,0.058450704225352076
Infusion site pruritus,4,0.08224790732583426,0.07584269662921342
Emotional distress,4,0.04649187372256625,0.06877444589308992
Substance abuse,4,0.07299808027053445,0.088235294117647
Hypoacusis,4,0.044393450053673046,0.06508264462809912
Bankruptcy,4,0.10815431904481111,0.11023622047244087
Hypnagogic hallucination,4,0.04451704995640709,0.08620689655172409
B-cell lymphoma,4,0.040790591772837496,0.06481481481481476
Electroencephalogram abnormal,4,0.046216787599682646,0.0754716981132075
Stress,4,0.07128209364761019,0.0987827715355805
Back disorder,4,0.05063776450878896,0.07772511848341228
Back injury,4,0.06909922193249404,0.0983796296296296
Back pain,4,0.042942074648856084,0.06409230769230763
Neck pain,4,0.020122936438222893,0.0453367875647668
Needle issue,4,0.06928748806131393,0.08388157894736835
Infusion site swelling,4,0.06092618484691125,0.072
Electrocardiogram QT prolonged,4,0.04315439250164173,0.06958668617410385
Balance disorder,4,0.042318060194696694,0.06534487573303545
Neoplasm malignant,4,0.0449647778961922,0.06369731800766278
Sneezing,4,0.04559176703601614,0.07539682539682535
Small intestinal obstruction,4,0.052989026439967155,0.0730593607305936
Shock haemorrhagic,4,0.10389098958242067,0.10897435897435895
Sinusitis,4,0.058162812054291205,0.08342175066312994
Rubber sensitivity,4,0.08325453110924676,0.108695652173913
Skin infection,4,0.0716047062628018,0.0940366972477064
Nodule,4,0.05262448422145865,0.05198019801980197
Drug withdrawal syndrome neonatal,4,0.08526953298114735,0.10130391173520557
Blood bilirubin increased,4,0.014804131831678884,0.03163900414937752
Skin exfoliation,4,0.04365928491125907,0.0735815602836879
Kidney infection,4,0.0549214406672878,0.0649038461538461
Skin discolouration,4,0.03950416459595554,0.05731707317073165
Drug screen positive,4,0.0598154069915754,0.08068783068783061
Skin cancer,4,0.042857254010626095,0.06589958158995812
Drug screen false positive,4,0.09007870014086394,0.11327077747989273
Injection site mass,4,0.06340941365578243,0.08080808080808077
Blood count abnormal,4,0.046062030953128844,0.06548536209553155
Drug reaction with eosinophilia and systemic symptoms,4,0.047141681856761486,0.0677606177606177
Dry skin,4,0.048926475516813665,0.06972947761194025
Blood creatine increased,4,0.025047196568348397,0.0452380952380952
Hyperlactacidaemia,4,0.049227246106798024,0.05729166666666666
Sinus operation,4,0.10485881160098266,0.0958333333333333
Blood creatinine decreased,4,0.10658848400810225,0.08208955223880592
Blood creatinine increased,4,0.03576920186683088,0.056269592476489
Sinus bradycardia,4,0.05601281063843141,0.0757575757575757
Blood disorder,4,0.05568439655377278,0.0636160714285714
Drug level increased,4,0.049577327479210176,0.08739406779661016
Drug level decreased,4,0.03971625551812448,0.06249999999999995
Nystagmus,4,0.023053472298853652,0.06249999999999995
Blood glucose abnormal,4,0.04898904890803582,0.07196969696969692
Blood glucose fluctuation,4,0.08374571254547772,0.10200668896321066
Shoulder arthroplasty,4,0.06615162448999157,0.11702127659574466
Dry age-related macular degeneration,4,0.037995396198804654,0.0612582781456953
Nightmare,4,0.05740385464500492,0.06774635036496346
Injection site erythema,4,0.053557247016475455,0.07890781563126248
Dysgeusia,4,0.061136015682218256,0.08355205599300082
Bipolar I disorder,4,0.07683368601382853,0.11977186311787069
Bite,4,0.12155105867060795,0.1339285714285714
Dysphonia,4,0.05063640990987863,0.0705445544554455
Dysphemia,4,0.058160493447250036,0.0615384615384615
Bladder dilatation,4,0.05737735528288353,0.07178217821782178
Dysphagia,4,0.0425259699136763,0.06459987782529013
Dyspepsia,4,0.05537795313067759,0.08126770538243622
Dyslipidaemia,4,0.11719793194938381,0.08630952380952381
Sleep-related eating disorder,4,0.055359910298781796,0.09302325581395343
Guillain-Barre syndrome,4,0.03732598513993524,0.059375000000000004
Dyskinesia,4,0.04071330861192331,0.0676520750426378
Hyperphagia,4,0.08066479893749785,0.09539473684210523
Sleep paralysis,4,0.10837685102518173,0.15277777777777773
Dyschezia,4,0.028861501272920274,0.0408163265306122
Blindness unilateral,4,0.05956634499551285,0.07458233890214792
Neutropenia,4,0.030442527592127514,0.05202312138728317
Sleep apnoea syndrome,4,0.07574707259047528,0.10700934579439247
Dysarthria,4,0.0401400040756369,0.06223290598290592
Injection site haemorrhage,4,0.06049377370031109,0.08205521472392632
Gynaecomastia,4,0.060888488309611286,0.08237986270022879
Neutrophil count decreased,4,0.038849525473603264,0.06367924528301883
Neutrophilia,4,0.09125707907719068,0.1025641025641025
Blepharal pigmentation,4,0.09116056881941458,0.18421052631578944
Blepharospasm,4,0.04140127388535034,0.06210191082802545
Skin reaction,4,0.04228207578989771,0.07941176470588232
Blindness,4,0.04572344016388567,0.06468172484599585
Night sweats,4,0.05576597599560561,0.07532751091703055
Blindness transient,4,0.05652014744515349,0.07682926829268288
Drug-induced liver injury,4,0.0770469821085674,0.07400780741704616
Device leakage,4,0.06665333199973326,0.074
Bone loss,4,0.05216734589979196,0.06880733944954125
Pericarditis,4,0.04979136836637195,0.04166666666666662
Choking sensation,4,0.026218762426499814,0.0390070921985815
Choking,4,0.04326076303284719,0.07248263888888883
Intestinal obstruction,4,0.044011740937316614,0.05721966205837167
Chills,4,0.04759380890255018,0.0708333333333333
Coronary artery disease,4,0.02956474376811125,0.06777777777777773
Coronary artery occlusion,4,0.043666840674801415,0.06917475728155338
Chest discomfort,4,0.049387137393881286,0.07381142628845383
Product dose omission in error,4,0.09906707684334749,0.10357142857142852
Heart rate decreased,4,0.0437847771715905,0.07142857142857137
Pericardial effusion,4,0.04527853909266413,0.05582524271844655
Coronavirus infection,4,0.03541111525260224,0.058479532163742624
Product dispensing error,4,0.05034566605853534,0.07661290322580643
Heart rate abnormal,4,0.07216878364870322,0.0803571428571428
Counterfeit drug administered,4,0.14089805617727202,0.10526315789473682
Product appearance confusion,4,0.09370694603676502,0.12499999999999996
Cholangitis,4,0.045281923214561856,0.05198019801980198
Heart rate increased,4,0.06188161288523032,0.08582834331337322
Cholecystectomy,4,0.04933104139049879,0.0798898071625344
Heart rate irregular,4,0.05446547715266415,0.08292682926829267
Ischaemia,4,0.07280651725384968,0.08653846153846151
Corneal oedema,4,0.11221672153735643,0.09999999999999995
Product administration interrupted,4,0.06602035060306696,0.07095709570957093
Cholelithiasis,4,0.04831437035146986,0.07739825581395345
Cholestasis,4,0.06374257751715307,0.05109990834097155
Heart valve incompetence,4,0.0625,0.05625
Cholinergic syndrome,4,0.03499092540543186,0.0606060606060606
Irritability,4,0.06685146447574478,0.10440931780366053
Peripheral ischaemia,4,0.049999999999999996,0.075
Procedural pain,4,0.05592178365352649,0.0725190839694656
Chorea,4,0.058273221096082684,0.06290322580645158
Heat stroke,4,0.09837879731948257,0.10398230088495569
Product dose omission,4,0.05747645307503303,0.0750207813798836
Product dose omission issue,4,0.04880042033250247,0.07109905020352777
Priapism,4,0.04129324192354606,0.04345878136200715
Product use in unapproved indication,4,0.0376806963244946,0.06001188354129525
Product storage error,4,0.05455399502261631,0.07949790794979075
Paranoia,4,0.07754648730455008,0.08564013840830442
Cushing's syndrome,4,0.04965363264368484,0.07051282051282047
Cerebellar ataxia,4,0.07692307692307694,0.08974358974358973
Product taste abnormal,4,0.04485878516032963,0.07102272727272722
Paralysis,4,0.020872663806957004,0.03769841269841265
Product use issue,4,0.058977671343980624,0.0858400586940572
Pelvic pain,4,0.07751651262153812,0.10593220338983048
Progressive multifocal leukoencephalopathy,4,0.0328090920146131,0.047839506172839455
Cutaneous vasculitis,4,0.09997967582927032,0.12037037037037035
Prostate cancer,4,0.036628739016104306,0.04679144385026737
Papilloedema,4,0.14501480338486994,0.09426229508196719
Cellulitis,4,0.04298007583310166,0.0645798082346305
Prostatomegaly,4,0.02551551815399144,0.0625
Intervertebral disc protrusion,4,0.06204684031949977,0.08607594936708855
Product quality issue,4,0.06287092313773099,0.08258928571428567
Product prescribing error,4,0.096839689442197,0.11792452830188678
Cerebral atrophy,4,0.08816578306843026,0.08024691358024685
Parkinson's disease,4,0.03883676593685165,0.04936594202898548
Product preparation error,4,0.07057693357274827,0.1071428571428571
Hangover,4,0.07497534111391514,0.08076923076923073
Parkinsonism,4,0.07184612866197462,0.07810164424514197
Cerebral haemorrhage,4,0.039426471139105364,0.051904406273338276
Cerebral infarction,4,0.019032196204982185,0.04844961240310072
Crohn's disease,4,0.05106586743871711,0.07394935344827584
Hernia,4,0.0472054201070841,0.0697115384615384
Product packaging issue,4,0.045591767036016084,0.0833333333333333
Head discomfort,4,0.05138788124406369,0.0652985074626865
Product odour abnormal,4,0.37867315921112454,0.19700460829493083
Head titubation,4,0.06896551724137935,0.06896551724137927
Craniocerebral injury,4,0.07184212081070998,0.09032258064516127
Convulsion neonatal,4,0.06556631603912023,0.10119047619047615
Intestinal perforation,4,0.01963383631246504,0.0452380952380952
Herpes virus infection,4,0.06450071179978938,0.09090909090909087
Colitis ulcerative,4,0.04080446727524833,0.06711758584807487
Congenital cardiovascular anomaly,4,0.23221018200641194,0.142156862745098
Pneumonia aspiration,4,0.03256473816220978,0.038034188034187975
Pneumonia,4,0.03740288753714542,0.058514972499490676
Pleural effusion,4,0.028642802159272587,0.0436288088642659
Colon cancer,4,0.04660391626710338,0.07510288065843615
Platelet count decreased,4,0.030133441045450588,0.048682284040995574
Colitis,4,0.050300593387304166,0.06910397295012677
Postmenopausal haemorrhage,4,0.09907298115027281,0.1029411764705882
Colectomy,4,0.06162542852622198,0.07716049382716045
Plasma cell myeloma,4,0.03069958549721854,0.04716981132075468
Cold sweat,4,0.058991722226342545,0.0782786885245901
Coital bleeding,4,0.067700320038633,0.075
Cognitive disorder,4,0.0372823349259698,0.05391797876235807
Posterior reversible encephalopathy syndrome,4,0.12056817520916828,0.10427807486631015
Poor quality sleep,4,0.07102281081127772,0.10597826086956517
Poor quality product administered,4,0.09502953354035765,0.09642857142857138
Colostomy,4,0.07885300421846117,0.10775862068965514
Hepatic function abnormal,4,0.02582665371584123,0.03504672897196258
Coma,4,0.04440694895524623,0.04220027773491743
Polyneuropathy,4,0.1294327079762404,0.07298136645962733
Polymyalgia rheumatica,4,0.0357142857142857,0.05357142857142855
Polymenorrhoea,4,0.05555555555555555,0.08333333333333327
Coma scale abnormal,4,0.12742392668513236,0.09985422740524777
Concussion,4,0.06526533536357033,0.08826429980276129
Pneumonitis,4,0.03287950473546435,0.04558011049723752
Compulsive shopping,4,0.07169895913289633,0.11666666666666661
Hepatic failure,4,0.04861555270439589,0.06310679611650483
Compression fracture,4,0.05341542285390939,0.061688311688311626
Compulsions,4,0.07038763628687293,0.0862068965517241
Hepatic enzyme increased,4,0.06617491196285577,0.07741935483870965
Poisoning deliberate,4,0.10491172349438599,0.093359375
Coagulopathy,4,0.033152892796368606,0.054738562091503226
Hepatic steatosis,4,0.054988176028174914,0.07789855072463765
Chromaturia,4,0.05028063585591273,0.07221006564551415
