index_pt,pt
119,Apallic syndrome
120,Aphonia
121,Aplasia pure red cell
122,Apnoea
123,Apnoeic attack
124,Application site acne
125,Application site discharge
126,Application site erosion
127,Application site erythema
128,Application site haemorrhage
129,Application site hypersensitivity
130,Application site hypoaesthesia
131,Application site laceration
132,Application site pain
133,Application site papules
134,Application site reaction
135,Application site vesicles
136,Arm amputation
137,Arrhythmia supraventricular
138,Arrhythmic storm
139,Arterial insufficiency
140,Arteriosclerosis
141,Arteriovenous malformation
142,Arthralgia
143,Arthritis bacterial
144,Arthritis infective
145,Articular calcification
146,Asthenia
147,Asthmatic crisis
148,Atelectasis
149,Atheroembolism
150,Atrioventricular dissociation
151,Atrophic vulvovaginitis
152,Atrophy of globe
153,Attention-seeking behaviour
154,Atypical femur fracture
155,Autoimmune arthritis
156,Autoimmune hepatitis
157,Autoimmune pancreatitis
158,Autoinflammatory disease
159,Autoscopy
160,Aversion
161,Axillary mass
162,B-lymphocyte count decreased
163,Back pain
164,Bacterial diarrhoea
165,Bacterial food poisoning
166,Bacterial sepsis
167,Balance disorder
168,Bankruptcy
169,Basal cell carcinoma
170,Basal ganglia stroke
171,Basedow's disease
172,Basophil count abnormal
173,Basophil count decreased
174,Bed rest
175,Behcet's syndrome
176,Bell's palsy
177,Benign bone neoplasm
178,Benign breast neoplasm
179,Benign lung neoplasm
180,Benign neoplasm of skin
181,Benzodiazepine drug level decreased
182,Bicytopenia
183,Bile acid malabsorption
184,Bile duct cancer
185,Biliary adenoma
186,Biliary cirrhosis primary
187,Bilirubin conjugated abnormal
188,Bilirubin conjugated increased
189,Binge eating
190,Biopsy kidney abnormal
191,Biopsy liver
192,Bladder dysfunction
193,Bladder injury
194,Bladder irritation
195,Bladder operation
196,Bladder repair
197,Blast cell crisis
198,Blast cells present
199,Blepharochalasis
200,Blindness congenital
201,Blindness cortical
202,Blindness transient
203,Blister infected
204,Blood albumin decreased
205,Blood albumin increased
206,Blood alcohol
207,Blood blister
208,Blood calcium abnormal
209,Blood chloride increased
210,Blood cholesterol abnormal
211,Blood cholesterol decreased
212,Blood cholesterol increased
213,Blood chromogranin A increased
214,Blood corticotrophin decreased
215,Blood count abnormal
216,Blood creatine increased
217,Blood creatinine decreased
218,Blood culture negative
219,Blood culture positive
220,Blood gases abnormal
221,Blood glucose increased
222,Blood growth hormone increased
223,Blood homocysteine increased
224,Blood immunoglobulin A increased
225,Blood immunoglobulin E abnormal
226,Blood immunoglobulin G abnormal
227,Blood oestrogen decreased
228,Blood osmolarity decreased
229,Blood pressure diastolic abnormal
230,Blood pressure diastolic decreased
231,Blood pressure diastolic increased
232,Blood pressure inadequately controlled
233,Blood pressure orthostatic decreased
234,Blood pressure systolic abnormal
235,Blood sodium abnormal
236,Blood sodium decreased
237,Blood test
238,Blood testosterone abnormal
239,Blood testosterone increased
240,Blood thyroid stimulating hormone decreased
241,Blood triglycerides abnormal
242,Blood triglycerides increased
243,Blood urea decreased
244,Blood urea increased
245,Blood uric acid increased
246,Blood urine present
247,Blood viscosity decreased
248,Blood viscosity increased
249,Bloody discharge
250,Body fat disorder
251,Body temperature decreased
252,Body temperature increased
253,Bone contusion
254,Bone fissure
255,Bone graft
256,Bone lesion
257,Bone loss
258,Bone marrow toxicity
259,Bone marrow transplant
260,Bone neoplasm
261,Bone pain
262,Bowel movement irregularity
263,Bowen's disease
264,Brachial plexus injury
265,Brachiocephalic vein thrombosis
266,Brachioradial pruritus
267,Bradycardia neonatal
268,Brain abscess
269,Brain malformation
270,Brain neoplasm
271,Brain neoplasm malignant
272,Brain stem infarction
273,Brain stem thrombosis
274,Breakthrough pain
275,Breast abscess
276,Breast cancer
277,Breast cancer female
278,Breast cancer recurrent
279,Breast cancer stage I
280,Breast cancer stage II
281,Breast cancer stage III
282,Breast cyst
283,Breast discomfort
284,Breast disorder female
285,Breast dysplasia
286,Breast enlargement
287,Breast fibroma
288,Breast haematoma
289,Breast inflammation
290,Breast mass
291,Breast operation
292,Breast pain
293,Breast prosthesis implantation
294,Breast prosthesis user
295,Breast tenderness
296,Breath alcohol test positive
297,Bronchial secretion retention
298,Bronchiectasis
299,Bronchitis chronic
300,Bronchopneumopathy
301,Bronchopulmonary dysplasia
302,Bronchoscopy
303,Brucellosis
304,Bruxism
305,Burning mouth syndrome
306,Burning sensation
307,Bursa injury
308,Bursitis
309,Bursitis infective
310,Butterfly rash
311,C-reactive protein abnormal
312,CNS ventriculitis
313,COVID-19
314,COVID-19 treatment
315,CSF pressure increased
316,Caffeine consumption
317,Cancer fatigue
318,Cancer pain
319,Cancer surgery
320,Carbohydrate antigen 125 increased
321,Carbon dioxide decreased
322,Carbon dioxide increased
323,Carcinoid tumour
324,Carcinoid tumour of the gastrointestinal tract
325,Carcinoid tumour pulmonary
326,Cardiac disorder
327,Cardiac perforation
328,Cardiac stress test abnormal
329,Cardiac valve disease
330,Cardiac ventricular thrombosis
331,Cardiomyopathy
332,Cardiovascular symptom
333,Carnitine deficiency
334,Carotid artery aneurysm
335,Carotid artery stenosis
336,Carpal tunnel decompression
337,Cartilage atrophy
338,Cast application
339,Castleman's disease
340,Cataract subcapsular
341,Catheter placement
342,Catheter site haemorrhage
343,Catheterisation cardiac
344,Cellulitis orbital
345,Central nervous system infection
346,Central nervous system stimulation
347,Central sleep apnoea syndrome
348,Central venous catheter removal
349,Central venous catheterisation
350,Cerebellar stroke
351,Cerebral amyloid angiopathy
352,Cerebral arteriosclerosis
353,Cerebral thrombosis
354,Cerebral toxoplasmosis
355,Cerebral vasoconstriction
356,Cerebrovascular insufficiency
357,Cervical cord compression
358,Cervical cyst
359,Cervical dilatation
360,Cervical polyp
361,Cervical radiculopathy
362,Cervical spinal stenosis
363,Cervix carcinoma stage 0
364,Cervix inflammation
365,Cervix neoplasm
366,Chalazion
367,Change in sustained attention
368,Cheilitis
369,Chemical burn of skin
370,Chest X-ray abnormal
371,Chest pain
372,Chillblains
373,Cholangitis acute
374,Cholecystitis acute
375,Cholelithiasis
376,Cholelithotomy
377,Chondropathy
378,Chondrosarcoma
379,Chordee
380,Chorioretinal atrophy
381,Chorioretinopathy
382,Choroidal effusion
383,Choroidal haemorrhage
384,Choroidal neovascularisation
385,Chronic disease
386,Chronic fatigue syndrome
387,Chronic hepatic failure
388,Chronic hepatitis C
389,Chronic kidney disease
390,Chronic myeloid leukaemia
391,Chronic obstructive pulmonary disease
392,Chronic respiratory disease
393,Circumcision
394,Cirrhosis alcoholic
395,Clinical death
396,Clitoral engorgement
397,Clostridium difficile colitis
398,Clostridium difficile infection
399,Cluster headache
400,Coagulation test abnormal
401,Coital bleeding
402,Cold urticaria
403,Colitis
404,Colitis ischaemic
405,Colitis microscopic
406,Colitis ulcerative
407,Coloboma
408,Colon cancer metastatic
409,Colon cancer stage IV
410,Colon dysplasia
411,Colon injury
412,Colour blindness acquired
413,Colour vision tests abnormal
414,Complication associated with device
415,Complication of pregnancy
416,Compulsive cheek biting
417,Compulsive hoarding
418,Compulsive shopping
419,Computerised tomogram head abnormal
420,Computerised tomogram thorax abnormal
421,Concomitant disease aggravated
422,Concomitant disease progression
423,Concussion
424,Confusion postoperative
425,Congenital anomaly in offspring
426,Congenital diaphragmatic hernia
427,Congenital jaw malformation
428,Congenital nose malformation
429,Congenital nystagmus
430,Congenital pulmonary hypertension
431,Congenital skin dimples
432,Congenital tricuspid valve incompetence
433,Conjunctival oedema
434,Contraindicated drug administered
435,Contraindication to medical treatment
436,Conversion disorder
437,Convulsion
438,Convulsions local
439,Cor pulmonale acute
440,Corneal operation
441,Corneal scar
442,Corona virus infection
443,Coronary artery dissection
444,Coronary artery occlusion
445,Coronary artery stenosis
446,Coronavirus infection
447,Coronavirus pneumonia
448,Coronavirus test positive
449,Corpora cavernosa surgery
450,Corrective lens user
451,Corynebacterium infection
452,Cotard's syndrome
453,Cough
454,Cranial nerve disorder
455,Craniofacial fracture
456,Craniosynostosis
457,Craniotomy
458,Creatine urine abnormal
459,Creatinine urine decreased
460,Crying
461,Crystal arthropathy
462,Culture urine positive
463,Cutaneous symptom
464,Cutis laxa
465,Cyanosis central
466,Cystic fibrosis
467,Cystic fibrosis related diabetes
468,Cystic fibrosis respiratory infection suppression
469,Cystitis escherichia
470,Cystitis interstitial
471,Cystitis klebsiella
472,Cytokine release syndrome
473,Cytomegalovirus test positive
474,Cytoreductive surgery
475,Dactylitis
476,Dandy-Walker syndrome
477,Dark circles under eyes
478,Deafness bilateral
479,Deafness unilateral
480,Death
481,Death of relative
482,Debridement
483,Decidual cast
484,Decompression sickness
485,Decreased activity
486,Decreased appetite
487,Decreased vibratory sense
488,Deep vein thrombosis
489,Defaecation disorder
490,Defaecation urgency
491,Degenerative bone disease
492,Dehydration
493,Delirium febrile
494,Delirium tremens
495,Delivery
496,Dementia
497,Dementia Alzheimer's type
498,Dental cyst
499,Dental implantation
500,Dependence
501,Dependence on oxygen therapy
502,Dependence on respirator
503,Depression suicidal
504,Derealisation
505,Dermatitis acneiform
506,Dermatitis atopic
507,Dermatofibrosarcoma protuberans
508,Detoxification
509,Device colour issue
510,Device defective
511,Device deposit issue
512,Device dislocation
513,Device dispensing error
514,Device kink
515,Device occlusion
516,Device physical property issue
517,Device placement issue
518,Device related bacteraemia
519,Device related infection
520,Device use error
521,Diabetic coma
522,Diabetic gangrene
523,Diabetic hyperosmolar coma
524,Diabetic ketoacidosis
525,Diabetic neuropathy
526,Diabetic ulcer
527,Diarrhoea
528,Diarrhoea haemorrhagic
529,Diffuse large B-cell lymphoma recurrent
530,Diplegia
531,Diplopia
532,Discharge
533,Disease progression
534,Disruptive mood dysregulation disorder
535,Distractibility
536,Diverticulitis
537,Dizziness
538,Dizziness postural
539,Dopamine agonist withdrawal syndrome
540,Double inlet left ventricle
541,Dreamy state
542,Drowning
543,Drug administered at inappropriate site
544,Drug administered in wrong device
545,Drug delivery system malfunction
546,Drug delivery system removal
547,Drug dispensing error
548,Drug diversion
549,Drug effect decreased
550,Drug effective for unapproved indication
551,Drug interaction
552,Drug level abnormal
553,Drug screen
554,Drug screen false positive
555,Drug tolerance decreased
556,Drug use disorder
557,Drug withdrawal convulsions
558,Drug withdrawal headache
559,Drug withdrawal syndrome neonatal
560,Dry skin
561,Ductus arteriosus premature closure
562,Duodenal stenosis
563,Duodenal ulcer
564,Dysentery
565,Dysgeusia
566,Dyshidrotic eczema
567,Dyskinesia
568,Dysmorphism
569,Dyspareunia
570,Dysphagia
571,Dysphonia
572,Dysphoria
573,Dyspnoea
574,Dyspnoea at rest
575,Dysstasia
576,Ear haemorrhage
577,Ear infection
578,Ear infection bacterial
579,Ear inflammation
580,Ear injury
581,Ear pruritus
582,Ear swelling
583,"Ear, nose and throat infection"
584,Ecchymosis
585,Eczema nummular
586,Ehlers-Danlos syndrome
587,Electric shock sensation
588,Electrocardiogram PR prolongation
589,Electrocardiogram QT interval
590,Electrocardiogram QT shortened
591,Electrolyte imbalance
592,Embedded device
593,Embolism
594,Emergency care
595,Emotional poverty
596,Emphysematous cystitis
597,Encapsulation reaction
598,Encephalopathy
599,End stage renal disease
600,Endometrial ablation
601,Endometrial adenocarcinoma
602,Endometrial cancer
603,Endometrial thickening
604,Endophthalmitis
605,Endoscopy
606,Endotracheal intubation complication
607,Endovenous ablation
608,Energy increased
609,Enlarged clitoris
610,Enlarged uvula
611,Enteric neuropathy
612,Enteritis infectious
613,Enterococcal bacteraemia
614,Enterococcal infection
615,Enterococcal sepsis
616,Enterovirus test positive
617,Enzyme abnormality
618,Eosinophil percentage increased
619,Eosinophilic oesophagitis
620,Eosinophilic pneumonia chronic
621,Epicondylitis
622,Epigastric discomfort
623,Epistaxis
624,Erection increased
625,Erythema
626,Erythema nodosum
627,Erythema of eyelid
628,Escherichia bacteraemia
629,Escherichia infection
630,Exercise lack of
631,Exomphalos
632,Exposure to SARS-CoV-2
633,Exposure to fungus
634,Exposure to toxic agent
635,Exposure via body fluid
636,Exposure via breast milk
637,Exposure via direct contact
638,Exposure via father
639,External ear cellulitis
640,Extradural haematoma
641,Extradural neoplasm
642,Extranodal marginal zone B-cell lymphoma (MALT type)
643,Extraocular muscle paresis
644,Extrasystoles
645,Eye abscess
646,Eye allergy
647,Eye burns
648,Eye complication associated with device
649,Eye discharge
650,Eye disorder
651,Eye haemorrhage
652,Eye injury
653,Eye movement disorder
654,Eye symptom
655,Eye ulcer
656,Eyelid cyst
657,Eyelid disorder
658,Eyelid irritation
659,Eyelid operation
660,Eyelid pain
661,Eyelid rash
662,Eyelid skin dryness
663,Eyelids pruritus
664,Face injury
665,Facial nerve disorder
666,Facial pain
667,Facial spasm
668,Faecal calprotectin increased
669,Faeces hard
670,Faeces pale
671,Failure to thrive
672,Fall
673,Fallopian tube cyst
674,Fallopian tube operation
675,Fallot's tetralogy
676,Family stress
677,Fanconi syndrome acquired
678,Fatigue
679,Fear of falling
680,Fear of injection
681,Feeling cold
682,Feeling drunk
683,Feeling jittery
684,Feeling of body temperature change
685,Feelings of worthlessness
686,Female genital operation
687,Female genital tract fistula
688,Female orgasmic disorder
689,Fibromuscular dysplasia
690,Finger amputation
691,Fishbane reaction
692,Flank pain
693,Flat affect
694,Flatulence
695,Fluid intake reduced
696,Fluid retention
697,Flushing
698,Foaming at mouth
699,Focal segmental glomerulosclerosis
700,Foetal exposure during pregnancy
701,Foetal heart rate deceleration abnormality
702,Follicular thyroid cancer
703,Food aversion
704,Food poisoning
705,Food refusal
706,Foot amputation
707,Foot deformity
708,Foot fracture
709,Forced expiratory volume decreased
710,Forearm fracture
711,Foreign body
712,Foreign body aspiration
713,Foreign body in reproductive tract
714,Fracture pain
715,Frustration
716,Frustration tolerance decreased
717,Full blood count increased
718,Fumbling
719,Fungal foot infection
720,Fungal test positive
721,Furuncle
722,Gallbladder necrosis
723,Gangrene
724,Gastric cancer stage IV
725,Gastric disorder
726,Gastric haemorrhage
727,Gastric infection
728,Gastric operation
729,Gastric perforation
730,Gastric polyps
731,Gastritis erosive
732,Gastritis haemorrhagic
733,Gastroduodenal ulcer
734,Gastrointestinal arteriovenous malformation
735,Gastrointestinal disorder
736,Gastrointestinal haemorrhage
737,Gastrointestinal inflammation
738,Gastrointestinal lymphoma
739,Gastrointestinal malformation
740,Gastrointestinal oedema
741,Gastrointestinal pain
742,Gastrointestinal scarring
743,Gastrointestinal sounds abnormal
744,Gastrointestinal stoma complication
745,Gastrointestinal stromal tumour
746,Gastrointestinal surgery
747,Gastrointestinal tract irritation
748,Gastrointestinal ulcer haemorrhage
749,Gastrostomy
750,General physical health deterioration
751,Generalised tonic-clonic seizure
752,Genital discomfort
753,Genital herpes
754,Genital hypoaesthesia
755,Genito-pelvic pain/penetration disorder
756,Gestational diabetes
757,Gingival bleeding
758,Gingival blister
759,Gingival disorder
760,Gingival graft
761,Gingival operation
762,Gingival pain
763,Gingival recession
764,Gingival swelling
765,Glassy eyes
766,Glaucomatous optic disc atrophy
767,Glioblastoma
768,Glioblastoma multiforme
769,Glioma
770,Glomerular filtration rate abnormal
771,Glomerulonephritis minimal lesion
772,Glomerulonephropathy
773,Glomerulosclerosis
774,Glossodynia
775,Glucose tolerance impaired
776,Glucose urine present
777,Gluten sensitivity
778,Glycosuria
779,Glycosylated haemoglobin abnormal
780,Granulocyte count increased
781,Granulocytopenia
782,Graves' disease
783,Grimacing
784,Grunting
785,Gun shot wound
786,Guttate psoriasis
787,HLA-B*5701 assay positive
788,Haemangioma congenital
789,Haematocrit decreased
790,Haematological infection
791,Haematuria
792,Haemochromatosis
793,Haemodialysis
794,Haemodynamic instability
795,Haemoglobinaemia
796,Haemoperitoneum
797,Haemophagocytic lymphohistiocytosis
798,Haemorrhage in pregnancy
799,Haemorrhage urinary tract
800,Haemorrhagic arteriovenous malformation
801,Haemorrhagic disorder
802,Haemorrhagic ovarian cyst
803,Haemorrhagic transformation stroke
804,Haemorrhoids
805,Haemorrhoids thrombosed
806,Hair disorder
807,Hair injury
808,Hair texture abnormal
809,Hallucination
810,"Hallucination, olfactory"
811,"Hallucination, visual"
812,Halo vision
813,Hand fracture
814,Hanging
815,Hearing impaired
816,Heart disease congenital
817,Heart injury
818,Heart rate abnormal
819,Heart rate increased
820,Heart rate irregular
821,Heart sounds abnormal
822,Heat exhaustion
823,Hemianaesthesia
824,Hemiparesis
825,Hemiplegia
826,Heparin-induced thrombocytopenia
827,Hepatic adenoma
828,Hepatic cancer
829,Hepatic cyst
830,Hepatic fibrosis
831,Hepatic haematoma
832,Hepatic lesion
833,Hepatic mass
834,Hepatic vascular thrombosis
835,Hepatitis D
836,Hepatitis E
837,Hepatitis acute
838,Hepatitis toxic
839,Hepatitis viral
840,Hepatomegaly
841,Herbal interaction
842,Hernia repair
843,Herpes dermatitis
844,Herpes ophthalmic
845,Hiccups
846,Hidradenitis
847,High density lipoprotein decreased
848,High density lipoprotein increased
849,Histamine intolerance
850,Hodgkin's disease
851,Hodgkin's disease nodular sclerosis
852,Hordeolum
853,Hormone receptor positive breast cancer
854,Hospice care
855,Hostility
856,Huerthle cell carcinoma
857,Human chorionic gonadotropin increased
858,Human papilloma virus test positive
859,Hyperacusis
860,Hyperammonaemia
861,Hyperbilirubinaemia neonatal
862,Hypercapnia
863,Hypercapnic coma
864,Hyperglycaemia
865,Hyperkalaemia
866,Hyperkeratosis
867,Hypermetabolism
868,Hyperparathyroidism
869,Hyperphagia
870,Hyperpyrexia
871,Hyperreflexia
872,Hypersensitivity
873,Hypersexuality
874,Hypersomnia
875,Hypertensive encephalopathy
876,Hypertensive nephropathy
877,Hypertensive urgency
878,Hyperthyroidism
879,Hypertransaminasaemia
880,Hypertrichosis
881,Hypervigilance
882,Hypervolaemia
883,Hypoacusis
884,Hypoaesthesia
885,Hypoaesthesia eye
886,Hypoaesthesia oral
887,Hypoglycaemia neonatal
888,Hypokinesia
889,Hypomenorrhoea
890,Hyponatraemic encephalopathy
891,Hypoparathyroidism
892,Hypoperfusion
893,Hypopnoea
894,Hyporeflexia
895,Hypovitaminosis
896,Idiopathic pancreatitis
897,Ill-defined disorder
898,Immune effector cell-associated neurotoxicity syndrome
899,Immune thrombocytopenic purpura
900,Immune-mediated enterocolitis
901,Immune-mediated hepatitis
902,Immune-mediated hypothyroidism
903,Immunisation reaction
904,Immunoglobulins decreased
905,Immunosuppressant drug level increased
906,Impaired healing
907,Impetigo
908,Implant site bruising
909,Implant site cellulitis
910,Implant site erythema
911,Implant site haemorrhage
912,Implant site hypoaesthesia
913,Implant site infection
914,Implant site pruritus
915,Implantable defibrillator insertion
916,Imprisonment
917,Impulse-control disorder
918,Inadequate analgesia
919,Inadequate diet
920,Inappropriate schedule of drug administration
921,Inappropriate schedule of product discontinuation
922,Incision site dermatitis
923,Incision site haemorrhage
924,Incision site infection
925,Incision site swelling
926,Incisional hernia
927,Incontinence
928,Incorrect disposal of product
929,Incorrect dose administered
930,Incorrect dose administered by product
931,Incorrect drug administration rate
932,Incorrect drug dosage form administered
933,Incorrect product formulation administered
934,Incorrect route of drug administration
935,Increased tendency to bruise
936,Increased upper airway secretion
937,Infantile haemangioma
938,Infantile spasms
939,Infected cyst
940,Infected dermal cyst
941,Infected skin ulcer
942,Infection
943,Infection susceptibility increased
944,Infective exacerbation of chronic obstructive airways disease
945,Infective myositis
946,Infective pulmonary exacerbation of cystic fibrosis
947,Infertility male
948,Inflammatory bowel disease
949,Inflammatory pain
950,Influenza
951,Influenza like illness
952,Infrequent bowel movements
953,Infusion
954,Infusion related hypersensitivity reaction
955,Infusion related reaction
956,Infusion site bruising
957,Infusion site discolouration
958,Infusion site irritation
959,Infusion site oedema
960,Infusion site reaction
961,Infusion site swelling
962,Infusion site urticaria
963,Initial insomnia
964,Injection related reaction
965,Injection site atrophy
966,Injection site cyst
967,Injection site discomfort
968,Injection site dryness
969,Injection site erythema
970,Injection site extravasation
971,Injection site hyperaesthesia
972,Injection site hypersensitivity
973,Injection site indentation
974,Injection site induration
975,Injection site inflammation
976,Injection site necrosis
977,Injection site nodule
978,Injection site pruritus
979,Injection site rash
980,Injection site reaction
981,Injection site ulcer
982,Injection site urticaria
983,Injection site vesicles
984,Injury
985,Instillation site erythema
986,Instillation site lacrimation
987,Instillation site pain
988,Insulin resistance
989,Insulin-like growth factor increased
990,Intensive care
991,Intentional self-injury
992,Intentional underdose
993,Intercepted drug dispensing error
994,Intercepted product dispensing error
995,Intercepted product selection error
996,Intercepted product storage error
997,Intermenstrual bleeding
998,Intermittent claudication
999,International normalised ratio fluctuation
1000,International normalised ratio increased
1001,Intervertebral disc disorder
1002,Intervertebral disc injury
1003,Intervertebral disc operation
1004,Intestinal fistula
1005,Intestinal ischaemia
1006,Intestinal mass
1007,Intestinal polyp
1008,Intestinal ulcer
1009,Intra-abdominal fluid collection
1010,Intracranial aneurysm
1011,Intraocular pressure increased
1012,Intraocular pressure test abnormal
1013,Intraventricular haemorrhage
1014,Intrusive thoughts
1015,Iritis
1016,Irregular breathing
1017,Irritability
1018,Ischaemic hepatitis
1019,Jaundice cholestatic
1020,Jaw operation
1021,Jejunostomy
1022,Job dissatisfaction
1023,Joint crepitation
1024,Joint effusion
1025,Joint hyperextension
1026,Joint range of motion decreased
1027,Joint surgery
1028,Joint swelling
1029,Juvenile idiopathic arthritis
1030,Keratosis follicular
1031,Ketosis
1032,Kidney infection
1033,Klebsiella bacteraemia
1034,Klebsiella infection
1035,Knuckle pads
1036,Kyphoscoliosis
1037,Kyphosis
1038,Labyrinthitis
1039,Laceration
1040,Lack of injection site rotation
1041,Lack of spontaneous speech
1042,Lacrimal disorder
1043,Lactose intolerance
1044,Lacunar stroke
1045,Langerhans' cell histiocytosis
1046,Laparoscopic surgery
1047,Laparoscopy
1048,Large intestinal haemorrhage
1049,Large intestine benign neoplasm
1050,Large intestine perforation
1051,Laryngeal injury
1052,Lateral medullary syndrome
1053,Laziness
1054,Left ventricular failure
1055,Leiomyosarcoma
1056,Lentigo maligna
1057,Leukocytosis
1058,Leukoplakia oral
1059,Libido disorder
1060,Ligament injury
1061,Ligament operation
1062,Light chain analysis increased
1063,Limb amputation
1064,Limb discomfort
1065,Limb mass
1066,Limb reduction defect
1067,Linear IgA disease
1068,Lip blister
1069,Lip dry
1070,Lip injury
1071,Lipase increased
1072,Lipoedema
1073,Lipoprotein (a) increased
1074,Liquid product physical issue
1075,Listeria sepsis
1076,Listless
1077,Lithiasis
1078,Liver function test increased
1079,Liver transplant
1080,Lobular breast carcinoma in situ
1081,Localised infection
1082,Localised oedema
1083,Logorrhoea
1084,Loss of personal independence in daily activities
1085,Lower extremity mass
1086,Lower gastrointestinal haemorrhage
1087,Lower limb fracture
1088,Lower respiratory tract infection fungal
1089,Lung carcinoma cell type unspecified stage I
1090,Lung carcinoma cell type unspecified stage III
1091,Lung cyst
1092,Lung neoplasm
1093,Lung opacity
1094,Lung squamous cell carcinoma metastatic
1095,Lung transplant
1096,Lung transplant rejection
1097,Lymph node tuberculosis
1098,Lymphocele
1099,Lymphocyte count decreased
1100,Lymphoma
1101,Macrophages increased
1102,Macular hole
1103,Macule
1104,Magnetic resonance imaging head abnormal
1105,Malignant neoplasm progression
1106,Malnutrition
1107,Manufacturing issue
1108,Mass
1109,Mass excision
1110,Maternal drugs affecting foetus
1111,Maternal exposure during pregnancy
1112,Maternal exposure timing unspecified
1113,Mean cell volume increased
1114,Measles
1115,Medical device complication
1116,Medical device implantation
1117,Medical device removal
1118,Memory impairment
1119,Meningism
1120,Meningitis cryptococcal
1121,Meningitis enteroviral
1122,Meningitis viral
1123,Menometrorrhagia
1124,Menstruation irregular
1125,Mesenteric panniculitis
1126,Mesenteric vein thrombosis
1127,Metabolic function test abnormal
1128,Metabolic surgery
1129,Metapneumovirus infection
1130,Metastatic malignant melanoma
1131,Microembolism
1132,Middle ear effusion
1133,Migraine
1134,Miliaria
1135,Mitochondrial myopathy
1136,Mitral valve repair
1137,Monocyte count decreased
1138,Monocyte percentage decreased
1139,Mononeuropathy
1140,Morbid thoughts
1141,Morton's neuralgia
1142,Mouth swelling
1143,Mouth ulceration
1144,Movement disorder
1145,Mucosal inflammation
1146,Mucous stools
1147,Multiple fractures
1148,Multiple sclerosis pseudo relapse
1149,Multiple use of single-use product
1150,Muscle atrophy
1151,Muscle contractions involuntary
1152,Muscle discomfort
1153,Muscle fatigue
1154,Muscle haemorrhage
1155,Muscle spasms
1156,Muscle tightness
1157,Muscle twitching
1158,Myalgia
1159,Myasthenia gravis
1160,Myasthenic syndrome
1161,Mycobacterium avium complex immune restoration disease
1162,Myelodysplastic syndrome
1163,Myelodysplastic syndrome transformation
1164,Myeloid leukaemia
1165,Myeloproliferative neoplasm
1166,Myocardial injury
1167,Myoclonic dystonia
1168,Myopericarditis
1169,NSAID exacerbated respiratory disease
